experiment_1_time_s,experiment_1_temperature_C,experiment_2_time_s,experiment_2_temperature_C,experiment_3_time_s,experiment_3_temperature_C,experiment_5_time_s,experiment_5_temperature_C,experiment_4_time_s,experiment_4_temperature_C
103.60176,37.02,103.60176,49.55,103.63688,26.04,103.60176,27.09,103.60176,29.55
103.80176,37.24,103.80176,49.55,103.83688,26.04,103.80176,27.09,103.80176,30.08
104.00176,37.37,104.00176,49.33,104.03688,26.04,104.00176,27.09,104.00176,29.55
104.20176,37.02,104.20176,49.63,104.23688,25.99,104.20176,26.3,104.20176,29.59
104.40176,36.89,104.40176,49.37,104.43688,25.99,104.40176,26.3,104.40176,29.81
104.60176,36.89,104.60176,49.5,104.63688,25.95,104.60176,26.04,104.60176,29.46
104.80176,37.29,104.80176,49.33,104.83688,25.95,104.80176,26.04,104.80176,29.9
105.00176,36.71,105.00176,49.24,105.03688,25.99,105.00176,25.6,105.00176,29.55
105.20176,36.8,105.20176,49.37,105.23688,25.9,105.20176,25.68,105.20176,30.21
105.40176,36.85,105.40176,49.33,105.43688,25.9,105.40176,25.6,105.40176,29.77
105.60176,36.63,105.60176,49.24,105.63688,25.86,105.60176,25.6,105.60176,29.42
105.80176,36.76,105.80176,49.11,105.83688,25.86,105.80176,25.6,105.80176,29.64
106.00176,36.71,106.00176,49.02,106.03688,25.68,106.00176,25.68,106.00176,29.64
106.20176,37.15,106.20176,49.06,106.23688,25.68,106.20176,26.3,106.20176,29.2
106.40176,37.5,106.40176,48.97,106.43688,25.64,106.40176,26.52,106.40176,29.42
106.60176,36.71,106.60176,49.15,106.63688,25.68,106.60176,26.52,106.60176,29.73
106.80176,36.67,106.80176,48.8,106.83688,25.68,106.80176,26.43,106.80176,29.51
107.00176,36.89,107.00176,48.54,107.03688,25.64,107.00176,26.43,107.00176,29.16
107.20176,36.71,107.20176,48.58,107.23688,25.55,107.20176,26.47,107.20176,29.2
107.40176,36.71,107.40176,48.58,107.43688,25.55,107.40176,26.43,107.40176,29.42
107.60176,36.98,107.60176,48.45,107.63688,25.55,107.60176,26.43,107.60176,29.33
107.80176,36.71,107.80176,48.67,107.83688,26.47,107.80176,26.43,107.80176,29.29
108.00176,36.67,108.00176,48.49,108.03688,26.47,108.00176,26.21,108.00176,29.16
108.20176,36.49,108.20176,48.89,108.23688,27.05,108.20176,26.21,108.20176,29.2
108.40176,36.71,108.40176,48.75,108.43688,26.47,108.40176,26.21,108.40176,29.02
108.60176,36.58,108.60176,48.84,108.63688,26.34,108.60176,26.3,108.60176,29.29
108.80176,36.49,108.80176,48.54,108.83688,26.34,108.80176,26.3,108.80176,29.11
109.00176,36.54,109.00176,48.27,109.03688,26.34,109.00176,26.3,109.00176,29.2
109.20176,36.36,109.20176,48.27,109.23688,26.34,109.20176,25.86,109.20176,29.38
109.40176,36.41,109.40176,48.27,109.43688,26.34,109.40176,25.86,109.40176,29.11
109.60176,36.32,109.60176,48.32,109.63688,26.34,109.60176,25.86,109.60176,28.98
109.80176,36.41,109.80176,48.05,109.83688,26.25,109.80176,25.86,109.80176,29.2
110.00176,36.23,110.00176,48.23,110.03688,26.25,110.00176,25.68,110.00176,29.99
110.20176,36.19,110.20176,47.79,110.23688,26.25,110.20176,25.68,110.20176,29.81
110.40176,36.27,110.40176,47.88,110.43688,26.25,110.40176,25.68,110.40176,29.86
110.60176,36.19,110.60176,47.7,110.63688,26.25,110.60176,25.68,110.60176,29.86
110.80176,36.27,110.80176,47.83,110.83688,26.3,110.80176,25.68,110.80176,30.69
111.00176,36.93,111.00176,48.01,111.03688,26.3,111.00176,26.04,111.00176,29.9
111.20176,36.36,111.20176,47.92,111.23688,26.3,111.20176,26.04,111.20176,30.03
111.40176,36.19,111.40176,47.66,111.43688,26.3,111.40176,26.04,111.40176,30.08
111.60176,36.41,111.60176,47.57,111.63688,26.25,111.60176,26.04,111.60176,29.68
111.80176,36.85,111.80176,47.7,111.83688,26.21,111.80176,25.9,111.80176,30.08
112.00176,36.27,112.00176,47.61,112.03688,26.21,112.00176,25.86,112.00176,29.81
112.20176,36.32,112.20176,47.35,112.23688,26.12,112.20176,25.9,112.20176,29.77
112.40176,36.71,112.40176,47.44,112.43688,26.12,112.40176,25.86,112.40176,29.38
112.60176,35.97,112.60176,47.08,112.63688,26.12,112.60176,25.86,112.60176,29.46
112.80176,36.19,112.80176,47.96,112.83688,26.12,112.80176,26.21,112.80176,29.81
113.00176,36.01,113.00176,47.92,113.03688,26.47,113.00176,26.21,113.00176,29.46
113.20176,36.05,113.20176,48.23,113.23688,26.52,113.20176,25.99,113.20176,29.33
113.40176,36.23,113.40176,47.88,113.43688,26.47,113.40176,25.99,113.40176,29.38
113.60176,36.36,113.60176,48.1,113.63688,26.47,113.60176,25.68,113.60176,29.59
113.80176,36.36,113.80176,48.18,113.83688,26.25,113.80176,25.55,113.80176,29.24
114.00176,36.01,114.00176,48.32,114.03688,26.25,114.00176,25.55,114.00176,29.29
114.20176,36.41,114.20176,47.79,114.23688,26.04,114.20176,25.55,114.20176,29.42
114.40176,36.01,114.40176,47.88,114.43688,25.9,114.40176,25.55,114.40176,29.38
114.60176,36.19,114.60176,47.66,114.63688,25.9,114.60176,25.55,114.60176,29.42
114.80176,35.75,114.80176,48.14,114.83688,26.25,114.80176,25.82,114.80176,29.42
115.00176,35.88,115.00176,47.66,115.03688,26.25,115.00176,26.21,115.00176,29.42
115.20176,35.88,115.20176,47.66,115.23688,26.43,115.20176,26.21,115.20176,29.29
115.40176,35.62,115.40176,47.7,115.43688,26.43,115.40176,26.21,115.40176,29.46
115.60176,36.01,115.60176,47.74,115.63688,26.43,115.60176,26.21,115.60176,29.55
115.80176,35.88,115.80176,47.88,115.83688,26.43,115.80176,26.08,115.80176,29.42
116.00176,35.97,116.00176,47.7,116.03688,26.34,116.00176,25.38,116.00176,29.33
116.20176,35.7,116.20176,47.39,116.23688,26.34,116.20176,25.24,116.20176,29.2
116.40176,35.83,116.40176,47.74,116.43688,26.34,116.40176,25.24,116.40176,28.85
116.60176,35.62,116.60176,47.57,116.63688,26.17,116.60176,25.16,116.60176,29.11
116.80176,36.32,116.80176,47.22,116.83688,26.17,116.80176,25.07,116.80176,29.73
117.00176,35.92,117.00176,47.44,117.03688,26.17,117.00176,24.94,117.00176,30.17
117.20176,35.7,117.20176,47.39,117.23688,26.17,117.20176,24.94,117.20176,29.2
117.40176,35.57,117.40176,47.17,117.43688,26.17,117.40176,24.89,117.40176,29.02
117.60176,35.62,117.60176,47.17,117.63688,25.99,117.60176,24.85,117.60176,29.07
117.80176,35.57,117.80176,47.3,117.83688,25.99,117.80176,24.72,117.80176,28.94
118.00176,35.44,118.00176,47.17,118.03688,26.17,118.00176,24.72,118.00176,28.98
118.20176,35.57,118.20176,47.08,118.23688,26.08,118.20176,24.72,118.20176,30.39
118.40176,35.53,118.40176,47.13,118.43688,26.08,118.40176,24.72,118.40176,29.46
118.60176,35.83,118.60176,46.91,118.63688,26.52,118.60176,25.6,118.60176,29.02
118.80176,35.75,118.80176,46.73,118.83688,26.52,118.80176,25.73,118.80176,28.89
119.00176,35.66,119.00176,47.13,119.03688,26.25,119.00176,25.82,119.00176,29.02
119.20176,35.62,119.20176,46.69,119.23688,26.25,119.20176,25.73,119.20176,29.02
119.40176,35.7,119.40176,46.91,119.43688,25.99,119.40176,25.73,119.40176,28.85
119.60176,35.44,119.60176,46.69,119.63688,25.99,119.60176,25.64,119.60176,29.07
119.80176,35.83,119.80176,46.65,119.83688,26.08,119.80176,25.64,119.80176,29.11
120.00176,35.75,120.00176,46.78,120.03688,26.08,120.00176,25.64,120.00176,28.89
120.20176,35.57,120.20176,46.87,120.23688,26.25,120.20176,25.38,120.20176,28.76
120.40176,35.53,120.40176,47,120.43688,26.25,120.40176,25.29,120.40176,28.85
120.60176,35.48,120.60176,47.26,120.63688,26.17,120.60176,25.42,120.60176,28.8
120.80176,35.48,120.80176,48.18,120.83688,26.17,120.80176,25.29,120.80176,28.98
121.00176,34.38,121.00176,47.04,121.03688,26.08,121.00176,25.16,121.00176,28.94
121.20176,35,121.20176,46.91,121.23688,25.99,121.20176,25.07,121.20176,28.67
121.40176,34.65,121.40176,46.82,121.43688,25.99,121.40176,25.07,121.40176,28.94
121.60176,34.78,121.60176,46.95,121.63688,25.95,121.60176,25.07,121.60176,28.41
121.80176,34.69,121.80176,46.78,121.83688,25.99,121.80176,25.07,121.80176,29.07
122.00176,34.65,122.00176,47,122.03688,25.99,122.00176,25.16,122.00176,28.67
122.20176,34.38,122.20176,46.69,122.23688,26.25,122.20176,25.16,122.20176,28.76
122.40176,34.38,122.40176,46.56,122.43688,25.99,122.40176,25.16,122.40176,28.58
122.60176,34.56,122.60176,46.51,122.63688,26.25,122.60176,25.16,122.60176,28.67
122.80176,34.78,122.80176,46.51,122.83688,25.99,122.80176,24.76,122.80176,28.58
123.00176,34.74,123.00176,46.38,123.03688,25.9,123.00176,24.76,123.00176,29.2
123.20176,34.43,123.20176,46.47,123.23688,25.77,123.20176,25.02,123.20176,28.63
123.40176,36.27,123.40176,46.78,123.43688,25.77,123.40176,25.02,123.40176,28.54
123.60176,34.91,123.60176,46.56,123.63688,25.77,123.60176,25.02,123.60176,28.85
123.80176,34.52,123.80176,46.47,123.83688,25.77,123.80176,25.02,123.80176,28.58
124.00176,34.87,124.00176,46.43,124.03688,25.77,124.00176,24.8,124.00176,28.54
124.20176,34.47,124.20176,46.29,124.23688,25.6,124.20176,24.8,124.20176,28.41
124.40176,34.6,124.40176,47.96,124.43688,25.73,124.40176,24.8,124.40176,28.5
124.60176,34.47,124.60176,46.38,124.63688,25.64,124.60176,24.63,124.60176,30.21
124.80176,35.13,124.80176,46.16,124.83688,25.73,124.80176,24.45,124.80176,30.03
125.00176,34.25,125.00176,46.25,125.03688,25.64,125.00176,24.45,125.00176,28.1
125.20176,34.78,125.20176,46.21,125.23688,25.73,125.20176,24.41,125.20176,28.89
125.40176,34.12,125.40176,46.29,125.43688,25.64,125.40176,24.41,125.40176,28.41
125.60176,34.12,125.60176,46.03,125.63688,25.77,125.60176,24.28,125.60176,28.45
125.80176,33.99,125.80176,46.47,125.83688,25.6,125.80176,24.41,125.80176,28.23
126.00176,33.95,126.00176,45.9,126.03688,25.77,126.00176,24.41,126.00176,28.23
126.20176,34.25,126.20176,47.83,126.23688,25.73,126.20176,25.11,126.20176,28.19
126.40176,33.77,126.40176,45.68,126.43688,25.77,126.40176,25.46,126.40176,29.42
126.60176,33.99,126.60176,45.77,126.63688,25.73,126.60176,25.46,126.60176,28.41
126.80176,34.21,126.80176,45.81,126.83688,25.73,126.80176,25.2,126.80176,28.58
127.00176,34.3,127.00176,45.94,127.03688,25.73,127.00176,25.2,127.00176,28.19
127.20176,33.86,127.20176,45.72,127.23688,25.64,127.20176,25.2,127.20176,28.32
127.40176,34.08,127.40176,45.77,127.43688,25.64,127.40176,25.2,127.40176,28.23
127.60176,33.9,127.60176,45.85,127.63688,25.6,127.60176,25.11,127.60176,28.5
127.80176,33.86,127.80176,45.63,127.83688,25.6,127.80176,25.2,127.80176,28.14
128.00176,33.81,128.00176,45.42,128.03688,25.55,128.00176,25.11,128.00176,28.63
128.20176,33.73,128.20176,45.81,128.23688,25.46,128.20176,25.11,128.20176,28.19
128.40176,33.81,128.40176,45.5,128.43688,25.38,128.40176,24.89,128.40176,28.06
128.60176,34.65,128.60176,45.55,128.63688,25.38,128.60176,25.2,128.60176,28.72
128.80176,33.99,128.80176,45.42,128.83688,25.38,128.80176,24.98,128.80176,28.1
129.00176,34.17,129.00176,45.77,129.03688,25.38,129.00176,25.2,129.00176,28.1
129.20176,33.77,129.20176,45.33,129.23688,25.38,129.20176,25.73,129.20176,27.97
129.40176,34.08,129.40176,45.55,129.43688,25.24,129.40176,25.73,129.40176,27.79
129.60176,33.73,129.60176,45.28,129.63688,25.24,129.60176,25.11,129.60176,27.92
129.80176,34.17,129.80176,45.55,129.83688,25.24,129.80176,26.52,129.80176,28.06
130.00176,34.17,130.00176,45.11,130.03688,25.24,130.00176,25.11,130.00176,27.75
130.20176,33.99,130.20176,44.98,130.23688,25.24,130.20176,24.98,130.20176,27.97
130.40176,34.08,130.40176,45.11,130.43688,25.24,130.40176,24.89,130.40176,27.84
130.60176,34.82,130.60176,45.15,130.63688,25.24,130.60176,24.58,130.60176,27.71
130.80176,33.81,130.80176,45.06,130.83688,25.24,130.80176,24.58,130.80176,27.97
131.00176,34.08,131.00176,45.06,131.03688,25.24,131.00176,24.5,131.00176,28.85
131.20176,33.95,131.20176,45.24,131.23688,25.29,131.20176,24.45,131.20176,27.75
131.40176,33.64,131.40176,44.98,131.43688,25.24,131.40176,24.45,131.40176,27.79
131.60176,33.68,131.60176,44.98,131.63688,25.16,131.60176,24.45,131.60176,28.23
131.80176,33.81,131.80176,44.71,131.83688,25.16,131.80176,24.41,131.80176,29.81
132.00176,33.95,132.00176,44.71,132.03688,25.16,132.00176,24.41,132.00176,28.36
132.20176,33.95,132.20176,44.71,132.23688,25.16,132.20176,24.41,132.20176,28.67
132.40176,33.77,132.40176,44.84,132.43688,25.16,132.40176,24.37,132.40176,28.58
132.60176,33.55,132.60176,44.54,132.63688,25.11,132.60176,24.28,132.60176,28.58
132.80176,33.77,132.80176,44.45,132.83688,25.11,132.80176,24.45,132.80176,28.45
133.00176,33.81,133.00176,44.71,133.03688,24.94,133.00176,24.45,133.00176,28.89
133.20176,33.64,133.20176,44.67,133.23688,24.94,133.20176,25.29,133.20176,28.28
133.40176,33.59,133.40176,44.62,133.43688,25.07,133.40176,25.29,133.40176,29.02
133.60176,33.77,133.60176,44.32,133.63688,25.07,133.60176,25.46,133.60176,28.5
133.80176,34.52,133.80176,44.27,133.83688,24.98,133.80176,25.46,133.80176,28.19
134.00176,33.59,134.00176,44.45,134.03688,24.98,134.00176,25.46,134.00176,28.28
134.20176,33.68,134.20176,44.23,134.23688,24.98,134.20176,25.46,134.20176,28.41
134.40176,33.9,134.40176,44.62,134.43688,24.98,134.40176,25.46,134.40176,28.67
134.60176,33.24,134.60176,45.11,134.63688,24.98,134.60176,25.33,134.60176,28.28
134.80176,33.42,134.80176,44.93,134.83688,24.8,134.80176,25.33,134.80176,28.67
135.00176,33.55,135.00176,45.06,135.03688,24.8,135.00176,25.24,135.00176,28.54
135.20176,33.2,135.20176,44.98,135.23688,24.8,135.20176,25.24,135.20176,28.98
135.40176,33.24,135.40176,45.11,135.43688,25.33,135.40176,25.16,135.40176,28.1
135.60176,33.29,135.60176,44.98,135.63688,25.33,135.60176,25.16,135.60176,28.58
135.80176,33.33,135.80176,44.8,135.83688,25.33,135.80176,25.16,135.80176,28.5
136.00176,33.68,136.00176,44.89,136.03688,25.33,136.00176,25.16,136.00176,28.06
136.20176,33.33,136.20176,44.67,136.23688,25.07,136.20176,25.33,136.20176,28.36
136.40176,33.33,136.40176,46.38,136.43688,25.07,136.40176,25.33,136.40176,28.14
136.60176,33.37,136.60176,44.89,136.63688,25.07,136.60176,25.33,136.60176,28.23
136.80176,33.51,136.80176,44.67,136.83688,25.07,136.80176,25.99,136.80176,28.32
137.00176,33.64,137.00176,44.58,137.03688,25.07,137.00176,24.89,137.00176,28.23
137.20176,33.46,137.20176,44.36,137.23688,24.89,137.20176,24.67,137.20176,28.01
137.40176,33.37,137.40176,44.58,137.43688,24.89,137.40176,24.67,137.40176,28.36
137.60176,33.46,137.60176,44.45,137.63688,24.98,137.60176,25.99,137.60176,28.28
137.80176,33.46,137.80176,45.9,137.83688,24.98,137.80176,26.34,137.80176,28.01
138.00176,33.68,138.00176,44.32,138.03688,24.8,138.00176,26.34,138.00176,29.11
138.20176,33.33,138.20176,44.27,138.23688,24.8,138.20176,26.56,138.20176,30.43
138.40176,32.89,138.40176,43.96,138.43688,24.72,138.40176,26.56,138.40176,30.39
138.60176,33.33,138.60176,44.32,138.63688,24.67,138.60176,26.56,138.60176,28.06
138.80176,33.33,138.80176,44.32,138.83688,24.67,138.80176,25.51,138.80176,27.92
139.00176,33.29,139.00176,44.36,139.03688,24.67,139.00176,25.51,139.00176,27.97
139.20176,33.07,139.20176,44.1,139.23688,24.67,139.20176,25.51,139.20176,27.84
139.40176,33.37,139.40176,44.18,139.43688,24.67,139.40176,25.51,139.40176,27.84
139.60176,33.11,139.60176,44.14,139.63688,24.67,139.60176,24.5,139.60176,27.97
139.80176,33.2,139.80176,44.05,139.83688,24.67,139.80176,24.41,139.80176,28.06
140.00176,33.64,140.00176,43.88,140.03688,24.63,140.00176,24.28,140.00176,28.41
140.20176,33.15,140.20176,43.88,140.23688,24.8,140.20176,24.28,140.20176,28.14
140.40176,33.02,140.40176,43.83,140.43688,24.63,140.40176,24.28,140.40176,27.97
140.60176,33.29,140.60176,43.75,140.63688,24.8,140.60176,25.33,140.60176,27.79
140.80176,33.15,140.80176,43.7,140.83688,24.8,140.80176,25.33,140.80176,28.01
141.00176,33.73,141.00176,43.88,141.03688,24.8,141.00176,25.33,141.00176,27.84
141.20176,32.93,141.20176,43.88,141.23688,24.67,141.20176,25.2,141.20176,28.89
141.40176,33.2,141.40176,44.05,141.43688,24.8,141.40176,25.2,141.40176,28.98
141.60176,33.29,141.60176,43.92,141.63688,24.67,141.60176,25.2,141.60176,27.92
141.80176,33.46,141.80176,44.23,141.83688,24.67,141.80176,25.2,141.80176,28.1
142.00176,32.98,142.00176,44.58,142.03688,24.54,142.00176,25.11,142.00176,27.75
142.20176,33.33,142.20176,44.4,142.23688,24.45,142.20176,25.11,142.20176,27.75
142.40176,33.2,142.40176,44.01,142.43688,24.45,142.40176,25.11,142.40176,27.62
142.60176,32.71,142.60176,44.01,142.63688,24.45,142.60176,25.02,142.60176,28.01
142.80176,33.29,142.80176,44.18,,,142.80176,25.11,142.80176,27.53
143.00176,33.07,143.00176,44.01,,,143.00176,25.02,143.00176,27.53
143.20176,33.11,143.20176,43.79,,,143.20176,25.38,143.20176,27.57
143.40176,33.95,143.40176,43.83,,,143.40176,24.94,143.40176,27.49
143.60176,32.71,143.60176,43.83,,,143.60176,24.94,143.60176,27.71
143.80176,33.24,143.80176,43.96,,,143.80176,24.63,143.80176,27.62
144.00176,32.85,144.00176,43.66,,,144.00176,24.63,144.00176,29.24
144.20176,32.58,144.20176,43.79,,,144.20176,24.63,144.20176,28.06
144.40176,32.67,144.40176,44.18,,,144.40176,24.63,144.40176,27.35
144.60176,33.42,144.60176,43.57,,,144.60176,24.63,144.60176,27.84
144.80176,33.11,144.80176,43.57,,,144.80176,25.68,144.80176,27.88
145.00176,32.5,145.00176,43.61,,,145.00176,24.5,145.00176,27.71
145.20176,32.76,145.20176,43.57,,,145.20176,24.37,145.20176,27.49
145.40176,32.71,145.40176,43.7,,,145.40176,24.37,145.40176,28.8
145.60176,32.93,145.60176,43.44,,,145.60176,24.28,145.60176,28.28
145.80176,32.67,145.80176,43.75,,,145.80176,24.23,145.80176,27.35
146.00176,33.07,146.00176,43.39,,,146.00176,24.23,146.00176,27.53
146.20176,33.24,146.20176,43.53,,,146.20176,24.28,146.20176,28.01
146.40176,32.45,146.40176,43.75,,,146.40176,25.73,146.40176,27.49
146.60176,32.8,146.60176,43.31,,,146.60176,25.73,146.60176,27.57
146.80176,32.5,146.80176,43.22,,,146.80176,25.73,146.80176,27.92
147.00176,32.45,147.00176,43.22,,,147.00176,25.73,147.00176,27.53
147.20176,32.32,147.20176,43.35,,,147.20176,25.73,147.20176,27.57
147.40176,32.85,147.40176,43.17,,,147.40176,25.73,147.40176,27.31
147.60176,32.85,147.60176,43.39,,,147.60176,25.51,147.60176,27.75
147.80176,32.45,147.80176,43.26,,,147.80176,25.51,147.80176,27.75
148.00176,33.29,148.00176,43.09,,,148.00176,26.17,148.00176,27.35
148.20176,32.5,148.20176,43,,,148.20176,25.51,148.20176,27.44
148.40176,32.58,148.40176,43.13,,,148.40176,25.24,148.40176,27.27
148.60176,32.67,148.60176,42.95,,,148.60176,25.11,148.60176,27.22
148.80176,32.71,148.80176,43,,,148.80176,25.16,148.80176,27.27
149.00176,32.89,149.00176,42.95,,,149.00176,25.11,149.00176,30.21
149.20176,32.5,149.20176,42.73,,,149.20176,25.11,149.20176,27.31
149.40176,32.5,149.40176,42.65,,,149.40176,25.11,149.40176,27.49
149.60176,32.19,149.60176,42.91,,,149.60176,25.11,149.60176,27.35
149.80176,32.32,149.80176,42.87,,,149.80176,25.11,149.80176,27.44
150.00176,32.5,150.00176,42.73,,,150.00176,24.85,150.00176,27.49
150.20176,33.15,150.20176,43.09,,,150.20176,25.38,150.20176,29.86
150.40176,32.5,150.40176,42.69,,,150.40176,24.72,150.40176,27.31
150.60176,32.32,150.60176,42.38,,,150.60176,24.72,150.60176,27.44
150.80176,34.12,150.80176,42.47,,,150.80176,24.72,150.80176,27.79
151.00176,32.54,151.00176,42.47,,,151.00176,24.8,151.00176,27.57
151.20176,32.45,151.20176,42.69,,,151.20176,24.63,151.20176,28.85
151.40176,32.67,151.40176,42.65,,,151.40176,24.63,151.40176,27.35
151.60176,32.45,151.60176,42.34,,,151.60176,24.45,151.60176,27.18
151.80176,33.33,151.80176,42.21,,,151.80176,24.41,151.80176,27.44
152.00176,32.58,152.00176,42.29,,,152.00176,24.37,152.00176,27.13
152.20176,32.32,152.20176,42.25,,,152.20176,24.41,152.20176,27.31
152.40176,33.29,152.40176,42.16,,,152.40176,24.45,152.40176,29.55
152.60176,32.67,152.60176,42.21,,,152.60176,24.41,152.60176,26.96
152.80176,32.14,152.80176,42.08,,,152.80176,24.28,152.80176,27.05
153.00176,32.45,153.00176,42.51,,,153.00176,24.67,153.00176,27.22
153.20176,32.1,153.20176,42.03,,,153.20176,24.28,153.20176,27.05
153.40176,32.1,153.40176,42.38,,,153.40176,24.23,153.40176,27.44
153.60176,33.55,153.60176,42.08,,,153.60176,24.28,153.60176,27.57
153.80176,32.01,153.80176,42.47,,,153.80176,24.5,153.80176,27.66
154.00176,31.97,154.00176,42.38,,,154.00176,24.15,154.00176,27.62
154.20176,32.45,154.20176,42.21,,,154.20176,24.15,154.20176,28.54
154.40176,32.63,154.40176,44.36,,,154.40176,24.06,154.40176,27.84
154.60176,32.41,154.60176,41.99,,,154.60176,24.06,154.60176,27.97
154.80176,32.36,154.80176,41.68,,,154.80176,24.06,154.80176,29.77
155.00176,33.86,155.00176,41.86,,,155.00176,24.94,155.00176,27.62
155.20176,32.45,155.20176,41.99,,,155.20176,24.94,155.20176,27.57
155.40176,31.88,155.40176,41.77,,,155.40176,24.94,155.40176,28.36
155.60176,32.19,155.60176,41.77,,,155.60176,24.94,155.60176,27.49
155.80176,31.92,155.80176,41.77,,,155.80176,25.9,155.80176,27.49
156.00176,31.92,156.00176,41.81,,,156.00176,24.89,156.00176,27.62
156.20176,32.58,156.20176,41.55,,,156.20176,24.85,156.20176,27.88
156.40176,31.57,156.40176,41.77,,,156.40176,24.85,156.40176,27.66
156.60176,31.97,156.60176,41.72,,,156.60176,24.85,156.60176,27.49
156.80176,32.28,156.80176,41.68,,,156.80176,24.67,156.80176,27.57
157.00176,32.32,157.00176,41.68,,,157.00176,24.67,157.00176,27.49
157.20176,31.84,157.20176,41.55,,,157.20176,24.5,157.20176,27.84
157.40176,31.79,157.40176,41.55,,,,,157.40176,27.4
157.60176,32.32,157.60176,41.55,,,,,157.60176,27.53
157.80176,32.14,157.80176,41.2,,,,,157.80176,27.97
158.00176,32.06,158.00176,41.33,,,,,158.00176,27.53
158.20176,32.1,158.20176,41.24,,,,,158.20176,27.79
158.40176,31.79,158.40176,41.37,,,,,158.40176,27.57
158.60176,32.76,158.60176,41.46,,,,,158.60176,27.44
158.80176,32.67,158.80176,41.33,,,,,158.80176,27.53
159.00176,32.14,159.00176,41.28,,,,,159.00176,27.27
159.20176,32.14,159.20176,41.11,,,,,159.20176,27.79
159.40176,32.89,159.40176,40.98,,,,,159.40176,27.22
159.60176,32.19,159.60176,40.98,,,,,159.60176,27.22
159.80176,31.62,159.80176,41.06,,,,,159.80176,27.49
160.00176,31.92,160.00176,41.02,,,,,160.00176,27.49
160.20176,31.79,160.20176,41.06,,,,,160.20176,27.4
160.40176,32.06,160.40176,40.89,,,,,160.40176,27.44
160.60176,31.88,160.60176,41.06,,,,,160.60176,27.35
160.80176,31.97,160.80176,41.28,,,,,160.80176,27.97
161.00176,31.66,161.00176,40.89,,,,,161.00176,27.13
161.20176,32.14,161.20176,40.76,,,,,161.20176,27.27
161.40176,31.66,161.40176,41.02,,,,,161.40176,27.4
161.60176,31.79,161.60176,40.8,,,,,161.60176,27.35
161.80176,31.7,161.80176,40.63,,,,,161.80176,27.05
162.00176,31.79,162.00176,40.54,,,,,162.00176,27.18
162.20176,31.75,162.20176,40.8,,,,,162.20176,27.31
162.40176,33.51,162.40176,40.67,,,,,162.40176,29.95
162.60176,31.4,162.60176,40.41,,,,,162.60176,27.22
162.80176,31.7,162.80176,40.76,,,,,162.80176,27.18
163.00176,31.75,163.00176,40.23,,,,,163.00176,27.09
163.20176,31.44,163.20176,40.63,,,,,163.20176,27.09
163.40176,31.66,163.40176,40.84,,,,,163.40176,27.18
163.60176,31.31,163.60176,41.2,,,,,163.60176,26.91
163.80176,32.23,163.80176,41.02,,,,,163.80176,27.05
164.00176,31.44,164.00176,41.06,,,,,164.00176,27.44
164.20176,33.33,164.20176,41.33,,,,,164.20176,27.13
164.40176,33.29,164.40176,41.24,,,,,164.40176,28.28
164.60176,31.92,164.60176,41.2,,,,,164.60176,27.27
164.80176,31.26,164.80176,43,,,,,164.80176,27.05
165.00176,31.7,165.00176,40.84,,,,,165.00176,28.1
165.20176,31.26,165.20176,40.89,,,,,165.20176,27
165.40176,31.88,165.40176,41.02,,,,,165.40176,27.13
165.60176,31.44,165.60176,40.76,,,,,165.60176,27.05
165.80176,31.26,165.80176,41.02,,,,,165.80176,27.44
166.00176,31.48,166.00176,40.63,,,,,166.00176,27.05
166.20176,31.92,166.20176,40.67,,,,,166.20176,27.27
166.40176,32.19,166.40176,40.71,,,,,166.40176,27
166.60176,31.26,166.60176,40.58,,,,,166.60176,26.83
166.80176,33.64,166.80176,40.54,,,,,166.80176,28.89
167.00176,31.35,167.00176,40.76,,,,,167.00176,26.96
167.20176,31.7,167.20176,40.32,,,,,167.20176,26.91
167.40176,31.66,167.40176,40.58,,,,,167.40176,26.78
167.60176,31.26,167.60176,40.63,,,,,167.60176,26.87
167.80176,33.37,167.80176,40.58,,,,,167.80176,26.87
168.00176,31.22,168.00176,40.67,,,,,168.00176,26.69
168.20176,31.13,168.20176,40.32,,,,,168.20176,26.83
168.40176,30.96,168.40176,40.27,,,,,168.40176,26.65
168.60176,31.13,168.60176,40.32,,,,,168.60176,26.47
168.80176,31.57,168.80176,40.63,,,,,168.80176,26.65
169.00176,31.31,169.00176,40.27,,,,,169.00176,26.74
169.20176,31.57,169.20176,40.27,,,,,169.20176,26.43
169.40176,31.35,169.40176,40.19,,,,,169.40176,26.56
169.60176,31.31,169.60176,40.49,,,,,169.60176,26.74
169.80176,31.09,169.80176,40.49,,,,,169.80176,26.96
170.00176,31.09,170.00176,40.49,,,,,170.00176,26.91
170.20176,31.7,170.20176,40.01,,,,,170.20176,26.47
170.40176,31.44,170.40176,40.05,,,,,170.40176,26.78
170.60176,31.35,170.60176,40.63,,,,,170.60176,26.74
170.80176,31.22,170.80176,40.76,,,,,170.80176,26.65
171.00176,31.53,171.00176,40.58,,,,,171.00176,26.65
171.20176,31.4,171.20176,40.84,,,,,171.20176,26.39
171.40176,32.76,171.40176,40.32,,,,,171.40176,26.65
171.60176,31.26,171.60176,40.58,,,,,171.60176,26.34
171.80176,31.26,171.80176,40.76,,,,,171.80176,26.52
172.00176,31.53,172.00176,40.54,,,,,172.00176,26.47
