experiment_1_time_s,experiment_1_temperature_C,experiment_2_time_s,experiment_2_temperature_C,experiment_3_time_s,experiment_3_temperature_C,experiment_5_time_s,experiment_5_temperature_C,experiment_4_time_s,experiment_4_temperature_C
0.00176,24.01,0.00176,23.18,0.03688,24.98,0.00176,23.93,0.00176,23.62
0.20176,24.01,0.20176,23.13,0.23688,25.11,0.20176,23.31,0.20176,23.62
0.40176,24.01,0.40176,23.44,0.43688,25.2,0.40176,22.83,0.40176,23.57
0.60176,23.93,0.60176,23.44,0.63688,25.11,0.60176,22.7,0.60176,23.57
0.80176,24.01,0.80176,23.44,0.83688,25.02,0.80176,22.7,0.80176,23.57
1.00176,23.88,1.00176,23,1.03688,25.29,1.00176,22.7,1.00176,23.4
1.20176,23.88,1.20176,23.44,1.23688,25.29,1.20176,22.52,1.20176,23.53
1.40176,23.88,1.40176,22.78,1.43688,25.02,1.40176,22.52,1.40176,23.4
1.60176,23.97,1.60176,22.78,1.63688,25.16,1.60176,22.3,1.60176,23.31
1.80176,23.97,1.80176,22.78,1.83688,25.16,1.80176,22.12,1.80176,23.05
2.00176,23.97,2.00176,22.78,2.03688,25.02,2.00176,22.08,2.00176,23.05
2.20176,24.15,2.20176,22.78,2.23688,25.02,2.20176,22.08,2.20176,22.96
2.40176,24.15,2.40176,22.83,2.43688,25.02,2.40176,21.42,2.40176,22.96
2.60176,24.06,2.60176,22.83,2.63688,25.02,2.60176,21.38,2.60176,23.05
2.80176,23.88,2.80176,23.09,2.83688,25.02,2.80176,20.98,2.80176,23.13
3.00176,24.06,3.00176,23.09,3.03688,25.02,3.00176,20.89,3.00176,23.13
3.20176,24.06,3.20176,22.78,3.23688,25.33,3.20176,20.54,3.20176,23.13
3.40176,24.06,3.40176,22.78,3.43688,25.33,3.40176,20.54,3.40176,23.05
3.60176,24.06,3.60176,22.78,3.63688,25.33,3.60176,20.98,3.60176,23.13
3.80176,24.98,3.80176,22.74,3.83688,25.02,3.80176,21.51,3.80176,23
4.00176,24.98,4.00176,22.74,4.03688,25.64,4.00176,21.86,4.00176,23
4.20176,24.06,4.20176,22.78,4.23688,25.02,4.20176,21.86,4.20176,23.05
4.40176,23.97,4.40176,22.78,4.43688,24.85,4.40176,21.86,4.40176,23.22
4.60176,24.06,4.60176,24.06,4.63688,24.85,4.60176,21.86,4.60176,23.27
4.80176,23.97,4.80176,24.19,4.83688,24.85,4.80176,21.73,4.80176,23.27
5.00176,23.97,5.00176,24.19,5.03688,24.85,5.00176,21.68,5.00176,23.27
5.20176,23.88,5.20176,24.19,5.23688,24.76,5.20176,21.73,5.20176,24.32
5.40176,23.88,5.40176,24.19,5.43688,24.76,5.40176,21.64,5.40176,24.28
5.60176,23.62,5.60176,24.19,5.63688,24.72,5.60176,21.64,5.60176,24.28
5.80176,22.87,5.80176,24.45,5.83688,24.76,5.80176,21.33,5.80176,24.28
6.00176,22.74,6.00176,24.45,6.03688,24.63,6.00176,21.42,6.00176,23.09
6.20176,22.74,6.20176,24.01,6.23688,24.72,6.20176,21.42,6.20176,22.92
6.40176,22.74,6.40176,24.01,6.43688,24.63,6.40176,21.25,6.40176,22.92
6.60176,22.74,6.60176,23.93,6.63688,24.72,6.60176,21.25,6.60176,23
6.80176,22.74,6.80176,23.88,6.83688,24.72,6.80176,21.29,6.80176,23.09
7.00176,22.74,7.00176,23.88,7.03688,24.76,7.00176,21.25,7.00176,23.13
7.20176,22.7,7.20176,23.93,7.23688,24.76,7.20176,21.25,7.20176,23.93
7.40176,22.7,7.40176,23.88,7.43688,24.76,7.40176,21.25,7.40176,24.28
7.60176,22.74,7.60176,23.88,7.63688,24.67,7.60176,21.25,7.60176,24.28
7.80176,22.83,7.80176,23.75,7.83688,24.67,7.80176,21.16,7.80176,24.28
8.00176,22.83,8.00176,23.75,8.03688,24.67,8.00176,21.11,8.00176,23.35
8.20176,23.27,8.20176,23.75,8.23688,24.67,8.20176,21.25,8.20176,23.13
8.40176,23.27,8.40176,23.75,8.43688,24.67,8.40176,21.07,8.40176,23.13
8.60176,23.27,8.60176,23.75,8.63688,24.67,8.60176,21.07,8.60176,23.13
8.80176,23,8.80176,23.79,8.83688,24.67,8.80176,21.07,8.80176,23.05
9.00176,23,9.00176,23.97,9.03688,24.58,9.00176,21.07,9.00176,22.87
9.20176,23,9.20176,23.97,9.23688,24.54,9.20176,20.5,9.20176,23.05
9.40176,23.13,9.40176,23.79,9.43688,24.5,9.40176,20.5,9.40176,23.05
9.60176,23.18,9.60176,23.75,9.63688,24.5,9.60176,20.85,9.60176,23.13
9.80176,23.97,9.80176,23.49,9.83688,24.5,9.80176,21.16,9.80176,23.66
10.00176,23.22,10.00176,23.44,10.03688,24.5,10.00176,21.16,10.00176,22.61
10.20176,23.66,10.20176,28.76,10.23688,25.6,10.20176,28.8,10.20176,25.82
10.40176,25.82,10.40176,63.83,10.43688,28.36,10.40176,30.21,10.40176,24.32
10.60176,27.49,10.60176,99.2,10.63688,31.31,10.60176,31.04,10.60176,26.83
10.80176,30.87,10.80176,96.74,10.83688,31.4,10.80176,31.53,10.80176,28.8
11.00176,37.55,11.00176,93.84,11.03688,31.53,11.00176,32.54,11.00176,28.45
11.20176,45.46,11.20176,89.54,11.23688,31.48,11.20176,32.67,11.20176,29.73
11.40176,52.01,11.40176,88,11.43688,31.48,11.40176,32.67,11.40176,29.42
11.60176,58.73,11.60176,87.91,11.63688,31.48,11.60176,33.73,11.60176,30.61
11.80176,62.38,11.80176,86.37,11.83688,31.48,11.80176,33.9,11.80176,30.43
12.00176,63.43,12.00176,85.36,12.03688,31.35,12.00176,33.99,12.00176,31.04
12.20176,63.17,12.20176,84.44,12.23688,31,12.20176,33.99,12.20176,33.99
12.40176,62.11,12.40176,83.43,12.43688,31,12.40176,33.99,12.40176,33.86
12.60176,61.02,12.60176,83.6,12.63688,31,12.60176,34.08,12.60176,34.17
12.80176,59.13,12.80176,81.85,12.83688,30.78,12.80176,33.99,12.80176,34.52
13.00176,57.85,13.00176,81.01,13.03688,30.47,13.00176,34.08,13.00176,34.56
13.20176,57.32,13.20176,80.26,13.23688,30.39,13.20176,33.95,13.20176,35.18
13.40176,56.71,13.40176,79.38,13.43688,30.08,13.40176,33.95,13.40176,36.36
13.60176,55.48,13.60176,78.55,13.63688,29.99,13.60176,33.77,13.60176,36.36
13.80176,55,13.80176,78.46,13.83688,29.95,13.80176,33.77,13.80176,36.49
14.00176,54.91,14.00176,77.93,14.03688,29.95,14.00176,33.77,14.00176,37.11
14.20176,54.69,14.20176,77.23,14.23688,29.99,14.20176,33.77,14.20176,37.11
14.40176,54.6,14.40176,77.14,14.43688,30.17,14.40176,33.77,14.40176,37.68
14.60176,53.98,14.60176,76.4,14.63688,30.3,14.60176,33.29,14.60176,37.72
14.80176,53.59,14.80176,75.74,14.83688,30.39,14.80176,33.24,14.80176,38.74
15.00176,52.14,15.00176,75.39,15.03688,30.39,15.00176,33.24,15.00176,38.38
15.20176,52.05,15.20176,75.69,15.23688,30.34,15.20176,33.11,15.20176,38.65
15.40176,51.79,15.40176,75.78,15.43688,30.34,15.40176,32.93,15.40176,39.17
15.60176,51.52,15.60176,75.03,15.63688,30.34,15.60176,32.8,15.60176,39.22
15.80176,51.26,15.80176,75.08,15.83688,30.21,15.80176,32.67,15.80176,39.31
16.00176,51.13,16.00176,75.25,16.03688,30.21,16.00176,32.63,16.00176,40.14
16.20176,50.56,16.20176,74.42,16.23688,30.17,16.20176,32.63,16.20176,40.54
16.40176,50.6,16.40176,74.16,16.43688,30.17,16.40176,32.41,16.40176,40.41
16.60176,50.6,16.60176,74.02,16.63688,30.17,16.60176,32.41,16.60176,40.67
16.80176,50.38,16.80176,74.11,16.83688,30.21,16.80176,32.41,16.80176,40.49
17.00176,50.21,17.00176,73.72,17.03688,30.3,17.00176,32.36,17.00176,40.67
17.20176,49.94,17.20176,73.58,17.23688,30.3,17.20176,32.41,17.20176,40.89
17.40176,50.16,17.40176,73.94,17.43688,30.08,17.40176,32.06,17.40176,41.64
17.60176,49.94,17.60176,73.45,17.63688,30.3,17.60176,32.41,17.60176,41.72
17.80176,50.07,17.80176,73.32,17.83688,30.3,17.80176,32.41,17.80176,41.37
18.00176,49.85,18.00176,73.67,18.03688,30.08,18.00176,32.67,18.00176,40.71
18.20176,49.81,18.20176,73.1,18.23688,29.9,18.20176,32.5,18.20176,41.11
18.40176,49.77,18.40176,73.1,18.43688,29.95,18.40176,32.5,18.40176,41.59
18.60176,49.77,18.60176,72.79,18.63688,29.73,18.60176,32.58,18.60176,41.55
18.80176,49.19,18.80176,73.06,18.83688,29.73,18.80176,32.58,18.80176,41.37
19.00176,49.24,19.00176,72.66,19.03688,29.73,19.00176,32.5,19.00176,41.06
19.20176,49.33,19.20176,73.06,19.23688,29.77,19.20176,32.36,19.20176,41.02
19.40176,49.02,19.40176,73.06,19.43688,29.73,19.40176,32.19,19.40176,40.98
19.60176,48.71,19.60176,72.84,19.63688,29.73,19.60176,32.19,19.60176,41.15
19.80176,48.67,19.80176,73.1,19.83688,29.73,19.80176,32.1,19.80176,41.02
20.00176,48.62,20.00176,73.28,20.03688,29.73,20.00176,32.06,20.00176,41.59
20.20176,48.75,20.20176,72.88,20.23688,29.73,20.20176,31.97,20.20176,41.06
20.40176,48.75,20.40176,72.92,20.43688,29.68,20.40176,31.97,20.40176,40.58
20.60176,49.02,20.60176,72.35,20.63688,29.86,20.60176,31.92,20.60176,41.33
20.80176,48.71,20.80176,72.71,20.83688,29.68,20.80176,31.88,20.80176,40.89
21.00176,48.32,21.00176,72.44,21.03688,29.68,21.00176,31.88,21.00176,40.89
21.20176,48.58,21.20176,72.18,21.23688,29.68,21.20176,31.88,21.20176,40.93
21.40176,48.54,21.40176,71.91,21.43688,29.95,21.40176,31.88,21.40176,41.24
21.60176,48.32,21.60176,72.05,21.63688,29.77,21.60176,31.62,21.60176,41.11
21.80176,48.32,21.80176,71.65,21.83688,29.9,21.80176,32.06,21.80176,40.76
22.00176,48.58,22.00176,71.87,22.03688,29.9,22.00176,31.7,22.00176,40.63
22.20176,48.4,22.20176,71.69,22.23688,29.9,22.20176,31.62,22.20176,40.58
22.40176,48.05,22.40176,71.39,22.43688,29.9,22.40176,31.44,22.40176,40.41
22.60176,47.92,22.60176,71.17,22.63688,29.9,22.60176,31.31,22.60176,40.41
22.80176,48.14,22.80176,70.95,22.83688,30.12,22.80176,31.31,22.80176,40.67
23.00176,49.28,23.00176,70.99,23.03688,30.12,23.00176,31.22,23.00176,40.93
23.20176,48.45,23.20176,71.21,23.23688,29.77,23.20176,31.09,23.20176,40.54
23.40176,48.27,23.40176,71.21,23.43688,29.73,23.40176,31.04,23.40176,40.32
23.60176,48.23,23.60176,70.95,23.63688,29.77,23.60176,30.96,23.60176,40.54
23.80176,48.1,23.80176,70.86,23.83688,29.73,23.80176,30.96,23.80176,40.27
24.00176,48.05,24.00176,70.42,24.03688,29.73,24.00176,30.87,24.00176,40.63
24.20176,47.92,24.20176,70.82,24.23688,29.68,24.20176,30.83,24.20176,40.19
24.40176,47.92,24.40176,70.6,24.43688,29.68,24.40176,30.78,24.40176,40.36
24.60176,47.83,24.60176,70.42,24.63688,29.68,24.60176,30.83,24.60176,39.92
24.80176,47.66,24.80176,70.33,24.83688,29.68,24.80176,30.83,24.80176,39.66
25.00176,47.57,25.00176,70.07,25.03688,29.68,25.00176,30.87,25.00176,39.92
25.20176,47.66,25.20176,70.42,25.23688,29.68,25.20176,32.1,25.20176,39.92
25.40176,47.74,25.40176,70.07,25.43688,29.68,25.40176,32.1,25.40176,40.05
25.60176,47.83,25.60176,69.76,25.63688,29.68,25.60176,32.1,25.60176,39.83
25.80176,47.48,25.80176,69.89,25.83688,29.77,25.80176,31.97,25.80176,39.66
26.00176,47.22,26.00176,69.85,26.03688,29.42,26.00176,31.92,26.00176,39.53
26.20176,47.66,26.20176,69.98,26.23688,29.38,26.20176,31.88,26.20176,39.48
26.40176,47.48,26.40176,69.5,26.43688,29.42,26.40176,31.88,26.40176,39.35
26.60176,47.26,26.60176,69.76,26.63688,29.42,26.60176,31.88,26.60176,39.48
26.80176,47.44,26.80176,69.67,26.83688,29.24,26.80176,31.88,26.80176,39.44
27.00176,47.39,27.00176,69.32,27.03688,29.24,27.00176,31.75,27.00176,39.53
27.20176,47.26,27.20176,69.28,27.23688,29.42,27.20176,31.75,27.20176,39.09
27.40176,47.26,27.40176,68.93,27.43688,29.24,27.40176,31.62,27.40176,39.22
27.60176,47.08,27.60176,68.97,27.63688,29.24,27.60176,31.57,27.60176,39.13
27.80176,47.17,27.80176,68.79,27.83688,29.46,27.80176,31.48,27.80176,39.39
28.00176,46.78,28.00176,68.71,28.03688,29.46,28.00176,31.35,28.00176,39.26
28.20176,46.78,28.20176,68.57,28.23688,29.24,28.20176,31.48,28.20176,39.39
28.40176,46.78,28.40176,68.66,28.43688,29.46,28.40176,31.35,28.40176,38.91
28.60176,46.78,28.60176,68.84,28.63688,29.46,28.60176,31.4,28.60176,39.04
28.80176,47.04,28.80176,68.49,28.83688,29.42,28.80176,31.4,28.80176,39.26
29.00176,46.65,29.00176,68.35,29.03688,29.59,29.00176,31.4,29.00176,39.09
29.20176,46.6,29.20176,68.44,29.23688,29.59,29.20176,31.22,29.20176,39.13
29.40176,46.69,29.40176,68.44,29.43688,29.59,29.40176,31.4,29.40176,38.87
29.60176,46.43,29.60176,68.35,29.63688,29.51,29.60176,31.35,29.60176,38.65
29.80176,46.6,29.80176,68.66,29.83688,29.59,29.80176,31.09,29.80176,38.96
30.00176,46.51,30.00176,68.27,30.03688,29.55,30.00176,30.96,30.00176,38.52
30.20176,46.12,30.20176,67.96,30.23688,29.55,30.20176,30.87,30.20176,38.91
30.40176,46.21,30.40176,67.83,30.43688,29.64,30.40176,30.87,30.40176,39.26
30.60176,46.25,30.60176,67.78,30.63688,29.64,30.60176,30.74,30.60176,38.91
30.80176,45.99,30.80176,68.13,30.83688,29.64,30.80176,30.69,30.80176,39.35
31.00176,46.87,31.00176,67.65,31.03688,29.64,31.00176,30.69,31.00176,39.39
31.20176,45.99,31.20176,67.52,31.23688,29.64,31.20176,30.83,31.20176,39.75
31.40176,46.29,31.40176,67.34,31.43688,29.38,31.40176,30.65,31.40176,39.48
31.60176,45.94,31.60176,67.12,31.63688,29.51,31.60176,30.65,31.60176,39.17
31.80176,46.16,31.80176,67.39,31.83688,29.38,31.80176,30.56,31.80176,39.22
32.00176,45.85,32.00176,67.65,32.03688,29.38,32.00176,30.56,32.00176,39.13
32.20176,45.72,32.20176,67.26,32.23688,29.33,32.20176,30.56,32.20176,39.04
32.40176,45.9,32.40176,66.95,32.43688,29.46,32.40176,31.66,32.40176,39.22
32.60176,46.03,32.60176,66.95,32.63688,29.33,32.60176,31.66,32.60176,39.31
32.80176,45.94,32.80176,67.04,32.83688,29.46,32.80176,31.66,32.80176,38.87
33.00176,45.68,33.00176,66.77,33.03688,29.46,33.00176,31.53,33.00176,38.87
33.20176,45.94,33.20176,67.52,33.23688,29.46,33.20176,31.53,33.20176,38.74
33.40176,45.81,33.40176,67.21,33.43688,29.46,33.40176,31.53,33.40176,38.82
33.60176,45.46,33.60176,67.21,33.63688,29.46,33.60176,31.53,33.60176,38.69
33.80176,45.55,33.80176,67.21,33.83688,29.24,33.80176,31.53,33.80176,38.52
34.00176,45.99,34.00176,66.9,34.03688,29.24,34.00176,31.57,34.00176,38.6
34.20176,45.81,34.20176,66.99,34.23688,29.24,34.20176,31.53,34.20176,38.43
34.40176,45.42,34.40176,66.73,34.43688,29.24,34.40176,31.31,34.40176,38.43
34.60176,45.46,34.60176,66.6,34.63688,29.24,34.60176,31.22,34.60176,38.3
34.80176,45.55,34.80176,66.42,34.83688,29.07,34.80176,31.13,34.80176,38.69
35.00176,45.77,35.00176,66.55,35.03688,29.07,35.00176,31.09,35.00176,38.38
35.20176,46.34,35.20176,66.55,35.23688,29.07,35.20176,31.04,35.20176,38.25
35.40176,46.25,35.40176,66.33,35.43688,29.07,35.40176,31,35.40176,38.16
35.60176,45.72,35.60176,66.6,35.63688,29.16,35.60176,31,35.60176,38.56
35.80176,46.51,35.80176,65.94,35.83688,29.29,35.80176,31.09,35.80176,38.21
36.00176,46.43,36.00176,66.07,36.03688,29.68,36.00176,31,36.00176,38.08
36.20176,46.25,36.20176,66.38,36.23688,29.68,36.20176,31,36.20176,37.99
36.40176,45.9,36.40176,66.07,36.43688,29.68,36.40176,30.96,36.40176,38.21
36.60176,45.99,36.60176,66.03,36.63688,29.68,36.60176,30.96,36.60176,38.08
36.80176,46.21,36.80176,65.94,36.83688,29.68,36.80176,30.96,36.80176,38.21
37.00176,45.68,37.00176,65.72,37.03688,29.68,37.00176,30.96,37.00176,37.72
37.20176,45.94,37.20176,65.81,37.23688,29.73,37.20176,30.96,37.20176,37.81
37.40176,45.59,37.40176,65.37,37.43688,29.77,37.40176,30.78,37.40176,37.86
37.60176,45.55,37.60176,65.19,37.63688,29.77,37.60176,30.69,37.60176,37.99
37.80176,45.63,37.80176,65.54,37.83688,29.77,37.80176,30.69,37.80176,37.77
38.00176,45.9,38.00176,65.81,38.03688,29.68,38.00176,30.65,38.00176,38.03
38.20176,45.33,38.20176,65.19,38.23688,29.68,38.20176,30.61,38.20176,38.21
38.40176,45.55,38.40176,65.19,38.43688,29.64,38.40176,30.52,38.40176,38.25
38.60176,45.9,38.60176,64.88,38.63688,29.46,38.60176,30.39,38.60176,37.99
38.80176,45.42,38.80176,65.28,38.83688,29.46,38.80176,30.39,38.80176,38.16
39.00176,45.46,39.00176,64.97,39.03688,29.46,39.00176,30.39,39.00176,38.43
39.20176,45.15,39.20176,64.71,39.23688,29.29,39.20176,30.39,39.20176,37.86
39.40176,45.24,39.40176,64.49,39.43688,29.29,39.40176,30.43,39.40176,37.86
39.60176,45.5,39.60176,64.71,39.63688,29.29,39.60176,30.52,39.60176,38.34
39.80176,45.15,39.80176,64.75,39.83688,29.29,39.80176,30.52,39.80176,37.72
40.00176,45.15,40.00176,64.4,40.03688,29.29,40.00176,30.61,40.00176,37.81
40.20176,45.11,40.20176,64.71,40.23688,29.29,40.20176,30.87,40.20176,37.68
40.40176,45.24,40.40176,64.36,40.43688,29.29,40.40176,30.87,40.40176,37.86
40.60176,45.81,40.60176,64.27,40.63688,29.29,40.60176,30.87,40.60176,37.59
40.80176,44.84,40.80176,64.31,40.83688,29.29,40.80176,30.61,40.80176,37.42
41.00176,45.06,41.00176,64.18,41.03688,29.29,41.00176,30.52,41.00176,37.59
41.20176,44.98,41.20176,64.18,41.23688,29.33,41.20176,30.52,41.20176,37.64
41.40176,45.46,41.40176,64.18,41.43688,29.33,41.40176,30.52,41.40176,37.37
41.60176,44.98,41.60176,64.09,41.63688,29.46,41.60176,30.61,41.60176,37.5
