P-3_normalized_wavelength_nm,P-3_normalized_abs_au,D-3_310nm_normalized_wavelength_nm,D-3_310nm_normalized_abs_au,P-3_plus_2M_HCl_normalized_wavelength_nm,P-3_plus_2M_HCl_normalized_abs_au,P-3_sat_NaHCO3_normalized_wavelength_nm,P-3_sat_NaHCO3_normalized_abs_au,D-3_310nm_repeat_normalized_wavelength_nm,D-3_310nm_repeat_normalized_abs_au,P-3_plus_2M_HCl_repeat_normalized_wavelength_nm,P-3_plus_2M_HCl_repeat_normalized_abs_au,P-3_raw_wavelength_nm,P-3_raw_abs_au,D-3_310nm_raw_wavelength_nm,D-3_310nm_raw_abs_au,P-3_plus_2M_HCl_raw_wavelength_nm,P-3_plus_2M_HCl_raw_abs_au,P-3_sat_NaHCO3_raw_wavelength_nm,P-3_sat_NaHCO3_raw_abs_au,D-3_310nm_repeat_raw_wavelength_nm,D-3_310nm_repeat_raw_abs_au,P-3_plus_2M_HCl_repeat_raw_wavelength_nm,P-3_plus_2M_HCl_repeat_raw_abs_au
667.98779,-7.68E-04,667.98779,-8.29E-04,667.98779,0.00332,667.98779,0.01157,667.98779,0.0049,667.98779,-0.00596,667.98779,-1.29E-04,667.98779,-1.40E-04,667.98779,5.58E-04,667.98779,0.00195,667.98779,8.25E-04,667.98779,-0.001
667.51526,-0.00857,667.51526,-0.00627,667.51526,0.00319,667.51526,0.00625,667.51526,0.00149,667.51526,6.38E-04,667.51526,-0.00144,667.51526,-0.00106,667.51526,5.38E-04,667.51526,0.00105,667.51526,2.52E-04,667.51526,1.07E-04
667.00623,9.63E-04,667.00623,0.00466,667.00623,0.00576,667.00623,0.0061,667.00623,0.00638,667.00623,0.00469,667.00623,1.62E-04,667.00623,7.85E-04,667.00623,9.71E-04,667.00623,0.00103,667.00623,0.00107,667.00623,7.91E-04
666.49707,-0.00149,666.49707,0.00313,666.49707,-0.0024,666.49707,0.00343,666.49707,0.00576,666.49707,-0.00147,666.49707,-2.52E-04,666.49707,5.27E-04,666.49707,-4.04E-04,666.49707,5.77E-04,666.49707,9.69E-04,666.49707,-2.48E-04
665.98798,-9.20E-04,665.98798,0.00262,665.98798,0.00664,665.98798,0.00577,665.98798,0.00631,665.98798,0.00249,665.98798,-1.55E-04,665.98798,4.41E-04,665.98798,0.00112,665.98798,9.73E-04,665.98798,0.00106,665.98798,4.19E-04
665.51508,0.00503,665.51508,0.00217,665.51508,0.00681,665.51508,0.00919,665.51508,0.00829,665.51508,0.00746,665.51508,8.48E-04,665.51508,3.65E-04,665.51508,0.00115,665.51508,0.00155,665.51508,0.0014,665.51508,0.00126
665.00574,-0.00511,665.00574,-9.47E-04,665.00574,-0.00447,665.00574,0.00339,665.00574,0.00514,665.00574,0.00295,665.00574,-8.61E-04,665.00574,-1.59E-04,665.00574,-7.54E-04,665.00574,5.71E-04,665.00574,8.66E-04,665.00574,4.96E-04
664.49634,0.01408,664.49634,0.01285,664.49634,0.01489,664.49634,0.0303,664.49634,0.01993,664.49634,0.00793,664.49634,0.00237,664.49634,0.00216,664.49634,0.00251,664.49634,0.0051,664.49634,0.00336,664.49634,0.00134
663.98688,0.0057,663.98688,0.00396,663.98688,0.01153,663.98688,0.02058,663.98688,0.01057,663.98688,0.00194,663.98688,9.60E-04,663.98688,6.66E-04,663.98688,0.00194,663.98688,0.00347,663.98688,0.00178,663.98688,3.27E-04
663.51367,0.00135,663.51367,5.26E-04,663.51367,-0.00484,663.51367,0.01005,663.51367,0.0152,663.51367,0.00955,663.51367,2.27E-04,663.51367,8.86E-05,663.51367,-8.15E-04,663.51367,0.00169,663.51367,0.00256,663.51367,0.00161
663.00409,-0.00321,663.00409,-0.00675,663.00409,-2.35E-04,663.00409,-9.64E-04,663.00409,0.01151,663.00409,-0.00331,663.00409,-5.40E-04,663.00409,-0.00114,663.00409,-3.97E-05,663.00409,-1.62E-04,663.00409,0.00194,663.00409,-5.58E-04
662.49432,0.00149,662.49432,-0.0054,662.49432,0.00418,662.49432,0.01044,662.49432,0.0074,662.49432,0.00608,662.49432,2.51E-04,662.49432,-9.09E-04,662.49432,7.04E-04,662.49432,0.00176,662.49432,0.00125,662.49432,0.00102
661.9845,0.00365,661.9845,-1.67E-04,661.9845,0.00257,661.9845,0.0109,661.9845,0.00816,661.9845,0.01032,661.9845,6.14E-04,661.9845,-2.82E-05,661.9845,4.33E-04,661.9845,0.00184,661.9845,0.00137,661.9845,0.00174
661.51111,0.00372,661.51111,-4.64E-04,661.51111,0.00519,661.51111,0.01512,661.51111,0.00896,661.51111,0.01415,661.51111,6.26E-04,661.51111,-7.82E-05,661.51111,8.74E-04,661.51111,0.00255,661.51111,0.00151,661.51111,0.00238
661.00116,-0.00568,661.00116,-0.00403,661.00116,-0.00301,661.00116,0.00785,661.00116,0.00293,661.00116,0.00264,661.00116,-9.57E-04,661.00116,-6.78E-04,661.00116,-5.07E-04,661.00116,0.00132,661.00116,4.93E-04,661.00116,4.44E-04
660.49115,-0.00112,660.49115,-0.00478,660.49115,0.00405,660.49115,0.00819,660.49115,0.00533,660.49115,0.00145,660.49115,-1.89E-04,660.49115,-8.05E-04,660.49115,6.83E-04,660.49115,0.00138,660.49115,8.98E-04,660.49115,2.43E-04
660.01739,-0.00154,660.01739,-0.0012,660.01739,-0.00191,660.01739,0.00991,660.01739,0.01122,660.01739,-4.33E-04,660.01739,-2.60E-04,660.01739,-2.02E-04,660.01739,-3.22E-04,660.01739,0.00167,660.01739,0.00189,660.01739,-7.29E-05
659.50726,8.29E-04,659.50726,0.00399,659.50726,-6.83E-04,659.50726,0.01062,659.50726,0.00463,659.50726,9.86E-04,659.50726,1.40E-04,659.50726,6.72E-04,659.50726,-1.15E-04,659.50726,0.00179,659.50726,7.80E-04,659.50726,1.66E-04
658.99701,0.00343,658.99701,0.00496,658.99701,0.00307,658.99701,0.01225,658.99701,0.01236,658.99701,0.00626,658.99701,5.78E-04,658.99701,8.35E-04,658.99701,5.18E-04,658.99701,0.00206,658.99701,0.00208,658.99701,0.00105
658.48669,-0.00621,658.48669,0.00187,658.48669,0.00159,658.48669,0.00642,658.48669,0.00692,658.48669,3.41E-05,658.48669,-0.00105,658.48669,3.15E-04,658.48669,2.68E-04,658.48669,0.00108,658.48669,0.00117,658.48669,5.75E-06
658.01282,0.00507,658.01282,-0.00229,658.01282,0.00988,658.01282,0.01032,658.01282,0.01064,658.01282,0.00457,658.01282,8.54E-04,658.01282,-3.86E-04,658.01282,0.00166,658.01282,0.00174,658.01282,0.00179,658.01282,7.69E-04
657.50226,-0.00115,657.50226,-0.00194,657.50226,-4.48E-04,657.50226,0.00515,657.50226,0.01283,657.50226,4.13E-04,657.50226,-1.93E-04,657.50226,-3.26E-04,657.50226,-7.55E-05,657.50226,8.67E-04,657.50226,0.00216,657.50226,6.95E-05
656.99176,1.57E-04,656.99176,-0.00649,656.99176,-0.00498,656.99176,0.00572,656.99176,0.00646,656.99176,-0.00177,656.99176,2.64E-05,656.99176,-0.00109,656.99176,-8.39E-04,656.99176,9.63E-04,656.99176,0.00109,656.99176,-2.99E-04
656.51758,-1.40E-04,656.51758,-0.00327,656.51758,0.00153,656.51758,0.00478,656.51758,0.00555,656.51758,-0.0015,656.51758,-2.35E-05,656.51758,-5.51E-04,656.51758,2.58E-04,656.51758,8.05E-04,656.51758,9.34E-04,656.51758,-2.52E-04
656.00684,0.00889,656.00684,0.00299,656.00684,0.00923,656.00684,0.0154,656.00684,0.01302,656.00684,0.01167,656.00684,0.0015,656.00684,5.04E-04,656.00684,0.00156,656.00684,0.00259,656.00684,0.00219,656.00684,0.00197
655.49609,4.14E-04,655.49609,-0.00577,655.49609,0.00387,655.49609,0.00748,655.49609,0.00517,655.49609,0.00245,655.49609,6.97E-05,655.49609,-9.72E-04,655.49609,6.52E-04,655.49609,0.00126,655.49609,8.72E-04,655.49609,4.13E-04
654.98523,-0.00112,654.98523,-0.00543,654.98523,-0.00189,654.98523,0.00572,654.98523,0.00455,654.98523,-1.53E-04,654.98523,-1.88E-04,654.98523,-9.14E-04,654.98523,-3.18E-04,654.98523,9.63E-04,654.98523,7.66E-04,654.98523,-2.57E-05
654.5108,-0.00412,654.5108,-0.0109,654.5108,-7.00E-04,654.5108,-0.00461,654.5108,-0.00177,654.5108,-0.00457,654.5108,-6.94E-04,654.5108,-0.00184,654.5108,-1.18E-04,654.5108,-7.77E-04,654.5108,-2.98E-04,654.5108,-7.69E-04
653.99976,1.04E-04,653.99976,0.00883,653.99976,-0.0022,653.99976,0.01081,653.99976,0.00789,653.99976,0.00509,653.99976,1.75E-05,653.99976,0.00149,653.99976,-3.71E-04,653.99976,0.00182,653.99976,0.00133,653.99976,8.57E-04
653.48871,-0.00396,653.48871,3.89E-04,653.48871,-0.00679,653.48871,0.0101,653.48871,0.00951,653.48871,0.00304,653.48871,-6.67E-04,653.48871,6.55E-05,653.48871,-0.00114,653.48871,0.0017,653.48871,0.0016,653.48871,5.12E-04
653.01404,0.00427,653.01404,0.00552,653.01404,0.00264,653.01404,0.00195,653.01404,0.01162,653.01404,0.00462,653.01404,7.20E-04,653.01404,9.30E-04,653.01404,4.45E-04,653.01404,3.29E-04,653.01404,0.00196,653.01404,7.78E-04
652.50281,0.00337,652.50281,0.00221,652.50281,-0.00323,652.50281,0.01202,652.50281,0.0067,652.50281,0.00535,652.50281,5.67E-04,652.50281,3.72E-04,652.50281,-5.44E-04,652.50281,0.00203,652.50281,0.00113,652.50281,9.01E-04
651.99152,-4.62E-04,651.99152,0.00362,651.99152,-0.00472,651.99152,0.00999,651.99152,0.00432,651.99152,0.00515,651.99152,-7.78E-05,651.99152,6.10E-04,651.99152,-7.95E-04,651.99152,0.00168,651.99152,7.27E-04,651.99152,8.67E-04
651.51672,3.94E-04,651.51672,0.00467,651.51672,1.90E-04,651.51672,0.01205,651.51672,0.00865,651.51672,0.00612,651.51672,6.64E-05,651.51672,7.86E-04,651.51672,3.20E-05,651.51672,0.00203,651.51672,0.00146,651.51672,0.00103
651.00519,0.00353,651.00519,-7.33E-04,651.00519,6.65E-04,651.00519,0.01001,651.00519,0.00798,651.00519,-0.00433,651.00519,5.95E-04,651.00519,-1.24E-04,651.00519,1.12E-04,651.00519,0.00169,651.00519,0.00134,651.00519,-7.29E-04
650.49365,-3.67E-04,650.49365,-0.00622,650.49365,0.00312,650.49365,0.00895,650.49365,0.00235,650.49365,0.00256,650.49365,-6.18E-05,650.49365,-0.00105,650.49365,5.25E-04,650.49365,0.00151,650.49365,3.95E-04,650.49365,4.32E-04
649.98206,0.00756,649.98206,0.0048,649.98206,0.01356,649.98206,0.01123,649.98206,0.01628,649.98206,0.00277,649.98206,0.00127,649.98206,8.09E-04,649.98206,0.00228,649.98206,0.00189,649.98206,0.00274,649.98206,4.66E-04
649.50696,0.00111,649.50696,0.00303,649.50696,9.59E-04,649.50696,0.01044,649.50696,0.0068,649.50696,0.00113,649.50696,1.86E-04,649.50696,5.10E-04,649.50696,1.62E-04,649.50696,0.00176,649.50696,0.00115,649.50696,1.91E-04
648.99518,-5.97E-04,648.99518,0.00415,648.99518,0.00275,648.99518,0.01407,648.99518,0.01753,648.99518,0.00412,648.99518,-1.00E-04,648.99518,6.99E-04,648.99518,4.63E-04,648.99518,0.00237,648.99518,0.00295,648.99518,6.94E-04
648.48334,0.00288,648.48334,-0.00318,648.48334,0.00413,648.48334,0.01166,648.48334,0.00689,648.48334,0.00668,648.48334,4.85E-04,648.48334,-5.35E-04,648.48334,6.96E-04,648.48334,0.00196,648.48334,0.00116,648.48334,0.00113
648.008,-0.00122,648.008,0.00323,648.008,0.0071,648.008,0.01299,648.008,0.01523,648.008,-5.52E-04,648.008,-2.06E-04,648.008,5.44E-04,648.008,0.0012,648.008,0.00219,648.008,0.00256,648.008,-9.30E-05
647.49597,-0.00419,647.49597,-0.00129,647.49597,-0.00668,647.49597,0.00683,647.49597,0.01198,647.49597,7.93E-04,647.49597,-7.06E-04,647.49597,-2.17E-04,647.49597,-0.00113,647.49597,0.00115,647.49597,0.00202,647.49597,1.34E-04
646.98389,-0.00111,646.98389,-0.00319,646.98389,-0.00198,646.98389,0.01231,646.98389,-0.00279,646.98389,-0.00379,646.98389,-1.86E-04,646.98389,-5.37E-04,646.98389,-3.33E-04,646.98389,0.00207,646.98389,-4.70E-04,646.98389,-6.38E-04
646.50842,0.00268,646.50842,4.58E-04,646.50842,-1.79E-04,646.50842,0.0051,646.50842,0.0077,646.50842,0.00109,646.50842,4.52E-04,646.50842,7.72E-05,646.50842,-3.01E-05,646.50842,8.59E-04,646.50842,0.0013,646.50842,1.83E-04
645.99615,-0.00205,645.99615,-2.13E-04,645.99615,-0.00373,645.99615,0.00925,645.99615,0.00753,645.99615,7.09E-04,645.99615,-3.45E-04,645.99615,-3.58E-05,645.99615,-6.28E-04,645.99615,0.00156,645.99615,0.00127,645.99615,1.19E-04
645.48389,0.01035,645.48389,0.00647,645.48389,0.00531,645.48389,0.01694,645.48389,0.01608,645.48389,0.00372,645.48389,0.00174,645.48389,0.00109,645.48389,8.94E-04,645.48389,0.00285,645.48389,0.00271,645.48389,6.26E-04
645.00812,0.00524,645.00812,0.00381,645.00812,0.00167,645.00812,0.01272,645.00812,0.00875,645.00812,0.00215,645.00812,8.82E-04,645.00812,6.42E-04,645.00812,2.81E-04,645.00812,0.00214,645.00812,0.00147,645.00812,3.63E-04
644.49567,0.00101,644.49567,0.00324,644.49567,0.00472,644.49567,0.01218,644.49567,0.01042,644.49567,0.00153,644.49567,1.69E-04,644.49567,5.46E-04,644.49567,7.96E-04,644.49567,0.00205,644.49567,0.00175,644.49567,2.58E-04
643.98315,-0.01045,643.98315,-0.00143,643.98315,-0.00735,643.98315,0.00465,643.98315,-0.00264,643.98315,0.00153,643.98315,-0.00176,643.98315,-2.41E-04,643.98315,-0.00124,643.98315,7.83E-04,643.98315,-4.44E-04,643.98315,2.57E-04
643.5072,0.0029,643.5072,0.00701,643.5072,0.0074,643.5072,0.01232,643.5072,0.01211,643.5072,-0.00189,643.5072,4.88E-04,643.5072,0.00118,643.5072,0.00125,643.5072,0.00207,643.5072,0.00204,643.5072,-3.18E-04
642.99457,-0.00181,642.99457,-0.00446,642.99457,-0.0021,642.99457,0.00519,642.99457,0.01208,642.99457,-0.00134,642.99457,-3.04E-04,642.99457,-7.51E-04,642.99457,-3.54E-04,642.99457,8.74E-04,642.99457,0.00204,642.99457,-2.26E-04
642.48181,0.0021,642.48181,0.00122,642.48181,0.00489,642.48181,0.01646,642.48181,0.00684,642.48181,0.0013,642.48181,3.54E-04,642.48181,2.06E-04,642.48181,8.24E-04,642.48181,0.00277,642.48181,0.00115,642.48181,2.19E-04
642.00562,0.00593,642.00562,-0.00214,642.00562,0.00392,642.00562,0.0213,642.00562,0.01163,642.00562,0.00865,642.00562,9.99E-04,642.00562,-3.60E-04,642.00562,6.60E-04,642.00562,0.00359,642.00562,0.00196,642.00562,0.00146
641.49274,0.00443,641.49274,0.00482,641.49274,0.01211,641.49274,0.01827,641.49274,0.012,641.49274,0.00398,641.49274,7.46E-04,641.49274,8.11E-04,641.49274,0.00204,641.49274,0.00308,641.49274,0.00202,641.49274,6.71E-04
641.01642,-0.00528,641.01642,-3.50E-04,641.01642,0.0072,641.01642,0.00707,641.01642,0.00342,641.01642,-0.00121,641.01642,-8.90E-04,641.01642,-5.89E-05,641.01642,0.00121,641.01642,0.00119,641.01642,5.77E-04,641.01642,-2.04E-04
640.50342,-4.94E-04,640.50342,9.59E-04,640.50342,0.00386,640.50342,0.01178,640.50342,0.01191,640.50342,8.33E-04,640.50342,-8.32E-05,640.50342,1.62E-04,640.50342,6.50E-04,640.50342,0.00198,640.50342,0.00201,640.50342,1.40E-04
639.99036,0.00472,639.99036,-0.00264,639.99036,0.01018,639.99036,0.01139,639.99036,0.01053,639.99036,0.00306,639.99036,7.95E-04,639.99036,-4.45E-04,639.99036,0.00172,639.99036,0.00192,639.99036,0.00177,639.99036,5.15E-04
639.51379,0.00759,639.51379,0.00292,639.51379,0.00557,639.51379,0.0183,639.51379,0.0172,639.51379,0.00338,639.51379,0.00128,639.51379,4.92E-04,639.51379,9.39E-04,639.51379,0.00308,639.51379,0.0029,639.51379,5.69E-04
639.00055,0.00467,639.00055,0.0026,639.00055,0.00724,639.00055,0.01588,639.00055,0.0097,639.00055,0.00537,639.00055,7.87E-04,639.00055,4.38E-04,639.00055,0.00122,639.00055,0.00267,639.00055,0.00163,639.00055,9.05E-04
638.48724,-0.0064,638.48724,-0.00289,638.48724,-0.00417,638.48724,0.00675,638.48724,0.0059,638.48724,0.00211,638.48724,-0.00108,638.48724,-4.87E-04,638.48724,-7.02E-04,638.48724,0.00114,638.48724,9.94E-04,638.48724,3.55E-04
638.01056,-0.00546,638.01056,-0.00102,638.01056,9.19E-04,638.01056,0.00918,638.01056,0.00576,638.01056,6.68E-04,638.01056,-9.19E-04,638.01056,-1.71E-04,638.01056,1.55E-04,638.01056,0.00155,638.01056,9.70E-04,638.01056,1.12E-04
637.49707,0.00222,637.49707,-0.00368,637.49707,0.00134,637.49707,0.01126,637.49707,0.00387,637.49707,0.00344,637.49707,3.73E-04,637.49707,-6.19E-04,637.49707,2.25E-04,637.49707,0.0019,637.49707,6.51E-04,637.49707,5.80E-04
636.98358,0.00146,636.98358,0.0024,636.98358,0.00491,636.98358,0.01208,636.98358,0.00935,636.98358,0.004,636.98358,2.46E-04,636.98358,4.04E-04,636.98358,8.28E-04,636.98358,0.00203,636.98358,0.00158,636.98358,6.74E-04
636.50659,0.00527,636.50659,0.00575,636.50659,0.00955,636.50659,0.0174,636.50659,0.01691,636.50659,0.01057,636.50659,8.88E-04,636.50659,9.68E-04,636.50659,0.00161,636.50659,0.00293,636.50659,0.00285,636.50659,0.00178
635.99292,0.00424,635.99292,0.0053,635.99292,0.00933,635.99292,0.01257,635.99292,0.01505,635.99292,0.00529,635.99292,7.14E-04,635.99292,8.92E-04,635.99292,0.00157,635.99292,0.00212,635.99292,0.00254,635.99292,8.91E-04
635.51587,-0.00263,635.51587,-0.00248,635.51587,7.33E-04,635.51587,0.0095,635.51587,0.01231,635.51587,-4.55E-04,635.51587,-4.42E-04,635.51587,-4.18E-04,635.51587,1.23E-04,635.51587,0.0016,635.51587,0.00207,635.51587,-7.67E-05
635.00208,0.00182,635.00208,-0.00454,635.00208,-0.00375,635.00208,0.00969,635.00208,0.00991,635.00208,-1.00E-03,635.00208,3.07E-04,635.00208,-7.65E-04,635.00208,-6.31E-04,635.00208,0.00163,635.00208,0.00167,635.00208,-1.68E-04
634.4881,3.71E-04,634.4881,-0.00163,634.4881,0.00677,634.4881,0.0124,634.4881,0.01126,634.4881,0.00491,634.4881,6.24E-05,634.4881,-2.74E-04,634.4881,0.00114,634.4881,0.00209,634.4881,0.0019,634.4881,8.27E-04
634.01086,-5.43E-04,634.01086,-0.00167,634.01086,-7.81E-04,634.01086,0.0126,634.01086,0.00447,634.01086,-0.00244,634.01086,-9.15E-05,634.01086,-2.82E-04,634.01086,-1.32E-04,634.01086,0.00212,634.01086,7.52E-04,634.01086,-4.11E-04
633.49677,-0.0016,633.49677,-0.00448,633.49677,0.00241,633.49677,0.00828,633.49677,0.00886,633.49677,-8.43E-05,633.49677,-2.69E-04,633.49677,-7.54E-04,633.49677,4.06E-04,633.49677,0.00139,633.49677,0.00149,633.49677,-1.42E-05
632.98267,-0.00747,632.98267,-0.0027,632.98267,-3.31E-04,632.98267,0.00562,632.98267,0.00422,632.98267,-0.00679,632.98267,-0.00126,632.98267,-4.54E-04,632.98267,-5.57E-05,632.98267,9.47E-04,632.98267,7.11E-04,632.98267,-0.00114
632.50525,-0.00473,632.50525,-0.0032,632.50525,-0.00105,632.50525,0.00747,632.50525,0.01467,632.50525,-3.69E-04,632.50525,-7.96E-04,632.50525,-5.39E-04,632.50525,-1.77E-04,632.50525,0.00126,632.50525,0.00247,632.50525,-6.21E-05
631.99097,-0.00355,631.99097,0.00172,631.99097,0.00767,631.99097,0.01293,631.99097,0.00782,631.99097,0.00217,631.99097,-5.98E-04,631.99097,2.90E-04,631.99097,0.00129,631.99097,0.00218,631.99097,0.00132,631.99097,3.66E-04
631.51337,0.00752,631.51337,-8.41E-04,631.51337,0.00392,631.51337,0.01007,631.51337,0.01223,631.51337,5.14E-04,631.51337,0.00127,631.51337,-1.42E-04,631.51337,6.60E-04,631.51337,0.0017,631.51337,0.00206,631.51337,8.66E-05
630.99896,0.00286,630.99896,-0.00189,630.99896,0.00361,630.99896,0.01331,630.99896,0.01013,630.99896,0.00558,630.99896,4.82E-04,630.99896,-3.19E-04,630.99896,6.07E-04,630.99896,0.00224,630.99896,0.00171,630.99896,9.40E-04
630.48444,-0.00268,630.48444,-0.00216,630.48444,0.00409,630.48444,0.00958,630.48444,0.00292,630.48444,0.00136,630.48444,-4.51E-04,630.48444,-3.63E-04,630.48444,6.89E-04,630.48444,0.00161,630.48444,4.92E-04,630.48444,2.30E-04
630.00665,0.00249,630.00665,0.00214,630.00665,0.00919,630.00665,0.01352,630.00665,0.0123,630.00665,0.00915,630.00665,4.20E-04,630.00665,3.61E-04,630.00665,0.00155,630.00665,0.00228,630.00665,0.00207,630.00665,0.00154
629.492,0.00147,629.492,0.00881,629.492,0.00833,629.492,0.01609,629.492,0.01062,629.492,0.00429,629.492,2.47E-04,629.492,0.00148,629.492,0.0014,629.492,0.00271,629.492,0.00179,629.492,7.23E-04
629.0141,0.00641,629.0141,0.00175,629.0141,0.00839,629.0141,0.01204,629.0141,0.0121,629.0141,0.00634,629.0141,0.00108,629.0141,2.95E-04,629.0141,0.00141,629.0141,0.00203,629.0141,0.00204,629.0141,0.00107
628.49927,0.00508,628.49927,0.00186,628.49927,0.00923,628.49927,0.01042,628.49927,0.01336,628.49927,0.00847,628.49927,8.55E-04,628.49927,3.14E-04,628.49927,0.00155,628.49927,0.00175,628.49927,0.00225,628.49927,0.00143
627.98438,-0.00341,627.98438,9.49E-04,627.98438,0.00602,627.98438,0.01079,627.98438,0.00258,627.98438,0.00137,627.98438,-5.75E-04,627.98438,1.60E-04,627.98438,0.00101,627.98438,0.00182,627.98438,4.34E-04,627.98438,2.31E-04
627.50629,0.00269,627.50629,-0.00339,627.50629,0.00202,627.50629,0.00934,627.50629,0.00658,627.50629,-0.00337,627.50629,4.54E-04,627.50629,-5.70E-04,627.50629,3.39E-04,627.50629,0.00157,627.50629,0.00111,627.50629,-5.67E-04
626.99133,0.00191,626.99133,0.00118,626.99133,0.0028,626.99133,0.01076,626.99133,0.01038,626.99133,0.00227,626.99133,3.22E-04,626.99133,1.98E-04,626.99133,4.72E-04,626.99133,0.00181,626.99133,0.00175,626.99133,3.82E-04
626.51306,-6.91E-04,626.51306,-4.18E-05,626.51306,0.00657,626.51306,0.00869,626.51306,0.00842,626.51306,0.00336,626.51306,-1.16E-04,626.51306,-7.04E-06,626.51306,0.00111,626.51306,0.00146,626.51306,0.00142,626.51306,5.66E-04
625.99792,-0.00174,625.99792,0.00522,625.99792,0.0018,625.99792,0.0111,625.99792,0.0105,625.99792,4.78E-04,625.99792,-2.94E-04,625.99792,8.79E-04,625.99792,3.03E-04,625.99792,0.00187,625.99792,0.00177,625.99792,8.05E-05
625.48267,0.00969,625.48267,0.00766,625.48267,0.01201,625.48267,0.0146,625.48267,0.01717,625.48267,0.01266,625.48267,0.00163,625.48267,0.00129,625.48267,0.00202,625.48267,0.00246,625.48267,0.00289,625.48267,0.00213
625.00427,6.06E-04,625.00427,0.00139,625.00427,0.00309,625.00427,0.01077,625.00427,0.00985,625.00427,0.00566,625.00427,1.02E-04,625.00427,2.34E-04,625.00427,5.20E-04,625.00427,0.00181,625.00427,0.00166,625.00427,9.53E-04
624.48889,6.42E-04,624.48889,0.00467,624.48889,0.00581,624.48889,0.0118,624.48889,0.00804,624.48889,6.02E-04,624.48889,1.08E-04,624.48889,7.86E-04,624.48889,9.78E-04,624.48889,0.00199,624.48889,0.00135,624.48889,1.01E-04
624.01031,-5.58E-04,624.01031,0.00209,624.01031,0.00746,624.01031,0.01136,624.01031,0.01059,624.01031,0.00202,624.01031,-9.40E-05,624.01031,3.52E-04,624.01031,0.00126,624.01031,0.00191,624.01031,0.00178,624.01031,3.41E-04
623.49481,0.00153,623.49481,-0.00121,623.49481,0.00498,623.49481,0.01228,623.49481,0.00895,623.49481,0.0024,623.49481,2.58E-04,623.49481,-2.05E-04,623.49481,8.38E-04,623.49481,0.00207,623.49481,0.00151,623.49481,4.04E-04
623.01605,0.00207,623.01605,-0.00611,623.01605,0.00496,623.01605,0.00761,623.01605,0.00667,623.01605,0.00543,623.01605,3.49E-04,623.01605,-0.00103,623.01605,8.36E-04,623.01605,0.00128,623.01605,0.00112,623.01605,9.15E-04
622.50037,0.00144,622.50037,-0.00545,622.50037,0.00893,622.50037,0.01008,622.50037,0.00402,622.50037,9.38E-05,622.50037,2.43E-04,622.50037,-9.17E-04,622.50037,0.0015,622.50037,0.0017,622.50037,6.77E-04,622.50037,1.58E-05
621.98474,0.00735,621.98474,-0.00129,621.98474,0.00247,621.98474,0.00844,621.98474,0.01315,621.98474,0.00573,621.98474,0.00124,621.98474,-2.18E-04,621.98474,4.16E-04,621.98474,0.00142,621.98474,0.00222,621.98474,9.66E-04
621.5058,0.00198,621.5058,-0.00382,621.5058,0.00195,621.5058,0.00808,621.5058,0.00313,621.5058,-0.00239,621.5058,3.34E-04,621.5058,-6.43E-04,621.5058,3.28E-04,621.5058,0.00136,621.5058,5.27E-04,621.5058,-4.02E-04
620.98987,0.002,620.98987,0.00562,620.98987,0.00844,620.98987,0.01502,620.98987,0.01027,620.98987,0.00935,620.98987,3.37E-04,620.98987,9.46E-04,620.98987,0.00142,620.98987,0.00253,620.98987,0.00173,620.98987,0.00157
620.51086,0.00552,620.51086,0.00589,620.51086,0.0088,620.51086,0.01595,620.51086,0.0097,620.51086,0.00408,620.51086,9.30E-04,620.51086,9.92E-04,620.51086,0.00148,620.51086,0.00269,620.51086,0.00163,620.51086,6.88E-04
619.99481,0.0054,619.99481,-0.00148,619.99481,0.00292,619.99481,0.00852,619.99481,0.00473,619.99481,0.00174,619.99481,9.10E-04,619.99481,-2.48E-04,619.99481,4.92E-04,619.99481,0.00143,619.99481,7.96E-04,619.99481,2.92E-04
619.51575,-0.00175,619.51575,-0.00378,619.51575,-2.59E-04,619.51575,0.00651,619.51575,0.00645,619.51575,0.00164,619.51575,-2.95E-04,619.51575,-6.37E-04,619.51575,-4.37E-05,619.51575,0.0011,619.51575,0.00109,619.51575,2.76E-04
618.99957,0.00604,618.99957,0.00402,618.99957,0.00673,618.99957,0.01618,618.99957,0.01618,618.99957,0.00494,618.99957,0.00102,618.99957,6.77E-04,618.99957,0.00113,618.99957,0.00273,618.99957,0.00273,618.99957,8.32E-04
618.48334,0.00312,618.48334,0.01035,618.48334,0.01234,618.48334,0.01312,618.48334,0.0138,618.48334,0.00439,618.48334,5.26E-04,618.48334,0.00174,618.48334,0.00208,618.48334,0.00221,618.48334,0.00232,618.48334,7.39E-04
618.00391,0.00601,618.00391,0.00144,618.00391,0.00806,618.00391,0.01061,618.00391,0.0072,618.00391,0.00537,618.00391,0.00101,618.00391,2.43E-04,618.00391,0.00136,618.00391,0.00179,618.00391,0.00121,618.00391,9.05E-04
617.48761,0.00813,617.48761,0.00621,617.48761,0.00787,617.48761,0.01296,617.48761,0.01104,617.48761,0.0085,617.48761,0.00137,617.48761,0.00105,617.48761,0.00133,617.48761,0.00218,617.48761,0.00186,617.48761,0.00143
