P-3_normalized_wavelength_nm,P-3_normalized_abs_au,D-3_310nm_normalized_wavelength_nm,D-3_310nm_normalized_abs_au,P-3_plus_2M_HCl_normalized_wavelength_nm,P-3_plus_2M_HCl_normalized_abs_au,P-3_sat_NaHCO3_normalized_wavelength_nm,P-3_sat_NaHCO3_normalized_abs_au,D-3_310nm_repeat_normalized_wavelength_nm,D-3_310nm_repeat_normalized_abs_au,P-3_plus_2M_HCl_repeat_normalized_wavelength_nm,P-3_plus_2M_HCl_repeat_normalized_abs_au,P-3_raw_wavelength_nm,P-3_raw_abs_au,D-3_310nm_raw_wavelength_nm,D-3_310nm_raw_abs_au,P-3_plus_2M_HCl_raw_wavelength_nm,P-3_plus_2M_HCl_raw_abs_au,P-3_sat_NaHCO3_raw_wavelength_nm,P-3_sat_NaHCO3_raw_abs_au,D-3_310nm_repeat_raw_wavelength_nm,D-3_310nm_repeat_raw_abs_au,P-3_plus_2M_HCl_repeat_raw_wavelength_nm,P-3_plus_2M_HCl_repeat_raw_abs_au
514.49994,0.00262,514.49994,-1.94E-04,514.49994,0.00807,514.49994,0.01689,514.49994,0.01182,514.49994,0.0079,514.49994,4.42E-04,514.49994,-3.27E-05,514.49994,0.00136,514.49994,0.00284,514.49994,0.00199,514.49994,0.00133
514.00818,0.00299,514.00818,0.00319,514.00818,0.00594,514.00818,0.0155,514.00818,0.01231,514.00818,0.00595,514.00818,5.03E-04,514.00818,5.37E-04,514.00818,0.001,514.00818,0.00261,514.00818,0.00207,514.00818,0.001
513.51648,0.0023,513.51648,-4.35E-04,513.51648,0.00807,513.51648,0.01501,513.51648,0.01394,513.51648,0.00682,513.51648,3.88E-04,513.51648,-7.32E-05,513.51648,0.00136,513.51648,0.00253,513.51648,0.00235,513.51648,0.00115
512.98676,-9.95E-04,512.98676,-0.00206,512.98676,0.00711,512.98676,0.01022,512.98676,0.01299,512.98676,0.00267,512.98676,-1.68E-04,512.98676,-3.47E-04,512.98676,0.0012,512.98676,0.00172,512.98676,0.00219,512.98676,4.50E-04
512.49481,0.0028,512.49481,-0.00246,512.49481,0.00691,512.49481,0.01713,512.49481,0.01406,512.49481,0.00828,512.49481,4.71E-04,512.49481,-4.14E-04,512.49481,0.00116,512.49481,0.00289,512.49481,0.00237,512.49481,0.00139
512.00287,0.00801,512.00287,0.00463,512.00287,0.01143,512.00287,0.01818,512.00287,0.01641,512.00287,0.00633,512.00287,0.00135,512.00287,7.80E-04,512.00287,0.00193,512.00287,0.00306,512.00287,0.00276,512.00287,0.00107
511.51083,0.00467,511.51083,0.00253,511.51083,0.00963,511.51083,0.01465,511.51083,0.01478,511.51083,0.006,511.51083,7.87E-04,511.51083,4.26E-04,511.51083,0.00162,511.51083,0.00247,511.51083,0.00249,511.51083,0.00101
511.0188,0.00243,511.0188,0.00231,511.0188,0.0079,511.0188,0.01234,511.0188,0.01497,511.0188,0.00711,511.0188,4.08E-04,511.0188,3.88E-04,511.0188,0.00133,511.0188,0.00208,511.0188,0.00252,511.0188,0.0012
510.4888,-1.59E-04,510.4888,0.00182,510.4888,0.00775,510.4888,0.01585,510.4888,0.01411,510.4888,0.00483,510.4888,-2.68E-05,510.4888,3.07E-04,510.4888,0.0013,510.4888,0.00267,510.4888,0.00238,510.4888,8.14E-04
509.99667,0.00485,509.99667,0.00602,509.99667,0.0101,509.99667,0.02199,509.99667,0.01597,509.99667,0.00874,509.99667,8.17E-04,509.99667,0.00101,509.99667,0.0017,509.99667,0.0037,509.99667,0.00269,509.99667,0.00147
509.50443,0.00394,509.50443,6.35E-05,509.50443,0.01071,509.50443,0.01576,509.50443,0.01404,509.50443,0.00669,509.50443,6.63E-04,509.50443,1.07E-05,509.50443,0.0018,509.50443,0.00265,509.50443,0.00236,509.50443,0.00113
509.01215,0.00427,509.01215,0.00421,509.01215,0.01361,509.01215,0.01779,509.01215,0.01636,509.01215,0.00843,509.01215,7.19E-04,509.01215,7.09E-04,509.01215,0.00229,509.01215,0.003,509.01215,0.00275,509.01215,0.00142
508.48196,0.00323,508.48196,0.00239,508.48196,0.0102,508.48196,0.01721,508.48196,0.01518,508.48196,0.00745,508.48196,5.44E-04,508.48196,4.03E-04,508.48196,0.00172,508.48196,0.0029,508.48196,0.00256,508.48196,0.00125
507.98959,0.00146,507.98959,0.00426,507.98959,0.01088,507.98959,0.01312,507.98959,0.01461,507.98959,0.00641,507.98959,2.45E-04,507.98959,7.18E-04,507.98959,0.00183,507.98959,0.00221,507.98959,0.00246,507.98959,0.00108
507.49716,0.00779,507.49716,0.00402,507.49716,0.01181,507.49716,0.01679,507.49716,0.0166,507.49716,0.00499,507.49716,0.00131,507.49716,6.77E-04,507.49716,0.00199,507.49716,0.00283,507.49716,0.0028,507.49716,8.41E-04
507.00464,0.00128,507.00464,0.00271,507.00464,0.00984,507.00464,0.01768,507.00464,0.01305,507.00464,0.00295,507.00464,2.15E-04,507.00464,4.56E-04,507.00464,0.00166,507.00464,0.00298,507.00464,0.0022,507.00464,4.96E-04
506.51218,3.05E-04,506.51218,0.00328,506.51218,0.00819,506.51218,0.01758,506.51218,0.01697,506.51218,0.00619,506.51218,5.14E-05,506.51218,5.53E-04,506.51218,0.00138,506.51218,0.00296,506.51218,0.00286,506.51218,0.00104
505.98169,0.00482,505.98169,0.00507,505.98169,0.01144,505.98169,0.01881,505.98169,0.01676,505.98169,0.0058,505.98169,8.11E-04,505.98169,8.54E-04,505.98169,0.00193,505.98169,0.00317,505.98169,0.00282,505.98169,9.77E-04
505.48901,0.00366,505.48901,0.00545,505.48901,0.01193,505.48901,0.01673,505.48901,0.01513,505.48901,0.00892,505.48901,6.16E-04,505.48901,9.19E-04,505.48901,0.00201,505.48901,0.00282,505.48901,0.00255,505.48901,0.0015
504.99637,0.00275,504.99637,0.00317,504.99637,0.00891,504.99637,0.01635,504.99637,0.01485,504.99637,0.00739,504.99637,4.63E-04,504.99637,5.34E-04,504.99637,0.0015,504.99637,0.00275,504.99637,0.0025,504.99637,0.00124
504.5036,0.00893,504.5036,0.00557,504.5036,0.01437,504.5036,0.0206,504.5036,0.01889,504.5036,0.00899,504.5036,0.0015,504.5036,9.38E-04,504.5036,0.00242,504.5036,0.00347,504.5036,0.00318,504.5036,0.00151
504.01077,0.00645,504.01077,0.00366,504.01077,0.0102,504.01077,0.01691,504.01077,0.02064,504.01077,0.00827,504.01077,0.00109,504.01077,6.17E-04,504.01077,0.00172,504.01077,0.00285,504.01077,0.00348,504.01077,0.00139
503.51797,0.00503,503.51797,7.81E-04,503.51797,0.00855,503.51797,0.01723,503.51797,0.01235,503.51797,0.00537,503.51797,8.47E-04,503.51797,1.32E-04,503.51797,0.00144,503.51797,0.0029,503.51797,0.00208,503.51797,9.04E-04
502.98721,0.00422,502.98721,8.74E-04,502.98721,0.00728,502.98721,0.01577,502.98721,0.01488,502.98721,0.00805,502.98721,7.10E-04,502.98721,1.47E-04,502.98721,0.00123,502.98721,0.00266,502.98721,0.00251,502.98721,0.00136
502.4942,0.00309,502.4942,0.00575,502.4942,0.01313,502.4942,0.01566,502.4942,0.01682,502.4942,0.00846,502.4942,5.21E-04,502.4942,9.69E-04,502.4942,0.00221,502.4942,0.00264,502.4942,0.00283,502.4942,0.00142
502.00116,6.54E-04,502.00116,0.00347,502.00116,0.00727,502.00116,0.01619,502.00116,0.01615,502.00116,0.00588,502.00116,1.10E-04,502.00116,5.84E-04,502.00116,0.00122,502.00116,0.00273,502.00116,0.00272,502.00116,9.90E-04
501.50815,0.00391,501.50815,0.00427,501.50815,0.01134,501.50815,0.017,501.50815,0.01611,501.50815,0.00763,501.50815,6.59E-04,501.50815,7.19E-04,501.50815,0.00191,501.50815,0.00286,501.50815,0.00271,501.50815,0.00129
501.01498,0.00425,501.01498,4.87E-04,501.01498,0.0081,501.01498,0.0172,501.01498,0.01581,501.01498,7.66E-04,501.01498,7.16E-04,501.01498,8.21E-05,501.01498,0.00136,501.01498,0.0029,501.01498,0.00266,501.01498,1.29E-04
500.48398,0.00461,500.48398,0.00361,500.48398,0.00921,500.48398,0.01603,500.48398,0.01521,500.48398,0.00737,500.48398,7.76E-04,500.48398,6.08E-04,500.48398,0.00155,500.48398,0.0027,500.48398,0.00256,500.48398,0.00124
499.99072,0.00173,499.99072,0.00207,499.99072,0.00816,499.99072,0.01416,499.99072,0.01302,499.99072,0.00887,499.99072,2.91E-04,499.99072,3.49E-04,499.99072,0.00137,499.99072,0.00238,499.99072,0.00219,499.99072,0.00149
499.49747,0.00569,499.49747,0.0023,499.49747,0.0117,499.49747,0.0192,499.49747,0.01684,499.49747,0.00645,499.49747,9.58E-04,499.49747,3.88E-04,499.49747,0.00197,499.49747,0.00323,499.49747,0.00284,499.49747,0.00109
499.00415,1.22E-04,499.00415,0.001,499.00415,0.00951,499.00415,0.01313,499.00415,0.0125,499.00415,0.00489,499.00415,2.06E-05,499.00415,1.69E-04,499.00415,0.0016,499.00415,0.00221,499.00415,0.0021,499.00415,8.23E-04
498.51083,0.00356,498.51083,0.00355,498.51083,0.012,498.51083,0.01969,498.51083,0.01725,498.51083,0.01107,498.51083,5.99E-04,498.51083,5.98E-04,498.51083,0.00202,498.51083,0.00332,498.51083,0.00291,498.51083,0.00187
498.0174,0.00582,498.0174,0.00402,498.0174,0.01086,498.0174,0.01869,498.0174,0.01307,498.0174,0.00677,498.0174,9.80E-04,498.0174,6.76E-04,498.0174,0.00183,498.0174,0.00315,498.0174,0.0022,498.0174,0.00114
497.48596,-2.65E-04,497.48596,-2.03E-04,497.48596,0.00728,497.48596,0.01165,497.48596,0.01185,497.48596,0.00386,497.48596,-4.47E-05,497.48596,-3.42E-05,497.48596,0.00123,497.48596,0.00196,497.48596,0.002,497.48596,6.51E-04
496.9924,0.00196,496.9924,0.00329,496.9924,0.00757,496.9924,0.01582,496.9924,0.01472,496.9924,0.00498,496.9924,3.29E-04,496.9924,5.54E-04,496.9924,0.00128,496.9924,0.00266,496.9924,0.00248,496.9924,8.38E-04
496.49887,0.00179,496.49887,0.00355,496.49887,0.00896,496.49887,0.0136,496.49887,0.01528,496.49887,0.0049,496.49887,3.01E-04,496.49887,5.98E-04,496.49887,0.00151,496.49887,0.00229,496.49887,0.00257,496.49887,8.25E-04
496.00525,0.00428,496.00525,0.00467,496.00525,0.01017,496.00525,0.0178,496.00525,0.01976,496.00525,0.00854,496.00525,7.21E-04,496.00525,7.87E-04,496.00525,0.00171,496.00525,0.003,496.00525,0.00333,496.00525,0.00144
495.5116,0.00551,495.5116,0.00555,495.5116,0.01243,495.5116,0.01754,495.5116,0.01686,495.5116,0.00764,495.5116,9.28E-04,495.5116,9.35E-04,495.5116,0.00209,495.5116,0.00295,495.5116,0.00284,495.5116,0.00129
495.01788,0.00415,495.01788,0.00251,495.01788,0.01073,495.01788,0.01879,495.01788,0.01717,495.01788,0.00722,495.01788,6.99E-04,495.01788,4.23E-04,495.01788,0.00181,495.01788,0.00316,495.01788,0.00289,495.01788,0.00122
494.48608,0.0059,494.48608,0.00332,494.48608,0.00843,494.48608,0.01577,494.48608,0.01889,494.48608,0.00834,494.48608,9.94E-04,494.48608,5.59E-04,494.48608,0.00142,494.48608,0.00266,494.48608,0.00318,494.48608,0.00141
493.99231,0.0052,493.99231,0.00474,493.99231,0.01054,493.99231,0.01633,493.99231,0.01632,493.99231,0.00606,493.99231,8.76E-04,493.99231,7.99E-04,493.99231,0.00178,493.99231,0.00275,493.99231,0.00275,493.99231,0.00102
493.49844,0.00464,493.49844,0.00279,493.49844,0.00705,493.49844,0.01635,493.49844,0.01849,493.49844,0.00599,493.49844,7.82E-04,493.49844,4.70E-04,493.49844,0.00119,493.49844,0.00275,493.49844,0.00311,493.49844,0.00101
493.00452,0.0061,493.00452,0.00439,493.00452,0.00981,493.00452,0.01801,493.00452,0.01853,493.00452,0.00802,493.00452,0.00103,493.00452,7.39E-04,493.00452,0.00165,493.00452,0.00303,493.00452,0.00312,493.00452,0.00135
492.5105,0.00397,492.5105,0.00322,492.5105,0.00948,492.5105,0.01682,492.5105,0.0171,492.5105,0.00729,492.5105,6.69E-04,492.5105,5.42E-04,492.5105,0.0016,492.5105,0.00283,492.5105,0.00288,492.5105,0.00123
492.01651,0.00428,492.01651,0.00154,492.01651,0.00934,492.01651,0.01752,492.01651,0.01553,492.01651,0.00713,492.01651,7.21E-04,492.01651,2.60E-04,492.01651,0.00157,492.01651,0.00295,492.01651,0.00262,492.01651,0.0012
491.48444,0.00818,491.48444,0.00509,491.48444,0.0136,491.48444,0.02151,491.48444,0.02056,491.48444,0.01173,491.48444,0.00138,491.48444,8.56E-04,491.48444,0.00229,491.48444,0.00362,491.48444,0.00346,491.48444,0.00198
490.9902,0.00376,490.9902,0.00293,490.9902,0.01063,490.9902,0.01793,490.9902,0.01686,490.9902,0.00605,490.9902,6.34E-04,490.9902,4.94E-04,490.9902,0.00179,490.9902,0.00302,490.9902,0.00284,490.9902,0.00102
490.49609,0.00566,490.49609,0.00353,490.49609,0.01056,490.49609,0.01914,490.49609,0.01777,490.49609,0.00527,490.49609,9.54E-04,490.49609,5.95E-04,490.49609,0.00178,490.49609,0.00322,490.49609,0.00299,490.49609,8.87E-04
490.00183,0.00459,490.00183,0.00474,490.00183,0.01301,490.00183,0.0216,490.00183,0.01854,490.00183,0.00971,490.00183,7.72E-04,490.00183,7.98E-04,490.00183,0.00219,490.00183,0.00364,490.00183,0.00312,490.00183,0.00163
489.50757,0.0043,489.50757,0.00164,489.50757,0.0111,489.50757,0.01788,489.50757,0.01769,489.50757,0.00727,489.50757,7.24E-04,489.50757,2.75E-04,489.50757,0.00187,489.50757,0.00301,489.50757,0.00298,489.50757,0.00123
489.01324,0.00405,489.01324,0.00336,489.01324,0.00906,489.01324,0.01774,489.01324,0.01856,489.01324,0.00737,489.01324,6.83E-04,489.01324,5.67E-04,489.01324,0.00153,489.01324,0.00299,489.01324,0.00313,489.01324,0.00124
488.51889,0.00488,488.51889,0.00154,488.51889,0.01013,488.51889,0.01866,488.51889,0.01701,488.51889,0.00846,488.51889,8.22E-04,488.51889,2.59E-04,488.51889,0.00171,488.51889,0.00314,488.51889,0.00286,488.51889,0.00142
487.98639,0.00469,487.98639,0.00305,487.98639,0.0122,487.98639,0.01994,487.98639,0.01813,487.98639,0.0106,487.98639,7.90E-04,487.98639,5.14E-04,487.98639,0.00205,487.98639,0.00336,487.98639,0.00305,487.98639,0.00179
487.49188,0.00869,487.49188,0.00775,487.49188,0.01577,487.49188,0.02229,487.49188,0.02233,487.49188,0.01282,487.49188,0.00146,487.49188,0.0013,487.49188,0.00266,487.49188,0.00375,487.49188,0.00376,487.49188,0.00216
486.99738,0.0017,486.99738,0.0026,486.99738,0.01061,486.99738,0.01858,486.99738,0.01722,486.99738,0.00768,486.99738,2.86E-04,486.99738,4.38E-04,486.99738,0.00179,486.99738,0.00313,486.99738,0.0029,486.99738,0.00129
486.50278,0.0031,486.50278,9.35E-04,486.50278,0.0115,486.50278,0.01679,486.50278,0.01682,486.50278,0.00603,486.50278,5.23E-04,486.50278,1.57E-04,486.50278,0.00194,486.50278,0.00283,486.50278,0.00283,486.50278,0.00102
486.00821,0.00373,486.00821,0.00263,486.00821,0.01221,486.00821,0.01913,486.00821,0.01836,486.00821,0.00713,486.00821,6.28E-04,486.00821,4.42E-04,486.00821,0.00206,486.00821,0.00322,486.00821,0.00309,486.00821,0.0012
485.51346,0.00181,485.51346,0.00356,485.51346,0.01118,485.51346,0.01823,485.51346,0.01849,485.51346,0.0075,485.51346,3.04E-04,485.51346,6.00E-04,485.51346,0.00188,485.51346,0.00307,485.51346,0.00311,485.51346,0.00126
485.01877,0.0028,485.01877,0.00195,485.01877,0.01154,485.01877,0.01764,485.01877,0.01725,485.01877,0.0074,485.01877,4.72E-04,485.01877,3.29E-04,485.01877,0.00194,485.01877,0.00297,485.01877,0.0029,485.01877,0.00125
484.4859,0.00144,484.4859,0.00118,484.4859,0.00942,484.4859,0.01752,484.4859,0.01704,484.4859,0.00604,484.4859,2.43E-04,484.4859,1.99E-04,484.4859,0.00159,484.4859,0.00295,484.4859,0.00287,484.4859,0.00102
483.99112,0.00177,483.99112,0.00183,483.99112,0.00906,483.99112,0.0167,483.99112,0.01552,483.99112,0.00577,483.99112,2.99E-04,483.99112,3.09E-04,483.99112,0.00153,483.99112,0.00281,483.99112,0.00261,483.99112,9.73E-04
483.49619,0.00292,483.49619,0.00385,483.49619,0.01058,483.49619,0.01775,483.49619,0.01661,483.49619,0.00674,483.49619,4.91E-04,483.49619,6.49E-04,483.49619,0.00178,483.49619,0.00299,483.49619,0.0028,483.49619,0.00113
483.00128,0.00244,483.00128,0.00181,483.00128,0.01038,483.00128,0.01919,483.00128,0.01684,483.00128,0.00712,483.00128,4.11E-04,483.00128,3.04E-04,483.00128,0.00175,483.00128,0.00323,483.00128,0.00284,483.00128,0.0012
482.50629,-4.27E-04,482.50629,0.00186,482.50629,0.00992,482.50629,0.01663,482.50629,0.01554,482.50629,0.00913,482.50629,-7.19E-05,482.50629,3.14E-04,482.50629,0.00167,482.50629,0.0028,482.50629,0.00262,482.50629,0.00154
482.01126,0.00359,482.01126,0.00378,482.01126,0.00997,482.01126,0.0201,482.01126,0.01771,482.01126,0.00905,482.01126,6.05E-04,482.01126,6.37E-04,482.01126,0.00168,482.01126,0.00338,482.01126,0.00298,482.01126,0.00152
481.5162,0.00313,481.5162,0.0026,481.5162,0.00962,481.5162,0.01874,481.5162,0.0174,481.5162,0.00745,481.5162,5.27E-04,481.5162,4.37E-04,481.5162,0.00162,481.5162,0.00316,481.5162,0.00293,481.5162,0.00126
480.98297,0.0046,480.98297,4.71E-04,480.98297,0.00897,480.98297,0.01773,480.98297,0.01789,480.98297,0.00845,480.98297,7.74E-04,480.98297,7.93E-05,480.98297,0.00151,480.98297,0.00299,480.98297,0.00301,480.98297,0.00142
480.48779,0.00545,480.48779,-9.18E-04,480.48779,0.01146,480.48779,0.01701,480.48779,0.01624,480.48779,0.00877,480.48779,9.18E-04,480.48779,-1.55E-04,480.48779,0.00193,480.48779,0.00286,480.48779,0.00274,480.48779,0.00148
479.99249,0.00237,479.99249,0.00411,479.99249,0.01074,479.99249,0.0189,479.99249,0.0172,479.99249,0.00676,479.99249,3.99E-04,479.99249,6.93E-04,479.99249,0.00181,479.99249,0.00318,479.99249,0.0029,479.99249,0.00114
479.49731,0.00219,479.49731,7.37E-04,479.49731,0.01258,479.49731,0.01866,479.49731,0.01994,479.49731,0.0051,479.49731,3.69E-04,479.49731,1.24E-04,479.49731,0.00212,479.49731,0.00314,479.49731,0.00336,479.49731,8.59E-04
479.00195,0.00356,479.00195,0.0015,479.00195,0.0098,479.00195,0.01827,479.00195,0.01611,479.00195,0.00828,479.00195,5.99E-04,479.00195,2.53E-04,479.00195,0.00165,479.00195,0.00308,479.00195,0.00271,479.00195,0.00139
478.50656,0.00439,478.50656,0.00392,478.50656,0.0114,478.50656,0.01993,478.50656,0.01747,478.50656,0.00917,478.50656,7.40E-04,478.50656,6.59E-04,478.50656,0.00192,478.50656,0.00336,478.50656,0.00294,478.50656,0.00154
478.01114,0.00103,478.01114,9.43E-04,478.01114,0.00754,478.01114,0.01703,478.01114,0.01584,478.01114,0.00762,478.01114,1.73E-04,478.01114,1.59E-04,478.01114,0.00127,478.01114,0.00287,478.01114,0.00267,478.01114,0.00128
477.51566,0.00169,477.51566,0.00159,477.51566,0.01129,477.51566,0.01895,477.51566,0.01693,477.51566,0.00738,477.51566,2.85E-04,477.51566,2.68E-04,477.51566,0.0019,477.51566,0.00319,477.51566,0.00285,477.51566,0.00124
476.98203,0.00306,476.98203,0.00101,476.98203,0.00905,476.98203,0.01558,476.98203,0.0169,476.98203,0.00723,476.98203,5.16E-04,476.98203,1.70E-04,476.98203,0.00152,476.98203,0.00262,476.98203,0.00285,476.98203,0.00122
476.48651,0.00653,476.48651,0.00434,476.48651,0.01179,476.48651,0.024,476.48651,0.02073,476.48651,0.01326,476.48651,0.0011,476.48651,7.30E-04,476.48651,0.00199,476.48651,0.00404,476.48651,0.00349,476.48651,0.00223
475.99084,0.00585,475.99084,0.00425,475.99084,0.01045,475.99084,0.02063,475.99084,0.01792,475.99084,0.00913,475.99084,9.85E-04,475.99084,7.16E-04,475.99084,0.00176,475.99084,0.00347,475.99084,0.00302,475.99084,0.00154
475.49518,0.00888,475.49518,0.00244,475.49518,0.01302,475.49518,0.02215,475.49518,0.02074,475.49518,0.01143,475.49518,0.0015,475.49518,4.12E-04,475.49518,0.00219,475.49518,0.00373,475.49518,0.00349,475.49518,0.00192
474.99945,0.00606,474.99945,0.00423,474.99945,0.00959,474.99945,0.01882,474.99945,0.01836,474.99945,0.01014,474.99945,0.00102,474.99945,7.12E-04,474.99945,0.00162,474.99945,0.00317,474.99945,0.00309,474.99945,0.00171
474.50369,0.00349,474.50369,0.00194,474.50369,0.00883,474.50369,0.01537,474.50369,0.01793,474.50369,0.00736,474.50369,5.88E-04,474.50369,3.26E-04,474.50369,0.00149,474.50369,0.00259,474.50369,0.00302,474.50369,0.00124
474.00784,0.00824,474.00784,0.0041,474.00784,0.01406,474.00784,0.02085,474.00784,0.02136,474.00784,0.00885,474.00784,0.00139,474.00784,6.91E-04,474.00784,0.00237,474.00784,0.00351,474.00784,0.0036,474.00784,0.00149
473.51202,0.00208,473.51202,0.00209,473.51202,0.00805,473.51202,0.01523,473.51202,0.0169,473.51202,0.00719,473.51202,3.51E-04,473.51202,3.52E-04,473.51202,0.00136,473.51202,0.00256,473.51202,0.00285,473.51202,0.00121
473.01605,0.00627,473.01605,0.00239,473.01605,0.01258,473.01605,0.01994,473.01605,0.01886,473.01605,0.0092,473.01605,0.00106,473.01605,4.03E-04,473.01605,0.00212,473.01605,0.00336,473.01605,0.00318,473.01605,0.00155
472.48196,0.00316,472.48196,-0.00107,472.48196,0.00843,472.48196,0.0162,472.48196,0.01582,472.48196,0.00885,472.48196,5.32E-04,472.48196,-1.80E-04,472.48196,0.00142,472.48196,0.00273,472.48196,0.00266,472.48196,0.00149
471.98599,0.00603,471.98599,0.0032,471.98599,0.01068,471.98599,0.02119,471.98599,0.01998,471.98599,0.00848,471.98599,0.00101,471.98599,5.38E-04,471.98599,0.0018,471.98599,0.00357,471.98599,0.00336,471.98599,0.00143
471.4899,0.00418,471.4899,0.00302,471.4899,0.01152,471.4899,0.02014,471.4899,0.01684,471.4899,0.01004,471.4899,7.05E-04,471.4899,5.08E-04,471.4899,0.00194,471.4899,0.00339,471.4899,0.00284,471.4899,0.00169
470.99377,0.00447,470.99377,0.00378,470.99377,0.01013,470.99377,0.01909,470.99377,0.01826,470.99377,0.00784,470.99377,7.53E-04,470.99377,6.37E-04,470.99377,0.00171,470.99377,0.00321,470.99377,0.00307,470.99377,0.00132
470.49762,0.00383,470.49762,0.00142,470.49762,0.01069,470.49762,0.01926,470.49762,0.01743,470.49762,0.006,470.49762,6.44E-04,470.49762,2.39E-04,470.49762,0.0018,470.49762,0.00324,470.49762,0.00294,470.49762,0.00101
470.00143,0.00388,470.00143,0.00576,470.00143,0.01329,470.00143,0.01986,470.00143,0.0196,470.00143,0.00944,470.00143,6.54E-04,470.00143,9.70E-04,470.00143,0.00224,470.00143,0.00334,470.00143,0.0033,470.00143,0.00159
469.50513,0.00502,469.50513,0.00538,469.50513,0.01257,469.50513,0.0201,469.50513,0.02047,469.50513,0.00974,469.50513,8.46E-04,469.50513,9.06E-04,469.50513,0.00212,469.50513,0.00339,469.50513,0.00345,469.50513,0.00164
469.00894,0.00545,469.00894,0.00422,469.00894,0.00957,469.00894,0.02074,469.00894,0.01767,469.00894,0.01183,469.00894,9.18E-04,469.00894,7.11E-04,469.00894,0.00161,469.00894,0.00349,469.00894,0.00298,469.00894,0.00199
468.51254,0.00764,468.51254,0.00515,468.51254,0.015,468.51254,0.02189,468.51254,0.01957,468.51254,0.01085,468.51254,0.00129,468.51254,8.67E-04,468.51254,0.00253,468.51254,0.00369,468.51254,0.0033,468.51254,0.00183
468.01614,0.00346,468.01614,9.23E-04,468.01614,0.01257,468.01614,0.01811,468.01614,0.0179,468.01614,0.00708,468.01614,5.82E-04,468.01614,1.55E-04,468.01614,0.00212,468.01614,0.00305,468.01614,0.00302,468.01614,0.00119
467.48154,0.00475,467.48154,0.00309,467.48154,0.01386,467.48154,0.01719,467.48154,0.01367,467.48154,0.00484,467.48154,8.00E-04,467.48154,5.20E-04,467.48154,0.00233,467.48154,0.0029,467.48154,0.0023,467.48154,8.14E-04
466.98502,0.00629,466.98502,0.00327,466.98502,0.01251,466.98502,0.01999,466.98502,0.01808,466.98502,0.00683,466.98502,0.00106,466.98502,5.50E-04,466.98502,0.00211,466.98502,0.00337,466.98502,0.00305,466.98502,0.00115
466.48846,0.00793,466.48846,0.00347,466.48846,0.01387,466.48846,0.02115,466.48846,0.02003,466.48846,0.01201,466.48846,0.00133,466.48846,5.84E-04,466.48846,0.00234,466.48846,0.00356,466.48846,0.00337,466.48846,0.00202
465.99188,0.00264,465.99188,0.00142,465.99188,0.01123,465.99188,0.01703,465.99188,0.01705,465.99188,0.007,465.99188,4.45E-04,465.99188,2.38E-04,465.99188,0.00189,465.99188,0.00287,465.99188,0.00287,465.99188,0.00118
465.49524,0.00645,465.49524,0.00357,465.49524,0.01223,465.49524,0.02252,465.49524,0.01802,465.49524,0.00917,465.49524,0.00109,465.49524,6.01E-04,465.49524,0.00206,465.49524,0.00379,465.49524,0.00303,465.49524,0.00154
464.9985,0.00542,464.9985,0.00514,464.9985,0.01266,464.9985,0.02068,464.9985,0.01836,464.9985,0.01174,464.9985,9.13E-04,464.9985,8.65E-04,464.9985,0.00213,464.9985,0.00348,464.9985,0.00309,464.9985,0.00198
464.50186,0.00244,464.50186,4.33E-04,464.50186,0.00772,464.50186,0.01729,464.50186,0.01466,464.50186,0.00453,464.50186,4.11E-04,464.50186,7.30E-05,464.50186,0.0013,464.50186,0.00291,464.50186,0.00247,464.50186,7.63E-04
464.00504,0.00286,464.00504,0.00354,464.00504,0.01276,464.00504,0.02021,464.00504,0.0186,464.00504,0.0081,464.00504,4.81E-04,464.00504,5.96E-04,464.00504,0.00215,464.00504,0.0034,464.00504,0.00313,464.00504,0.00136
463.50821,0.00494,463.50821,0.00302,463.50821,0.01238,463.50821,0.01842,463.50821,0.01783,463.50821,0.00997,463.50821,8.31E-04,463.50821,5.08E-04,463.50821,0.00209,463.50821,0.0031,463.50821,0.003,463.50821,0.00168
463.01132,0.00365,463.01132,0.00197,463.01132,0.01054,463.01132,0.01893,463.01132,0.01639,463.01132,0.00812,463.01132,6.14E-04,463.01132,3.31E-04,463.01132,0.00177,463.01132,0.00319,463.01132,0.00276,463.01132,0.00137
462.51447,0.00302,462.51447,0.00471,462.51447,0.01211,462.51447,0.02086,462.51447,0.01913,462.51447,0.00982,462.51447,5.09E-04,462.51447,7.94E-04,462.51447,0.00204,462.51447,0.00351,462.51447,0.00322,462.51447,0.00165
462.01743,0.00429,462.01743,0.00331,462.01743,0.0117,462.01743,0.01988,462.01743,0.01815,462.01743,0.00999,462.01743,7.22E-04,462.01743,5.58E-04,462.01743,0.00197,462.01743,0.00335,462.01743,0.00306,462.01743,0.00168
461.48227,0.00348,461.48227,0.00317,461.48227,0.01338,461.48227,0.01989,461.48227,0.0192,461.48227,0.01133,461.48227,5.86E-04,461.48227,5.33E-04,461.48227,0.00225,461.48227,0.00335,461.48227,0.00323,461.48227,0.00191
460.98514,0.00648,460.98514,0.0026,460.98514,0.01445,460.98514,0.02017,460.98514,0.02068,460.98514,0.01085,460.98514,0.00109,460.98514,4.37E-04,460.98514,0.00243,460.98514,0.0034,460.98514,0.00348,460.98514,0.00183
