D-2_smoothed_normalized_wavelength_nm,D-2_smoothed_normalized_abs_au,P-2_smoothed_normalized_wavelength_nm,P-2_smoothed_normalized_abs_au,D-3_smoothed_normalized_wavelength_nm,D-3_smoothed_normalized_abs_au,P-3_smoothed_normalized_wavelength_nm,P-3_smoothed_normalized_abs_au,D-4_smoothed_normalized_wavelength_nm,D-4_smoothed_normalized_abs_au,P-4_smoothed_normalized_wavelength_nm,P-4_smoothed_normalized_abs_au,D-2_raw_wavelength_nm,D-2_raw_abs_au,P-2_raw_wavelength_nm,P-2_raw_abs_au,D-3_raw_wavelength_nm,D-3_raw_abs_au,P-3_raw_wavelength_nm,P-3_raw_abs_au,D-4_raw_wavelength_nm,D-4_raw_abs_au,P-4_raw_wavelength_nm,P-4_raw_abs_au
525.00647,0.00223,525.00647,0.00145,524.99774,-0.00197,524.99774,-1.90E-04,524.99554,0.01381,524.99554,0.01614,525.00647,8.54E-04,525.00647,5.99E-04,524.99774,-0.00194,524.99774,2.05E-05,524.99554,0.01257,524.99554,0.01448
524.51624,0.00182,524.51624,0.00145,524.50732,-0.00213,524.50732,-1.90E-04,524.50537,0.01376,524.50537,0.01614,524.51624,0.00122,524.51624,0.00107,524.50732,-0.00133,524.50732,9.05E-04,524.50537,0.01215,524.50537,0.01431
523.98828,0.00176,523.98828,0.00145,524.01697,-0.00213,524.01697,-4.82E-04,524.01526,0.01376,524.01526,0.01624,523.98828,0.00108,523.98828,7.07E-04,524.01697,-0.0022,524.01697,-1.87E-04,524.01526,0.0123,524.01526,0.01455
523.49786,0.00182,523.49786,0.00147,523.48871,-0.00213,523.48871,-4.82E-04,523.48737,0.01376,523.48737,0.01624,523.49786,8.88E-04,523.49786,7.17E-04,523.48871,-0.0021,523.48871,-0.00161,523.48737,0.01227,523.48737,0.01448
523.00751,0.00182,523.00751,0.00147,522.99811,-0.00213,522.99811,-0.00144,522.99701,0.01381,522.99701,0.01624,523.00751,6.99E-04,523.00751,7.15E-04,522.99811,-0.00201,522.99811,-4.75E-04,522.99701,0.01261,522.99701,0.01478
522.51703,0.00182,522.51703,0.00148,522.50763,-0.00211,522.50763,-0.00149,522.50677,0.01376,522.50677,0.01605,522.51703,9.75E-04,522.51703,0.0011,522.50763,-0.00192,522.50763,0.00105,522.50677,0.01238,522.50677,0.01454
521.98883,0.00184,521.98883,0.00149,522.01691,-0.00204,522.01691,-0.00144,522.01636,0.01344,522.01636,0.01604,521.98883,8.96E-04,521.98883,8.79E-04,522.01691,-0.00196,522.01691,-0.00142,522.01636,0.01239,522.01636,0.0143
521.49823,0.00201,521.49823,0.00181,521.48853,-0.00199,521.48853,-0.00149,521.48828,0.01344,521.48828,0.01604,521.49823,0.00102,521.49823,0.00103,521.48853,-0.00208,521.48853,-0.00147,521.48828,0.01198,521.48828,0.01429
521.00769,0.00184,521.00769,0.00181,520.99774,-0.00206,520.99774,-0.00149,520.99774,0.01344,520.99774,0.01603,521.00769,0.00113,521.00769,7.24E-04,520.99774,-0.0016,520.99774,-0.00137,520.99774,0.0118,520.99774,0.01429
520.51697,0.00209,520.51697,0.00212,520.50696,-0.00206,520.50696,-0.00149,520.50726,0.01344,520.50726,0.01603,520.51697,0.00102,520.51697,0.00123,520.50696,-0.00192,520.50696,-0.00147,520.50726,0.01222,520.50726,0.01436
519.98846,0.00209,519.98846,0.00241,520.01611,-0.00195,520.01611,-0.00139,520.01666,0.01371,520.01666,0.01603,519.98846,8.58E-04,519.98846,0.00168,520.01611,-0.00203,520.01611,-7.96E-04,520.01666,0.01262,520.01666,0.01429
519.49774,0.00176,519.49774,0.00241,519.48743,-0.00206,519.48743,-0.00149,519.48822,0.01372,519.48822,0.01606,519.49774,0.00117,519.49774,0.00122,519.48743,-0.00188,519.48743,-6.70E-04,519.48822,0.01268,519.48822,0.01431
519.00684,0.00176,519.00684,0.0021,518.99652,-0.00206,518.99652,-0.00173,518.99762,0.01372,518.99762,0.01606,519.00684,0.00127,519.00684,0.00117,518.99652,-0.00151,518.99652,-0.00132,518.99762,0.01271,518.99762,0.01455
518.51599,0.00184,518.51599,0.0021,518.50549,-0.00191,518.50549,-0.00173,518.50677,0.01372,518.50677,0.01606,518.51599,7.80E-04,518.51599,9.43E-04,518.50549,-0.00204,518.50549,-0.00187,518.50677,0.01222,518.50677,0.01484
517.98724,0.0016,517.98724,0.0021,518.0144,-0.00205,518.0144,-0.00173,518.01605,0.01372,518.01605,0.01614,517.98724,8.95E-04,517.98724,0.00102,518.0144,-0.00175,518.0144,-0.0017,518.01605,0.0122,518.01605,0.01498
517.49634,0.0016,517.49634,0.00194,517.48547,-0.00207,517.48547,-0.00173,517.48737,0.01372,517.48737,0.01614,517.49634,0.00112,517.49634,0.0011,517.48547,-0.0018,517.48547,-0.00151,517.48737,0.01224,517.48737,0.01426
517.00525,0.00184,517.00525,0.0021,516.99438,-0.00205,516.99438,-0.00165,516.99652,0.01373,516.99652,0.01614,517.00525,7.07E-04,517.00525,0.00128,516.99438,-0.00202,516.99438,-0.00162,516.99652,0.01263,516.99652,0.01439
516.5141,0.0023,516.5141,0.00226,516.50305,-0.00205,516.50305,-0.00153,516.50555,0.01373,516.50555,0.01614,516.5141,0.00358,516.5141,5.07E-04,516.50305,-0.00207,516.50305,-0.00139,516.50555,0.01248,516.50555,0.01508
515.98523,0.0026,515.98523,0.00205,516.01178,-0.00208,516.01178,-0.00141,516.01459,0.01394,516.01459,0.01649,515.98523,0.00159,515.98523,0.00141,516.01178,-0.00122,516.01178,-9.44E-04,516.01459,0.01224,516.01459,0.01474
515.49402,0.0026,515.49402,0.00205,515.48267,-0.0021,515.48267,-0.00134,515.48572,0.01394,515.48572,0.01653,515.49402,0.0014,515.49402,0.00128,515.48267,-0.00189,515.48267,-0.00132,515.48572,0.01243,515.48572,0.01474
515.00275,0.00244,515.00275,0.0022,514.99127,-0.00208,514.99127,-0.00106,514.99457,0.01394,514.99457,0.01653,515.00275,0.00127,515.00275,9.99E-04,514.99127,-0.00205,514.99127,-0.00105,514.99457,0.01297,514.99457,0.0147
514.51141,0.00244,514.51141,0.0022,514.49982,-0.00208,514.49982,-0.00106,514.50336,0.01416,514.50336,0.01653,514.51141,8.69E-04,514.51141,0.00138,514.49982,-0.00212,514.49982,-9.33E-04,514.50336,0.01265,514.50336,0.01487
513.9823,0.00244,513.9823,0.0022,514.00836,-0.00215,514.00836,-0.00106,514.01215,0.01419,514.01215,0.01668,513.9823,0.00119,513.9823,0.00107,514.00836,-0.00182,514.00836,-1.92E-04,514.01215,0.01262,514.01215,0.01487
513.49084,0.00241,513.49084,0.00284,513.51685,-0.00216,513.51685,-0.00172,513.48315,0.01419,513.48315,0.01668,513.49084,0.00128,513.49084,0.00163,513.51685,-0.0014,513.51685,-9.04E-04,513.48315,0.01272,513.48315,0.0151
512.99933,0.00241,512.99933,0.00335,512.98737,-0.00216,512.98737,-0.00172,512.99176,0.01427,512.99176,0.01675,512.99933,0.00156,512.99933,0.00416,512.98737,-0.00212,512.98737,-0.00195,512.99176,0.01289,512.99176,0.01517
512.50787,0.00241,512.50787,0.00361,512.49567,-0.00216,512.49567,-0.00172,512.50037,0.01427,512.50037,0.01675,512.50787,0.00117,512.50787,0.0027,512.49567,-0.00225,512.49567,-0.00169,512.50037,0.01272,512.50037,0.01493
512.01624,0.00241,512.01624,0.00361,512.00403,-0.00216,512.00403,-0.00172,512.00897,0.01427,512.00897,0.01675,512.01624,0.0011,512.01624,0.00175,512.00403,-0.00174,512.00403,-0.0017,512.00897,0.01601,512.00897,0.01525
511.48682,0.00241,511.48682,0.00336,511.51227,-0.00215,511.51227,-0.00172,511.5174,0.01427,511.5174,0.01675,511.48682,0.00132,511.48682,0.00184,511.51227,-0.00189,511.51227,-0.00155,511.5174,0.01267,511.5174,0.01493
510.99515,0.00264,510.99515,0.00322,510.9826,-0.00191,510.9826,-0.00165,510.98807,0.01436,510.98807,0.01693,510.99515,0.00143,510.99515,0.00145,510.9826,-0.00212,510.9826,-0.0012,510.98807,0.01282,510.98807,0.01612
510.50342,0.00265,510.50342,0.00309,510.49075,-0.00191,510.49075,-0.00157,510.49649,0.01433,510.49649,0.0169,510.50342,0.0015,510.50342,0.00164,510.49075,-0.00181,510.49075,-0.00163,510.49649,0.01279,510.49649,0.01532
510.01157,0.00264,510.01157,0.00309,509.99884,-0.00183,509.99884,-0.00153,510.00479,0.01436,510.00479,0.0169,510.01157,0.00128,510.01157,0.00157,509.99884,-0.00135,509.99884,-0.00144,510.00479,0.01283,510.00479,0.01509
509.48187,0.00255,509.48187,0.00309,509.50684,-0.00171,509.50684,-0.00153,509.51306,0.01433,509.51306,0.01658,509.48187,0.00129,509.48187,0.0015,509.50684,-0.00168,509.50684,-0.00151,509.51306,0.01277,509.51306,0.01506
508.99005,0.00209,508.99005,0.00309,509.01483,-0.00137,509.01483,-0.00153,508.98346,0.01433,508.98346,0.01658,508.99005,0.00124,508.99005,0.00175,509.01483,-0.00126,509.01483,-0.00145,508.98346,0.01288,508.98346,0.01478
508.49805,0.00196,508.49805,0.00302,508.48486,-0.00129,508.48486,-0.00153,508.49173,0.01433,508.49173,0.01658,508.49805,0.00102,508.49805,0.00147,508.48486,-2.25E-04,508.48486,-0.00127,508.49173,0.01251,508.49173,0.01474
508.00604,0.00196,508.00604,0.00302,507.99271,-0.00128,507.99271,-0.00151,507.99979,0.01445,507.99979,0.01658,508.00604,6.85E-04,508.00604,0.00152,507.99271,-7.39E-04,507.99271,-0.00156,507.99979,0.01296,507.99979,0.01527
507.51401,0.00184,507.51401,0.00287,507.50052,-0.00129,507.50052,-0.00159,507.5079,0.01423,507.5079,0.01709,507.51401,9.54E-04,507.51401,0.0014,507.50052,-0.00127,507.50052,-0.00146,507.5079,0.01292,507.5079,0.01523
506.9841,0.00184,506.9841,0.00267,507.00833,-0.00129,507.00833,-0.00159,507.01593,0.01438,507.01593,0.01709,506.9841,0.00101,506.9841,0.00148,507.00833,-9.96E-04,507.00833,-0.00149,507.01593,0.01307,507.01593,0.01574
506.49191,0.00196,506.49191,0.00267,506.51602,-0.00134,506.51602,-0.00169,506.48608,0.01438,506.48608,0.01709,506.49191,8.94E-04,506.49191,0.00107,506.51602,-0.00127,506.51602,-0.00188,506.48608,0.01269,506.48608,0.01534
505.99973,0.00209,505.99973,0.00267,505.98578,-0.00134,505.98578,-0.00169,505.99396,0.01423,505.99396,0.01694,505.99973,0.00118,505.99973,0.0013,505.98578,-0.00132,505.98578,-0.00152,505.99396,0.01282,505.99396,0.01509
505.50745,0.00242,505.50745,0.00267,505.49344,-0.00142,505.49344,-0.00169,505.50189,0.01423,505.50189,0.01694,505.50745,0.00146,505.50745,0.00191,505.49344,-0.0014,505.49344,-0.00166,505.50189,0.01348,505.50189,0.0157
505.01505,0.0027,505.01505,0.00374,505.00095,-0.00169,505.00095,-0.00163,505.00967,0.01438,505.00967,0.01692,505.01505,0.00149,505.01505,0.00215,505.00095,-8.84E-04,505.00095,-0.00152,505.00967,0.01249,505.00967,0.01445
504.48483,0.0027,504.48483,0.00374,504.50845,-0.00169,504.50845,-0.00169,504.51746,0.01446,504.51746,0.01679,504.48483,0.00131,504.48483,0.00182,504.50845,-0.00167,504.50845,-0.00161,504.51746,0.01289,504.51746,0.01543
503.99246,0.0027,503.99246,0.00374,504.01593,-0.00169,504.01593,-0.00178,503.9873,0.01446,503.9873,0.01679,503.99246,0.00163,503.99246,0.00268,504.01593,-0.00177,504.01593,-0.0015,503.9873,0.01297,503.9873,0.01508
503.5,0.0027,503.5,0.00374,503.48544,-0.00169,503.48544,-0.00178,503.49496,0.01453,503.49496,0.01692,503.5,0.00124,503.5,0.00178,503.48544,-0.00124,503.48544,-0.00176,503.49496,0.01323,503.49496,0.01497
503.00748,0.00255,503.00748,0.00372,502.99277,-0.00168,502.99277,-0.00178,503.00259,0.01453,503.00259,0.01679,503.00748,0.00176,503.00748,0.00266,502.99277,-0.00157,502.99277,-0.00176,503.00259,0.01295,503.00259,0.01508
502.51489,0.00255,502.51489,0.00372,502.50003,-0.00168,502.50003,-0.00179,502.51013,0.01445,502.51013,0.01679,502.51489,0.0018,502.51489,0.0021,502.50003,-0.00163,502.50003,-0.00136,502.51013,0.01319,502.51013,0.01556
501.98434,0.00314,501.98434,0.00408,502.00732,-0.00182,502.00732,-0.00179,502.01767,0.01404,502.01767,0.01692,501.98434,0.00117,501.98434,0.00181,502.00732,-0.00165,502.00732,-0.00162,502.01767,0.01234,502.01767,0.01479
501.49161,0.00314,501.49161,0.00408,501.51447,-0.00186,501.51447,-0.00187,501.48724,0.01404,501.48724,0.01697,501.49161,0.00153,501.49161,0.00207,501.51447,-0.00187,501.51447,-0.00188,501.48724,0.01288,501.48724,0.01515
500.99896,0.00302,500.99896,0.00408,500.98373,-0.00186,500.98373,-0.00187,500.99457,0.01404,500.99457,0.01697,500.99896,0.00157,500.99896,0.00198,500.98373,-0.00179,500.98373,-0.00144,500.99457,0.01251,500.99457,0.01528
500.50613,0.00314,500.50613,0.00425,500.49081,-0.0019,500.49081,-0.00187,500.50198,0.01442,500.50198,0.017,500.50613,0.0019,500.50613,0.00263,500.49081,-0.00183,500.49081,-0.00185,500.50198,0.01332,500.50198,0.01513
