P-1_temperature_C,P-1_weight_mg,P-1_weight_percent,P-2_temperature_C,P-2_weight_mg,P-2_weight_percent,P-3_temperature_C,P-3_weight_mg,P-3_weight_percent,P-4_temperature_C,P-4_weight_mg,P-4_weight_percent
308.4469,0.31251,7.80089,308.6385,0.07339,1.67725,297.5375,-0.14094,0.06418,575.5278,-0.17102,0.11541
308.5296,0.31234,7.79655,308.7206,0.07329,1.67501,297.6204,-0.14088,0.0649,575.6941,-0.17098,0.11622
308.614,0.31205,7.7893,308.805,0.07335,1.67634,297.703,-0.14075,0.06658,575.8628,-0.17077,0.12128
308.6967,0.31171,7.78102,308.8886,0.07345,1.67859,297.7867,-0.1409,0.06469,576.03,-0.17076,0.12145
308.7797,0.31151,7.77595,308.9719,0.07345,1.67861,297.8688,-0.1412,0.06099,576.1963,-0.17078,0.12102
308.8632,0.31117,7.76756,309.0561,0.07322,1.67335,297.9526,-0.14125,0.06039,576.3648,-0.17085,0.11942
308.9462,0.31093,7.76155,309.1386,0.07307,1.66995,298.0353,-0.14118,0.06124,576.5306,-0.17096,0.11683
309.03,0.31059,7.75287,309.224,0.07301,1.66849,298.118,-0.14122,0.06076,576.6982,-0.17114,0.11259
309.1128,0.31023,7.74409,309.3061,0.07304,1.66921,298.201,-0.14117,0.06136,576.8651,-0.17102,0.11542
309.1967,0.30999,7.73796,309.3896,0.07307,1.66986,298.2848,-0.14106,0.06277,577.0318,-0.1709,0.11813
309.2806,0.30972,7.73116,309.4716,0.07306,1.66961,298.3682,-0.14109,0.06241,577.1988,-0.1709,0.11808
309.3642,0.30942,7.7238,309.5564,0.07306,1.6696,298.451,-0.14122,0.06081,577.3672,-0.17094,0.11736
309.4476,0.30905,7.71443,309.6397,0.07315,1.67176,298.5328,-0.14123,0.06068,577.5332,-0.171,0.11588
309.532,0.30868,7.70524,309.7237,0.0732,1.67283,298.6178,-0.14131,0.05966,577.7037,-0.17124,0.11026
309.6139,0.30825,7.69454,309.8068,0.07322,1.67345,298.7004,-0.14138,0.05876,577.87,-0.17129,0.10909
309.6978,0.30805,7.68965,309.8894,0.07314,1.6715,298.7837,-0.14121,0.06093,578.0371,-0.1713,0.10902
309.7811,0.3078,7.68323,309.9732,0.07306,1.66968,298.8675,-0.14122,0.06076,578.2024,-0.17135,0.10778
309.8647,0.30738,7.67283,310.0564,0.07307,1.66986,298.9504,-0.14126,0.06028,578.3703,-0.17127,0.10964
309.9468,0.30707,7.66499,310.1394,0.073,1.66833,299.0338,-0.14106,0.06272,578.5381,-0.17124,0.11024
310.0317,0.30681,7.65872,310.2228,0.07296,1.66732,299.117,-0.14089,0.06476,578.7032,-0.17131,0.10874
310.115,0.30663,7.65411,310.3063,0.07297,1.66762,299.1992,-0.14097,0.06381,578.872,-0.17142,0.1061
310.198,0.30637,7.64766,310.3894,0.07296,1.66746,299.2835,-0.141,0.06344,579.0408,-0.17144,0.10578
310.2822,0.3061,7.64077,310.4717,0.07291,1.66623,299.366,-0.14094,0.06426,579.208,-0.17144,0.10567
310.3654,0.30577,7.63267,310.5564,0.07296,1.66746,299.4493,-0.14103,0.06307,579.3756,-0.1715,0.10421
310.4486,0.3054,7.62342,310.6384,0.07286,1.66507,299.5327,-0.14114,0.06175,579.543,-0.17164,0.10103
310.5328,0.30498,7.61289,310.7252,0.07261,1.65942,299.614,-0.14119,0.06111,579.711,-0.17164,0.10097
310.6174,0.30465,7.60462,310.8075,0.07247,1.65627,299.6988,-0.14115,0.0616,579.8762,-0.1717,0.09962
310.7,0.30449,7.60076,310.8912,0.07249,1.65671,299.7815,-0.14107,0.06259,580.044,-0.17174,0.09879
310.7834,0.30425,7.59469,310.9745,0.07244,1.6555,299.8654,-0.14093,0.06429,580.2113,-0.17162,0.10148
310.8666,0.30395,7.58717,311.0575,0.07246,1.65596,299.9485,-0.14081,0.06583,580.3794,-0.17154,0.10342
310.95,0.30382,7.58402,311.1411,0.07258,1.65866,300.032,-0.14064,0.06791,580.5472,-0.17151,0.10403
311.033,0.30357,7.5778,311.2242,0.07265,1.66024,300.114,-0.14064,0.06787,580.7144,-0.17166,0.10058
311.1156,0.30325,7.56973,311.3071,0.07275,1.66266,300.1973,-0.14065,0.0678,580.8822,-0.17179,0.09753
311.1994,0.30297,7.56285,311.3921,0.07276,1.66291,300.2806,-0.14061,0.06828,581.0495,-0.17193,0.0944
311.284,0.30283,7.55934,311.4741,0.07229,1.65218,300.3646,-0.14077,0.06631,581.215,-0.17201,0.09241
311.3678,0.30261,7.55386,311.5596,0.07204,1.64631,300.448,-0.14107,0.06261,581.3831,-0.17197,0.09339
311.451,0.30242,7.54892,311.6408,0.07203,1.64618,300.53,-0.14106,0.06275,581.5484,-0.17192,0.09449
311.5345,0.30209,7.54085,311.7259,0.0722,1.65014,300.6143,-0.14119,0.06107,581.7187,-0.17178,0.09779
311.6182,0.30167,7.53031,311.8108,0.07226,1.6513,300.6969,-0.14143,0.05821,581.8861,-0.17159,0.10228
311.7022,0.30128,7.52048,311.892,0.07214,1.64862,300.7794,-0.14163,0.05567,582.0522,-0.17156,0.10289
311.7852,0.30077,7.5079,311.9758,0.07205,1.64665,300.8634,-0.14157,0.05643,582.2187,-0.17164,0.10113
311.8689,0.30039,7.49836,312.0596,0.07213,1.64842,300.9475,-0.14157,0.05649,582.3882,-0.17157,0.10268
311.9538,0.30001,7.48878,312.1432,0.07225,1.65121,301.029,-0.1419,0.05242,582.5543,-0.17147,0.10502
312.0347,0.29964,7.47962,312.228,0.07224,1.65094,301.1127,-0.14222,0.0484,582.7209,-0.17151,0.10403
312.1169,0.29948,7.47576,312.3098,0.07215,1.64894,301.1955,-0.14236,0.04666,582.8886,-0.1715,0.10428
312.2016,0.2993,7.4711,312.3948,0.07203,1.64611,301.2784,-0.14213,0.0495,583.0562,-0.1714,0.10666
312.2861,0.29913,7.46682,312.476,0.07204,1.64647,301.3631,-0.14198,0.05137,583.2237,-0.17125,0.10998
312.3691,0.29872,7.45663,312.5602,0.07214,1.64872,301.4434,-0.14163,0.05565,583.3903,-0.17133,0.10832
312.4532,0.29837,7.44794,312.6448,0.07228,1.65184,301.527,-0.14141,0.05843,583.559,-0.17115,0.11244
312.5364,0.29817,7.44292,312.7295,0.07239,1.65446,301.6101,-0.14162,0.05582,583.7226,-0.17103,0.11514
312.6188,0.29787,7.43541,312.812,0.07264,1.66003,301.6942,-0.14169,0.05496,583.8916,-0.17118,0.11162
312.7022,0.29762,7.4291,312.8948,0.07294,1.66697,301.779,-0.14158,0.05628,584.0572,-0.17131,0.1087
312.7836,0.29735,7.42237,312.9786,0.0729,1.66613,301.8626,-0.14158,0.05627,584.2245,-0.17123,0.11063
312.869,0.29702,7.41431,313.0626,0.07277,1.6631,301.9439,-0.14164,0.05553,584.3926,-0.17116,0.11207
312.953,0.29664,7.40467,313.1461,0.07273,1.66211,302.0272,-0.14157,0.05647,584.5614,-0.17126,0.10978
313.0362,0.29626,7.39517,313.229,0.0726,1.65914,302.1106,-0.1415,0.05729,584.7273,-0.1714,0.10657
313.1197,0.29596,7.38789,313.3131,0.07261,1.65942,302.1948,-0.14135,0.0592,584.8948,-0.17148,0.10481
313.2044,0.29577,7.38308,313.3944,0.07268,1.6609,302.2787,-0.14139,0.05866,585.062,-0.17123,0.11051
313.287,0.29553,7.377,313.4788,0.07253,1.65769,302.3616,-0.14138,0.05874,585.2284,-0.17104,0.11492
313.3704,0.29512,7.36689,313.5613,0.07241,1.65477,302.444,-0.14139,0.0587,585.3962,-0.1711,0.11356
313.4515,0.29483,7.3595,313.644,0.07235,1.65342,302.5282,-0.14143,0.05818,585.5632,-0.17132,0.10838
313.536,0.29454,7.35235,313.7282,0.07233,1.65298,302.6111,-0.14149,0.05744,585.7299,-0.17152,0.1039
313.6212,0.29436,7.34783,313.8127,0.07231,1.65257,302.6944,-0.1414,0.05858,585.8968,-0.17142,0.10625
313.703,0.29408,7.34089,313.8948,0.07233,1.65311,302.7788,-0.14137,0.05888,586.0638,-0.17114,0.11257
313.7854,0.29375,7.33251,313.9778,0.07236,1.6537,302.8625,-0.14135,0.0591,586.2314,-0.17133,0.10821
313.8695,0.29332,7.32195,314.0619,0.0723,1.65222,302.9444,-0.14135,0.0591,586.399,-0.17136,0.10757
313.9539,0.29306,7.31535,314.1451,0.07232,1.65282,303.0294,-0.14131,0.05962,586.565,-0.17139,0.10686
314.0365,0.29286,7.31051,314.2284,0.07235,1.65355,303.1137,-0.1413,0.05971,586.7336,-0.17156,0.10283
314.1208,0.29264,7.30496,314.31,0.07251,1.6572,303.1955,-0.14135,0.05912,586.8996,-0.17148,0.1047
314.2046,0.29239,7.29876,314.3946,0.07229,1.65211,303.2783,-0.1414,0.05857,587.0664,-0.17142,0.10624
314.2871,0.29209,7.29123,314.4775,0.07208,1.64723,303.3616,-0.14138,0.05884,587.2338,-0.17147,0.10489
314.3711,0.29183,7.28461,314.5607,0.07203,1.64619,303.445,-0.14132,0.05951,587.4012,-0.17155,0.10308
314.4545,0.2917,7.28148,314.6467,0.07198,1.6449,303.5292,-0.14129,0.05991,587.569,-0.17169,0.09993
314.537,0.29161,7.2791,314.7292,0.0719,1.64313,303.6121,-0.14127,0.06017,587.7355,-0.17158,0.10236
314.6212,0.29134,7.27246,314.8132,0.07195,1.64432,303.6947,-0.14129,0.05988,587.9022,-0.17149,0.10443
314.7059,0.29105,7.26527,314.8946,0.07196,1.64446,303.7772,-0.14126,0.06022,588.072,-0.17138,0.10708
314.7875,0.29069,7.25614,314.9792,0.07189,1.64307,303.8615,-0.14124,0.06046,588.2365,-0.17134,0.10789
314.8715,0.29033,7.24719,315.0623,0.07197,1.64479,303.9444,-0.14133,0.05937,588.4055,-0.17133,0.10814
314.9537,0.28987,7.23583,315.1455,0.07205,1.64656,304.0278,-0.14139,0.05867,588.5726,-0.17159,0.10229
315.0372,0.28959,7.22886,315.2288,0.07195,1.64444,304.1107,-0.14143,0.05822,588.7399,-0.17162,0.1014
315.1226,0.28948,7.22605,315.3125,0.07194,1.64414,304.1949,-0.14144,0.05807,588.9072,-0.17185,0.09628
315.2042,0.28937,7.22325,315.3944,0.07196,1.64453,304.2793,-0.14138,0.05883,589.0722,-0.17196,0.09372
315.2875,0.28899,7.21385,315.4785,0.07174,1.63951,304.3626,-0.14137,0.05885,589.2395,-0.172,0.09258
315.371,0.2886,7.20397,315.5614,0.07154,1.6349,304.4443,-0.14136,0.05903,589.4066,-0.17198,0.09308
315.4538,0.28816,7.19297,315.6445,0.07147,1.63344,304.5281,-0.14142,0.05827,589.5748,-0.17213,0.08979
315.5376,0.28784,7.18503,315.728,0.07152,1.63454,304.6103,-0.1413,0.05973,589.7407,-0.17231,0.08554
315.621,0.2876,7.17916,315.8128,0.07155,1.63525,304.6954,-0.14126,0.0603,589.9094,-0.17243,0.08265
315.706,0.28727,7.17079,315.8942,0.07165,1.63756,304.7797,-0.14131,0.05961,590.0768,-0.17248,0.08155
315.7882,0.28684,7.16002,315.9783,0.0718,1.64084,304.8622,-0.14134,0.05928,590.2456,-0.17223,0.08727
315.8716,0.28667,7.1559,316.0619,0.07181,1.64104,304.945,-0.14132,0.05958,590.413,-0.17217,0.0887
315.9545,0.28663,7.15498,316.1445,0.07161,1.63646,305.0284,-0.14139,0.05865,590.5803,-0.17256,0.07977
316.0382,0.28633,7.14743,316.2278,0.07147,1.63337,305.1135,-0.14155,0.05663,590.7482,-0.17352,0.0575
316.1216,0.28596,7.13806,316.3124,0.07146,1.63307,305.1951,-0.14158,0.05634,590.9152,-0.17379,0.05116
316.2054,0.28571,7.1319,316.3944,0.07147,1.63338,305.2785,-0.14146,0.05779,591.0822,-0.17395,0.04745
316.2886,0.28549,7.12643,316.4784,0.07153,1.63478,305.362,-0.14137,0.05896,591.2505,-0.17402,0.04593
316.3716,0.28521,7.11949,316.5628,0.0716,1.63644,305.445,-0.14139,0.05869,591.4182,-0.17367,0.05407
316.455,0.28492,7.11217,316.6456,0.07158,1.63585,305.5283,-0.14154,0.05687,591.5878,-0.1732,0.06493
316.539,0.28469,7.10651,316.7283,0.07159,1.6361,305.6126,-0.14171,0.05473,591.754,-0.17296,0.07049
316.623,0.28453,7.10233,316.8132,0.07154,1.63497,305.6954,-0.14167,0.05515,591.9206,-0.17281,0.07397
316.7073,0.28417,7.09358,316.8946,0.07141,1.632,305.7795,-0.14159,0.05621,592.0874,-0.17179,0.09765
316.791,0.2837,7.08175,316.979,0.07138,1.63139,305.8608,-0.14158,0.05626,592.2551,-0.17052,0.1269
316.8728,0.28328,7.07116,317.0626,0.0714,1.63179,305.9448,-0.14174,0.05432,592.4213,-0.17,0.13897
316.9568,0.28292,7.06234,317.1459,0.07141,1.63198,306.0284,-0.14178,0.05384,592.5869,-0.16973,0.14522
317.039,0.28263,7.05503,317.2302,0.07147,1.63332,306.1133,-0.14182,0.05336,592.7535,-0.16964,0.14744
317.1223,0.28226,7.04569,317.312,0.07157,1.6357,306.1946,-0.14175,0.05427,592.921,-0.16962,0.14786
317.2053,0.28182,7.03474,317.3956,0.07148,1.6337,306.2788,-0.14177,0.05393,593.0882,-0.16951,0.15051
317.2902,0.28149,7.02652,317.4792,0.07129,1.62932,306.3628,-0.14173,0.05442,593.2539,-0.17004,0.13824
317.374,0.28126,7.02095,317.5627,0.0712,1.62724,306.445,-0.14171,0.05473,593.4206,-0.17078,0.12092
317.4564,0.28105,7.01571,317.6459,0.0712,1.62708,306.5282,-0.14163,0.05567,593.5868,-0.17135,0.10771
317.5409,0.28029,6.9965,317.7299,0.07114,1.62576,306.6126,-0.14162,0.05585,593.755,-0.172,0.09276
317.6232,0.27942,6.97487,317.8127,0.07112,1.62528,306.6956,-0.14151,0.05723,593.9214,-0.17177,0.09807
317.707,0.27893,6.96277,317.8972,0.07124,1.62813,306.7791,-0.14155,0.05666,594.0896,-0.17172,0.09916
317.7906,0.27871,6.95706,317.9797,0.07133,1.63025,306.8623,-0.14155,0.05672,594.2559,-0.17192,0.09454
317.8732,0.27852,6.95254,318.064,0.07137,1.63112,306.9446,-0.14146,0.05775,594.4244,-0.17185,0.09623
317.9565,0.27838,6.94884,318.1474,0.07132,1.62989,307.0292,-0.14144,0.05804,594.591,-0.17193,0.09424
318.0418,0.27822,6.94502,318.2308,0.07139,1.63162,307.112,-0.1414,0.05856,594.7576,-0.17214,0.08956
318.126,0.27796,6.93842,318.3136,0.07151,1.63418,307.1966,-0.1414,0.05858,594.9248,-0.17237,0.08406
318.2098,0.2776,6.92943,318.3964,0.07136,1.63076,307.279,-0.14133,0.05939,595.094,-0.17215,0.08928
318.2932,0.27747,6.92632,318.4812,0.07058,1.613,307.3609,-0.14129,0.05989,595.2602,-0.17193,0.09427
318.3754,0.27734,6.92297,318.5646,0.07055,1.6123,307.4455,-0.14126,0.06031,595.4274,-0.17183,0.09663
318.4595,0.27724,6.92037,318.648,0.06969,1.59262,307.528,-0.14139,0.05865,595.5945,-0.17199,0.09295
318.5434,0.2769,6.91205,318.7308,0.06872,1.57055,307.611,-0.14146,0.05786,595.7627,-0.17207,0.09117
318.6273,0.27666,6.90612,318.8154,0.06777,1.54891,307.695,-0.14132,0.05951,595.9272,-0.17196,0.09362
318.7108,0.27629,6.89686,318.8991,0.06712,1.53396,307.7789,-0.14133,0.05939,596.0968,-0.17197,0.0934
318.794,0.27601,6.88975,318.9813,0.06648,1.51922,307.8625,-0.14138,0.05882,596.264,-0.17218,0.08845
318.877,0.27578,6.88412,319.0662,0.0657,1.50155,307.946,-0.14135,0.05921,596.4313,-0.17235,0.08454
318.961,0.27564,6.88043,319.1478,0.06532,1.4928,308.0297,-0.14159,0.05614,596.601,-0.17246,0.08206
319.0442,0.2757,6.88199,319.2318,0.06535,1.49351,308.1131,-0.1417,0.05484,596.7669,-0.17247,0.08172
319.128,0.27621,6.89469,319.3144,0.06585,1.50497,308.195,-0.14159,0.05616,596.935,-0.17267,0.07711
319.2112,0.27635,6.89817,319.3978,0.06605,1.5096,308.2799,-0.14159,0.05619,597.1022,-0.17273,0.07578
319.2957,0.27601,6.88966,319.4826,0.0671,1.53345,308.3618,-0.14172,0.05457,597.2686,-0.17252,0.08076
319.3768,0.27548,6.87659,319.565,0.06782,1.54995,308.4452,-0.14167,0.05521,597.4358,-0.1725,0.0812
319.4602,0.27499,6.86424,319.6473,0.0679,1.55188,308.5289,-0.1417,0.05486,597.603,-0.17257,0.07942
319.5447,0.27455,6.85325,319.7314,0.06756,1.54389,308.6122,-0.14192,0.05219,597.771,-0.17252,0.08055
319.6272,0.27411,6.8423,319.8152,0.06672,1.52484,308.6969,-0.14182,0.05335,597.9376,-0.17252,0.08059
319.7102,0.27364,6.83067,319.8984,0.06593,1.50666,308.7798,-0.14178,0.05384,598.1054,-0.17259,0.07909
319.7932,0.27323,6.82045,319.9808,0.065,1.48545,308.8622,-0.14177,0.05402,598.2722,-0.1727,0.0765
319.8764,0.27271,6.80748,320.0647,0.06479,1.48065,308.9465,-0.14181,0.05351,598.4404,-0.17267,0.07714
319.96,0.2723,6.79718,320.1488,0.06449,1.47382,309.0304,-0.14186,0.0529,598.6068,-0.17265,0.0776
320.0425,0.27194,6.78818,320.2326,0.0643,1.46946,309.1141,-0.14194,0.05188,598.7751,-0.17257,0.07953
320.1248,0.27169,6.78206,320.3144,0.06433,1.47023,309.1969,-0.14181,0.05346,598.941,-0.17239,0.08368
320.2076,0.27131,6.77236,320.3984,0.06405,1.46383,309.2814,-0.14166,0.05537,599.1065,-0.17231,0.08544
320.2928,0.27092,6.76264,320.481,0.06388,1.4598,309.3629,-0.14156,0.05657,599.2756,-0.17195,0.0939
320.375,0.27064,6.75561,320.5645,0.0639,1.46026,309.4456,-0.14161,0.05598,599.4431,-0.17184,0.09643
320.4591,0.27038,6.74928,320.6493,0.06449,1.47384,309.5296,-0.14161,0.05596,599.6086,-0.17183,0.09657
320.5412,0.2701,6.74231,320.7322,0.06516,1.48924,309.6135,-0.14159,0.05624,599.7755,-0.17201,0.09247
320.6263,0.26971,6.73253,320.8159,0.06551,1.49717,309.6972,-0.14154,0.05676,599.9419,-0.17216,0.08905
320.7096,0.26929,6.72202,320.899,0.06558,1.49872,309.78,-0.14148,0.05754,,,
320.7932,0.269,6.71476,320.9812,0.06593,1.50676,309.8633,-0.14167,0.05521,,,
320.875,0.26864,6.70587,321.0634,0.06614,1.51164,309.9468,-0.14186,0.05283,,,
320.9586,0.26835,6.69868,321.1486,0.06581,1.50395,310.0304,-0.14178,0.05385,,,
321.0434,0.26814,6.69321,321.2329,0.06605,1.50938,310.1139,-0.14171,0.05467,,,
321.1264,0.26789,6.68715,321.3155,0.06637,1.5168,310.198,-0.14165,0.05549,,,
321.2084,0.26775,6.68357,321.399,0.0664,1.51757,310.2809,-0.14165,0.05544,,,
321.2915,0.26749,6.67711,321.482,0.06647,1.51919,310.364,-0.14173,0.05446,,,
321.3763,0.26718,6.66943,321.5644,0.0664,1.51759,310.4487,-0.14178,0.05391,,,
321.4583,0.26683,6.66063,321.6473,0.06651,1.5201,310.5318,-0.14172,0.0546,,,
321.5423,0.26651,6.65274,321.7316,0.06656,1.52105,310.6152,-0.1419,0.05242,,,
321.6268,0.26636,6.64879,321.8142,0.06601,1.50866,310.6978,-0.14192,0.05211,,,
321.7076,0.26611,6.64268,321.8992,0.06581,1.50403,310.7802,-0.14186,0.05289,,,
321.7935,0.2657,6.63253,321.9819,0.0661,1.51053,310.8647,-0.14188,0.05263,,,
321.8748,0.26529,6.6223,322.0685,0.0661,1.5106,310.949,-0.14199,0.05129,,,
321.959,0.26494,6.61339,322.1502,0.06606,1.50968,311.0302,-0.14207,0.05029,,,
322.0424,0.26463,6.60582,322.2333,0.06638,1.51701,311.1141,-0.14211,0.04985,,,
322.1259,0.26436,6.59887,322.3175,0.06659,1.52186,311.1984,-0.14206,0.05037,,,
322.2074,0.26407,6.59171,322.4014,0.06633,1.51597,311.2808,-0.14199,0.05122,,,
322.2934,0.26374,6.58349,322.4844,0.06613,1.51132,311.3642,-0.14191,0.05225,,,
322.3755,0.26343,6.57581,322.5681,0.06601,1.50853,311.4478,-0.14195,0.05178,,,
322.4592,0.26306,6.56653,322.6525,0.06656,1.52105,311.5306,-0.14197,0.05151,,,
322.5432,0.26284,6.56111,322.734,0.06629,1.51506,311.6136,-0.14208,0.05012,,,
322.6264,0.26267,6.55689,322.8194,0.06579,1.50366,311.6975,-0.14221,0.04857,,,
322.7084,0.2624,6.55009,322.9018,0.06535,1.49347,311.7795,-0.14227,0.04787,,,
322.7921,0.26205,6.54132,322.9846,0.06544,1.49554,311.8639,-0.14229,0.0476,,,
322.8765,0.2616,6.5302,323.0696,0.06502,1.48605,311.9485,-0.14214,0.04943,,,
322.96,0.26123,6.52081,323.1524,0.06422,1.46764,312.0306,-0.142,0.05111,,,
323.0434,0.26087,6.51177,323.2359,0.06441,1.47208,312.1152,-0.14182,0.05336,,,
323.1262,0.26051,6.50279,323.3191,0.06397,1.46191,312.1981,-0.1417,0.05486,,,
323.21,0.26024,6.49609,323.402,0.06385,1.45919,312.2827,-0.14149,0.05747,,,
323.294,0.26004,6.49108,323.4867,0.06507,1.48705,312.3631,-0.14143,0.05816,,,
323.3766,0.25987,6.48678,323.5705,0.06612,1.51119,312.4469,-0.14147,0.05772,,,
323.4608,0.25974,6.48358,323.6531,0.06637,1.5169,312.5312,-0.14158,0.05631,,,
323.544,0.25948,6.47705,323.738,0.06676,1.52561,312.6125,-0.14166,0.05534,,,
323.6264,0.25916,6.46913,323.8193,0.06769,1.5469,312.6975,-0.1417,0.05481,,,
323.7097,0.25904,6.46607,323.9028,0.06821,1.55875,312.7814,-0.14172,0.05466,,,
323.7956,0.25869,6.45753,323.9872,0.06787,1.55114,312.8646,-0.14161,0.05595,,,
323.876,0.25826,6.44669,324.0689,0.0679,1.55179,312.949,-0.14164,0.05564,,,
323.961,0.25796,6.4393,324.1526,0.06846,1.56467,313.0306,-0.14177,0.05402,,,
324.0447,0.25759,6.43009,324.2372,0.06866,1.56914,313.1151,-0.14176,0.05413,,,
324.1277,0.2573,6.42275,324.3196,0.0683,1.56083,313.1985,-0.14182,0.05335,,,
324.2109,0.25717,6.4196,324.4025,0.06824,1.55963,313.2841,-0.1417,0.05481,,,
324.2941,0.25696,6.41417,324.487,0.0686,1.56785,313.367,-0.14175,0.05423,,,
324.3773,0.25662,6.40584,324.5698,0.06874,1.57096,313.4489,-0.14174,0.0544,,,
324.4606,0.2563,6.39784,324.6548,0.06833,1.56157,313.533,-0.1418,0.05357,,,
324.5425,0.25599,6.39,324.7382,0.06817,1.558,313.6164,-0.14187,0.05278,,,
324.6266,0.25576,6.38428,324.8216,0.0684,1.56315,313.6994,-0.14191,0.05228,,,
324.7096,0.25555,6.37899,324.9033,0.06857,1.56698,313.7809,-0.14186,0.05288,,,
324.7924,0.25539,6.37517,324.987,0.06816,1.55761,313.8649,-0.14183,0.05327,,,
324.876,0.2552,6.37029,325.072,0.06782,1.54988,313.9497,-0.14172,0.05459,,,
324.9599,0.2548,6.36031,325.1537,0.06812,1.55672,314.032,-0.14161,0.05596,,,
325.0442,0.25441,6.3506,325.2371,0.06814,1.55716,314.1158,-0.14154,0.05684,,,
325.1273,0.25399,6.34009,325.3225,0.06792,1.55227,314.2002,-0.14173,0.05442,,,
325.21,0.25367,6.33218,325.4041,0.06799,1.5538,314.282,-0.14169,0.05498,,,
325.2936,0.25341,6.32555,325.4885,0.06831,1.56108,314.3652,-0.14181,0.05344,,,
325.3764,0.25307,6.31719,325.5726,0.0685,1.5654,314.4492,-0.1419,0.0524,,,
325.46,0.25252,6.30345,325.656,0.06852,1.56596,314.5322,-0.14188,0.0526,,,
325.5443,0.25223,6.2963,325.7396,0.06845,1.56435,314.6169,-0.14204,0.0506,,,
325.6264,0.25204,6.2914,325.8234,0.06867,1.56944,314.7005,-0.14217,0.049,,,
325.7106,0.25172,6.28335,325.907,0.06883,1.57298,314.7826,-0.14215,0.0493,,,
325.795,0.25141,6.27575,325.9918,0.06851,1.56573,314.8648,-0.14229,0.04755,,,
325.879,0.25111,6.26817,326.075,0.06825,1.55975,314.9498,-0.1423,0.04751,,,
325.961,0.2509,6.26303,326.1604,0.06818,1.55823,315.0325,-0.1421,0.04994,,,
326.0445,0.25065,6.25679,326.2424,0.06792,1.55225,315.1166,-0.14189,0.05248,,,
326.1287,0.25036,6.24945,326.3242,0.06771,1.5474,315.2005,-0.14184,0.0531,,,
326.2105,0.25004,6.24147,326.4088,0.06763,1.54563,315.2826,-0.1418,0.05365,,,
326.2953,0.24983,6.2363,326.4933,0.06765,1.54615,315.3671,-0.1415,0.0573,,,
326.3792,0.24947,6.22723,326.5766,0.06787,1.55119,315.4495,-0.14145,0.05796,,,
326.461,0.2491,6.21806,326.6589,0.06803,1.55485,315.5346,-0.1415,0.0573,,,
326.545,0.24885,6.21186,326.742,0.06784,1.5505,315.618,-0.14164,0.05555,,,
326.6296,0.24858,6.20513,326.8263,0.06744,1.54126,315.701,-0.14181,0.05345,,,
326.7154,0.2483,6.19816,326.9078,0.06739,1.54009,315.7835,-0.14169,0.05495,,,
326.7974,0.24819,6.19535,326.9928,0.06763,1.54556,315.8682,-0.14162,0.05578,,,
326.881,0.2481,6.19321,327.0764,0.06768,1.54669,315.9526,-0.14184,0.05308,,,
326.9622,0.24779,6.18539,327.1604,0.06746,1.54161,316.0345,-0.14187,0.05276,,,
327.048,0.24745,6.17685,327.2424,0.06742,1.54091,316.1192,-0.14213,0.04955,,,
327.1294,0.24706,6.16719,327.3271,0.06788,1.55137,316.2032,-0.14217,0.049,,,
327.2137,0.24654,6.15407,327.4114,0.06789,1.5515,316.2858,-0.14216,0.04914,,,
327.2968,0.24606,6.14218,327.494,0.06773,1.54791,316.3688,-0.14209,0.05001,,,
327.3821,0.24575,6.1345,327.577,0.06785,1.55069,316.4529,-0.14214,0.04944,,,
327.4642,0.24551,6.12846,327.66,0.06791,1.55206,316.5342,-0.14198,0.0514,,,
327.5488,0.24529,6.12282,327.7436,0.06775,1.54829,316.6188,-0.1418,0.05367,,,
327.633,0.24496,6.11467,327.827,0.06741,1.54052,316.7012,-0.14176,0.05411,,,
327.7163,0.24468,6.10772,327.9109,0.06711,1.53377,316.7862,-0.14182,0.05338,,,
327.8,0.24446,6.10223,327.9941,0.06705,1.53231,316.8706,-0.14184,0.05312,,,
327.8828,0.24433,6.09894,328.0776,0.06644,1.51836,316.9545,-0.14181,0.05354,,,
327.9646,0.24398,6.09019,328.1622,0.06599,1.50819,317.0372,-0.14183,0.05326,,,
328.05,0.24353,6.0791,328.2459,0.0661,1.51074,317.1227,-0.14196,0.05168,,,
328.1324,0.24307,6.06747,328.33,0.06649,1.51949,317.2036,-0.14204,0.05067,,,
328.2148,0.24284,6.06188,328.411,0.06623,1.51361,317.2872,-0.14211,0.04983,,,
328.2987,0.24255,6.05459,328.4937,0.06572,1.50189,317.3716,-0.14216,0.04922,,,
328.3816,0.24157,6.03016,328.578,0.06563,1.49978,317.4536,-0.14214,0.04941,,,
328.4662,0.24099,6.01557,328.6616,0.06574,1.50249,317.5384,-0.14212,0.04962,,,
328.5492,0.24067,6.00755,328.7455,0.06585,1.50481,317.6205,-0.14195,0.05177,,,
328.634,0.24041,6.00105,328.8283,0.06588,1.50569,317.7056,-0.14213,0.04957,,,
328.717,0.2403,5.99847,328.912,0.06585,1.50495,317.788,-0.14224,0.04824,,,
328.8024,0.24005,5.99223,328.9946,0.06569,1.50134,317.8728,-0.14222,0.04839,,,
328.8844,0.24001,5.99126,329.0772,0.06549,1.49662,317.955,-0.1422,0.04874,,,
328.9697,0.23997,5.99017,329.1614,0.06546,1.49602,318.0386,-0.14217,0.0491,,,
