P-1_temperature_C,P-1_weight_mg,P-1_weight_percent,P-2_temperature_C,P-2_weight_mg,P-2_weight_percent,P-3_temperature_C,P-3_weight_mg,P-3_weight_percent,P-4_temperature_C,P-4_weight_mg,P-4_weight_percent
164.056,3.62789,90.5595,164.2548,4.07291,93.08117,153.1786,7.75464,97.32759,286.1331,-0.08804,2.03853
164.139,3.62557,90.50179,164.3394,4.07163,93.05205,153.2591,7.75365,97.31543,286.2996,-0.08842,2.02977
164.2229,3.62321,90.44265,164.4231,4.07045,93.02494,153.3434,7.75271,97.30383,286.4673,-0.08881,2.02069
164.3049,3.62093,90.38584,164.5052,4.06888,92.98906,153.4262,7.75176,97.29217,286.6336,-0.08905,2.01505
164.3879,3.61871,90.33052,164.5881,4.06746,92.95679,153.5089,7.75091,97.28168,286.7998,-0.0894,2.00704
164.4735,3.61627,90.26952,164.6724,4.06623,92.92866,153.5925,7.74994,97.26966,286.9663,-0.0896,2.00222
164.5558,3.6136,90.20302,164.7538,4.06498,92.90005,153.6761,7.74883,97.25604,287.1342,-0.08974,1.99899
164.6404,3.61083,90.1337,164.8384,4.06384,92.874,153.7594,7.74756,97.24042,287.3009,-0.08992,1.99492
164.7218,3.60832,90.07104,164.9216,4.06275,92.84911,153.8426,7.74644,97.22661,287.4669,-0.09035,1.9849
164.8058,3.60596,90.01218,165.0046,4.06168,92.82449,153.9248,7.74552,97.21531,287.6348,-0.09065,1.97809
164.8883,3.6037,89.95564,165.0876,4.06057,92.79933,154.0081,7.74467,97.20472,287.803,-0.09058,1.97961
164.9714,3.60128,89.89538,165.1714,4.05945,92.77365,154.0906,7.74385,97.19471,287.9686,-0.09081,1.9742
165.0561,3.59885,89.83463,165.255,4.05806,92.74195,154.1757,7.74295,97.1836,288.1356,-0.09112,1.96718
165.1396,3.59652,89.77654,165.337,4.05632,92.70211,154.2592,7.74209,97.17299,288.3027,-0.09133,1.96219
165.2225,3.59415,89.7173,165.4201,4.05441,92.65837,154.341,7.74127,97.1629,288.47,-0.09171,1.95332
165.3045,3.59172,89.6567,165.5038,4.0528,92.62158,154.4253,7.74036,97.15164,288.6345,-0.09196,1.9477
165.3876,3.58932,89.59686,165.5879,4.05133,92.58807,154.5063,7.73936,97.13935,288.8025,-0.09235,1.93849
165.4711,3.58704,89.53987,165.6715,4.05006,92.559,154.5894,7.73836,97.12705,288.9708,-0.09247,1.9357
165.5544,3.58465,89.48034,165.7535,4.04882,92.53071,154.6738,7.73742,97.11541,289.1375,-0.09256,1.93376
165.6388,3.58226,89.42053,165.8382,4.04763,92.50363,154.7566,7.7366,97.10537,289.3024,-0.09257,1.93354
165.7208,3.57954,89.35258,165.9222,4.04651,92.47783,154.8414,7.73577,97.0952,289.4694,-0.09269,1.93081
165.8041,3.57685,89.28561,166.0052,4.04575,92.4605,154.924,7.73501,97.08577,289.6374,-0.09288,1.92633
165.8884,3.57442,89.2248,166.0882,4.04476,92.43795,155.0051,7.73419,97.07564,289.805,-0.09315,1.92002
165.972,3.57219,89.16926,166.1718,4.0436,92.41148,155.0892,7.73343,97.06632,289.9723,-0.09343,1.91358
166.0541,3.56982,89.11,166.2541,4.04223,92.38006,155.1735,7.73248,97.0546,290.1378,-0.09378,1.90547
166.1368,3.56731,89.0475,166.3367,4.04081,92.34756,155.2559,7.73153,97.04292,290.3063,-0.09383,1.90419
166.2209,3.56463,88.9805,166.4208,4.03971,92.32242,155.3394,7.73059,97.03139,290.4712,-0.09398,1.90078
166.3049,3.56194,88.91333,166.502,4.03882,92.30224,155.4231,7.72954,97.01835,290.6396,-0.09408,1.89856
166.3879,3.55947,88.8517,166.5874,4.03769,92.27632,155.5056,7.7284,97.00435,290.8059,-0.09448,1.88927
166.4723,3.55722,88.79558,166.6731,4.03629,92.24428,155.5894,7.72712,96.98857,290.9725,-0.09487,1.88025
166.5552,3.55469,88.73233,166.754,4.03495,92.21373,155.6715,7.72617,96.97686,291.14,-0.09507,1.87554
166.6376,3.55195,88.66398,166.8373,4.03351,92.18084,155.7552,7.72534,96.96671,291.308,-0.09502,1.87675
166.7206,3.54908,88.59234,166.9199,4.03189,92.1438,155.8381,7.72448,96.95605,291.474,-0.09505,1.8759
166.8031,3.54647,88.52729,166.9998,4.03008,92.10232,155.921,7.72343,96.94318,291.6416,-0.09529,1.87039
166.8881,3.54406,88.46693,167.083,4.02825,92.06056,156.0039,7.72232,96.92949,291.8078,-0.0956,1.86328
166.9706,3.54157,88.40497,167.1683,4.0266,92.02281,156.0874,7.72127,96.91648,291.9753,-0.09588,1.85677
167.0538,3.53901,88.34105,167.2523,4.02511,91.9888,156.1697,7.72016,96.90284,292.1412,-0.09618,1.84987
167.1384,3.53621,88.27113,167.3331,4.02376,91.95795,156.2541,7.71927,96.89184,292.3106,-0.09652,1.84187
167.2197,3.53352,88.20391,167.4186,4.02231,91.9249,156.3375,7.71822,96.87891,292.4781,-0.09683,1.83484
167.3044,3.53098,88.14045,167.5014,4.02066,91.88724,156.4207,7.71725,96.86694,292.6438,-0.09697,1.83144
167.3868,3.52835,88.0748,167.5842,4.019,91.84933,156.5028,7.71613,96.85321,292.8107,-0.09731,1.82366
167.4712,3.52578,88.01067,167.6666,4.01741,91.81299,156.585,7.71514,96.84101,292.9778,-0.0974,1.82149
167.5525,3.52326,87.94779,167.7509,4.016,91.78074,156.6681,7.71399,96.82687,293.1436,-0.09727,1.82456
167.6363,3.5207,87.88384,167.8346,4.01452,91.74687,156.7525,7.71301,96.81481,293.313,-0.09742,1.82118
167.7196,3.51809,87.81889,167.9155,4.013,91.71209,156.8361,7.71186,96.80063,293.4784,-0.09779,1.81257
167.8037,3.51536,87.75069,168.0011,4.01157,91.67929,156.9204,7.71061,96.78515,293.6465,-0.09804,1.80682
167.8876,3.51267,87.6834,168.0834,4.01008,91.64536,157.0023,7.70956,96.77229,293.8125,-0.09818,1.8035
167.9713,3.51011,87.61949,168.1655,4.0087,91.61382,157.0844,7.70855,96.75977,293.98,-0.09833,1.80008
168.0546,3.50741,87.5522,168.2482,4.00724,91.58038,157.1684,7.70735,96.74503,294.1467,-0.09856,1.79462
168.1375,3.50459,87.48175,168.3326,4.00573,91.54583,157.2523,7.70613,96.73003,294.3128,-0.0989,1.78673
168.2193,3.50178,87.41168,168.4136,4.00394,91.50492,157.3359,7.70479,96.71349,294.4804,-0.09912,1.78166
168.3034,3.499,87.34224,168.4977,4.00221,91.46554,157.4191,7.70379,96.70125,294.649,-0.09922,1.77949
168.3864,3.49638,87.27691,168.5808,4.00063,91.42934,157.5006,7.70284,96.68944,294.8135,-0.09941,1.77488
168.4703,3.49379,87.21229,168.6651,3.9991,91.39447,157.5852,7.70184,96.67722,294.9812,-0.09961,1.77033
168.5531,3.49126,87.14911,168.747,3.99753,91.35861,157.6682,7.70093,96.66596,295.1482,-0.09961,1.77043
168.6363,3.4886,87.08268,168.8316,3.99591,91.32161,157.7513,7.6996,96.64952,295.315,-0.09989,1.7638
168.7186,3.48581,87.01307,168.9146,3.99434,91.28573,157.8338,7.69827,96.63315,295.4803,-0.1002,1.75677
168.8032,3.48299,86.94265,168.9956,3.99282,91.25081,157.9156,7.69724,96.62051,295.6504,-0.10057,1.74813
168.8864,3.48028,86.875,169.0776,3.99106,91.21077,158.0004,7.69632,96.60913,295.8154,-0.1009,1.74033
168.9684,3.47761,86.80818,169.161,3.98937,91.17212,158.0838,7.69527,96.59623,295.9834,-0.10115,1.7346
169.0523,3.47498,86.74265,169.245,3.98781,91.13638,158.1655,7.69426,96.5838,296.1494,-0.10136,1.72973
169.1346,3.47234,86.67688,169.3266,3.98624,91.10045,158.251,7.69322,96.57096,296.3158,-0.10153,1.72589
169.2184,3.46944,86.60436,169.4114,3.9846,91.06313,158.3325,7.69212,96.55746,296.4848,-0.10154,1.72571
169.3031,3.46645,86.5296,169.4929,3.98284,91.02271,158.4149,7.69086,96.54189,296.6504,-0.10158,1.72471
169.3849,3.46363,86.45921,169.5765,3.98129,90.98749,158.4978,7.68962,96.52659,296.8158,-0.10174,1.72096
169.4656,3.46097,86.39288,169.6587,3.97967,90.95028,158.5804,7.68838,96.51132,296.9862,-0.10188,1.71782
169.551,3.45821,86.32399,169.7422,3.97796,90.9112,158.6644,7.68725,96.49743,297.1515,-0.10194,1.71632
169.6352,3.45531,86.25175,169.8252,3.97628,90.87299,158.747,7.68616,96.48402,297.3177,-0.10194,1.71632
169.7165,3.45227,86.17576,169.9089,3.97456,90.83354,158.8299,7.685,96.4697,297.4858,-0.10187,1.71789
169.7999,3.44925,86.10033,169.9919,3.97282,90.79378,158.9159,7.68384,96.45547,297.6528,-0.10192,1.71688
169.8824,3.4463,86.02684,170.0759,3.97116,90.75589,158.9969,7.68296,96.44462,297.8198,-0.10221,1.71012
169.9666,3.44344,85.95527,170.1602,3.96954,90.7188,159.078,7.68203,96.43314,297.9851,-0.10268,1.69928
170.0502,3.44065,85.8856,170.2429,3.968,90.68372,159.1646,7.68088,96.41896,298.1533,-0.10295,1.69293
170.1334,3.43792,85.81756,170.3269,3.96644,90.64793,159.2469,7.67965,96.40381,298.3195,-0.10298,1.69221
170.2162,3.43509,85.74689,170.4102,3.96476,90.60967,159.3305,7.67845,96.38902,298.4867,-0.10293,1.69331
170.2982,3.43209,85.6721,170.4926,3.96299,90.56926,159.4122,7.67725,96.37432,298.6539,-0.10305,1.69057
170.3837,3.42902,85.59547,170.5768,3.96133,90.53133,159.494,7.67587,96.35721,298.821,-0.10329,1.68501
170.466,3.426,85.52003,170.6596,3.9596,90.49174,159.5787,7.67456,96.34112,298.9868,-0.10361,1.67761
170.5492,3.42319,85.44987,170.7438,3.95775,90.44951,159.6597,7.67331,96.32567,299.1538,-0.10399,1.66872
170.634,3.42035,85.37897,170.827,3.95591,90.40741,159.7438,7.67207,96.31045,299.3209,-0.10439,1.65954
170.7166,3.41732,85.30334,170.9095,3.95435,90.37167,159.8265,7.67089,96.29592,299.4881,-0.10463,1.65394
170.7988,3.41407,85.22231,170.9935,3.95278,90.33584,159.9103,7.66971,96.28142,299.6547,-0.10473,1.65175
170.88,3.41097,85.1448,171.0762,3.95107,90.29676,159.9928,7.66854,96.26696,299.8215,-0.10485,1.64901
170.9655,3.40809,85.07286,171.16,3.94924,90.25493,160.0759,7.66745,96.25353,299.9899,-0.10503,1.64474
171.0476,3.4052,85.00087,171.2425,3.94741,90.21302,160.1586,7.66648,96.24161,300.1558,-0.10529,1.63881
171.1309,3.4023,84.92836,171.3252,3.94561,90.17204,160.243,7.66549,96.22936,300.3248,-0.10553,1.63319
171.2132,3.3993,84.85342,171.4102,3.94392,90.13331,160.3252,7.66398,96.21076,300.4902,-0.10575,1.628
171.2968,3.39615,84.77482,171.4922,3.94213,90.0924,160.4086,7.66244,96.19184,300.6577,-0.1059,1.62459
171.3805,3.39304,84.69736,171.5742,3.94045,90.054,160.4908,7.66114,96.17575,300.8262,-0.10607,1.62057
171.4625,3.39013,84.62465,171.6594,3.93873,90.01467,160.5751,7.65999,96.16169,300.9917,-0.10614,1.61911
171.5464,3.38713,84.54981,171.7417,3.93703,89.97594,160.6577,7.65875,96.14636,301.1605,-0.10626,1.61614
171.6299,3.38423,84.47724,171.8262,3.93536,89.93772,160.7396,7.65745,96.13036,301.3261,-0.10657,1.60915
171.7133,3.38119,84.40148,171.9087,3.93367,89.8991,160.8233,7.65608,96.11341,301.4935,-0.10679,1.60394
171.7961,3.37803,84.32253,171.9921,3.93196,89.85998,160.9066,7.65466,96.09593,301.66,-0.10692,1.60095
171.8798,3.37487,84.2438,172.0759,3.93027,89.8214,160.9898,7.65328,96.07895,301.8276,-0.107,1.59919
171.9632,3.37177,84.16627,172.1585,3.92844,89.77962,161.0736,7.65199,96.06312,301.9954,-0.10699,1.59926
172.0456,3.3687,84.08973,172.2428,3.92666,89.73894,161.1564,7.65071,96.04738,302.1608,-0.10706,1.59779
172.1278,3.36558,84.01185,172.3272,3.92487,89.6979,161.2383,7.64945,96.03178,302.3287,-0.10728,1.59263
172.2114,3.36259,83.93724,172.4091,3.92304,89.6561,161.3217,7.64822,96.01667,302.4933,-0.1075,1.58755
172.2954,3.3595,83.85996,172.491,3.92106,89.61096,161.4066,7.64696,96.00112,302.6611,-0.10771,1.58272
172.3777,3.35626,83.77906,172.5752,3.91904,89.56466,161.4903,7.64564,95.98487,302.8268,-0.10786,1.57908
172.4602,3.35313,83.70097,172.6591,3.91721,89.52284,161.5726,7.6442,95.96711,302.9955,-0.10794,1.5773
172.544,3.35004,83.62379,172.7425,3.91539,89.48133,161.6554,7.64261,95.94754,303.1615,-0.10805,1.57464
172.6263,3.34685,83.54426,172.8254,3.91354,89.43908,161.7393,7.64111,95.92908,303.3295,-0.10813,1.57292
172.7108,3.34382,83.46868,172.907,3.91159,89.3944,161.8222,7.63967,95.91134,303.4968,-0.10819,1.57148
172.7941,3.34069,83.3904,172.9918,3.90963,89.34979,161.9054,7.63819,95.89314,303.6633,-0.10824,1.57035
172.8761,3.33755,83.31204,173.0749,3.90772,89.30614,161.9885,7.63681,95.87605,303.8316,-0.10841,1.56633
172.9611,3.33429,83.23074,173.1575,3.90588,89.26409,162.0722,7.63546,95.85947,303.9991,-0.10862,1.56159
173.0424,3.33101,83.14891,173.2415,3.90414,89.22418,162.1558,7.63414,95.84322,304.1659,-0.10877,1.55798
173.1262,3.32782,83.06913,173.324,3.90242,89.18485,162.2387,7.63299,95.82902,304.331,-0.10877,1.55805
173.2091,3.32462,82.98941,173.4074,3.90062,89.14381,162.3215,7.63184,95.81483,304.499,-0.10888,1.55551
173.2925,3.32145,82.91033,173.4912,3.89873,89.10055,162.4048,7.63048,95.79811,304.6672,-0.10912,1.54984
173.3755,3.31834,82.83249,173.5741,3.89677,89.0558,162.4885,7.62903,95.7802,304.8331,-0.10949,1.54133
173.4585,3.31518,82.75376,173.6568,3.89484,89.01171,162.5719,7.6278,95.76508,305,-0.10987,1.53252
173.5414,3.31192,82.67244,173.7401,3.89287,88.96667,162.653,7.62648,95.74884,305.1666,-0.11025,1.52366
173.6248,3.30867,82.59126,173.8237,3.89084,88.92037,162.7363,7.62515,95.73246,305.3345,-0.11041,1.51998
173.7069,3.3055,82.51201,173.9061,3.88876,88.87283,162.8191,7.62394,95.71755,305.5018,-0.11063,1.51505
173.7901,3.30212,82.42768,173.9893,3.88678,88.82756,162.9018,7.62268,95.702,305.6688,-0.11086,1.50957
173.8738,3.29887,82.34668,174.0723,3.88476,88.78135,162.9856,7.62119,95.68362,305.8348,-0.11105,1.50522
173.9564,3.29551,82.26266,174.1541,3.88272,88.73479,163.0666,7.61961,95.66414,306.0025,-0.11126,1.50043
174.0398,3.29201,82.17522,174.2371,3.8808,88.69089,163.1512,7.61794,95.64368,306.1688,-0.11137,1.49787
174.1227,3.28864,82.0911,174.3218,3.87885,88.64617,163.2337,7.61645,95.62527,306.3365,-0.1116,1.49245
174.205,3.28534,82.00887,174.4028,3.87683,88.60014,163.3179,7.61502,95.60769,306.503,-0.11165,1.49121
174.2898,3.28206,81.9269,174.4877,3.87513,88.56115,163.4013,7.61353,95.58925,306.669,-0.11169,1.49049
174.3709,3.27879,81.84544,174.5718,3.8734,88.52171,163.4832,7.61219,95.57275,306.8378,-0.11172,1.48974
174.4539,3.27543,81.7616,174.6536,3.87148,88.47773,163.5682,7.6109,95.55695,307.0034,-0.11178,1.48832
174.5356,3.27193,81.67398,174.7366,3.86927,88.42721,163.6506,7.6096,95.5409,307.1716,-0.11194,1.48448
174.62,3.26854,81.58948,174.8201,3.86717,88.37924,163.7356,7.60797,95.52079,307.3384,-0.11221,1.4784
174.7051,3.26532,81.50898,174.9034,3.86537,88.3381,163.8168,7.60628,95.49997,307.5049,-0.11258,1.4698
174.7856,3.26209,81.4285,174.9841,3.86366,88.29904,163.8996,7.60468,95.48034,307.6736,-0.11262,1.4689
174.8687,3.25872,81.34441,175.0681,3.86155,88.25082,163.9828,7.6033,95.46333,307.8414,-0.11255,1.47055
174.9522,3.25532,81.25949,175.1519,3.85934,88.20029,164.0663,7.60195,95.44666,308.0076,-0.11276,1.46554
175.0345,3.2518,81.17172,175.236,3.85712,88.14971,164.1514,7.60058,95.42978,308.1758,-0.11295,1.46122
175.1178,3.24832,81.08465,175.3171,3.85534,88.10906,164.2335,7.59919,95.41261,308.3409,-0.11315,1.45654
175.2019,3.24478,80.99634,175.3996,3.85363,88.0698,164.3161,7.59769,95.39419,308.5084,-0.11342,1.45027
175.2854,3.24141,80.91231,175.4847,3.85169,88.02548,164.4013,7.59601,95.37344,308.6753,-0.11347,1.44914
175.3672,3.2381,80.82964,175.5675,3.84916,87.96764,164.4837,7.5943,95.3524,308.8412,-0.11344,1.44975
175.4528,3.2348,80.74731,175.6514,3.84666,87.91048,164.5646,7.59273,95.33305,309.0102,-0.11344,1.44976
175.5346,3.23141,80.66259,175.733,3.84464,87.86452,164.6496,7.59115,95.31364,309.1784,-0.11348,1.44887
175.6194,3.22782,80.57293,175.8163,3.84283,87.82297,164.7315,7.58974,95.29621,309.3456,-0.11376,1.4425
175.701,3.22428,80.48469,175.9011,3.84067,87.77375,164.8157,7.58828,95.27831,309.5115,-0.11405,1.43574
175.7839,3.22069,80.39505,175.984,3.83825,87.7183,164.8994,7.58683,95.26039,309.6772,-0.11462,1.42241
175.8651,3.21719,80.30766,176.0664,3.83604,87.6678,164.9808,7.58542,95.24301,309.845,-0.11526,1.40768
175.9504,3.21382,80.22366,176.1504,3.83402,87.62168,165.0651,7.58401,95.22571,310.0133,-0.11546,1.40292
176.033,3.21042,80.13871,176.2338,3.83209,87.57753,165.1477,7.58261,95.20844,310.1802,-0.11523,1.40826
176.1167,3.20686,80.04985,176.3158,3.82992,87.528,165.2309,7.58066,95.18443,310.3466,-0.11537,1.40516
176.2006,3.20313,79.95679,176.3998,3.8274,87.47036,165.3125,7.57878,95.16121,310.5144,-0.11562,1.39925
176.2826,3.19939,79.86341,176.482,3.82499,87.41536,165.3964,7.57709,95.14039,310.6808,-0.1157,1.39746
176.3662,3.19587,79.77554,176.5652,3.82309,87.37193,165.4786,7.57542,95.11987,310.8488,-0.1156,1.39982
176.4486,3.19239,79.68852,176.648,3.82149,87.33537,165.562,7.57387,95.10075,311.0145,-0.11553,1.40147
176.5313,3.18893,79.60215,176.7312,3.81939,87.28747,165.6466,7.57247,95.08344,311.1836,-0.11547,1.40285
176.6162,3.18543,79.51499,176.8134,3.8168,87.22818,165.7281,7.57107,95.06624,311.3504,-0.11548,1.40246
176.6991,3.18182,79.42477,176.8994,3.81426,87.17011,165.8104,7.56941,95.04579,311.5168,-0.11541,1.40417
176.7815,3.17811,79.33212,176.9814,3.81221,87.12331,165.8955,7.5676,95.02353,311.6849,-0.11564,1.39884
176.8658,3.17447,79.2413,177.0634,3.81051,87.08443,165.9792,7.56591,95.00268,311.852,-0.11576,1.3961
176.9463,3.1708,79.14962,177.1462,3.80854,87.03939,166.0618,7.56431,94.98293,312.0195,-0.11609,1.38851
177.0317,3.16722,79.06033,177.2294,3.8061,86.98353,166.1443,7.56269,94.963,312.1864,-0.11642,1.38067
177.1141,3.1637,78.97249,177.3133,3.80353,86.92494,166.2284,7.56105,94.9428,312.3538,-0.11667,1.37498
177.1981,3.1601,78.8825,177.3966,3.80146,86.87752,166.3105,7.55952,94.92402,312.5218,-0.1165,1.37888
177.2817,3.15639,78.79011,177.4785,3.79969,86.83722,166.3955,7.55825,94.90828,312.6869,-0.11657,1.37735
177.3651,3.15255,78.69404,177.5615,3.79761,86.78967,166.4784,7.55683,94.89086,312.8539,-0.11631,1.38329
177.4484,3.14878,78.60013,177.6448,3.79487,86.72705,166.5599,7.55509,94.86934,313.021,-0.11632,1.38302
177.531,3.14516,78.50967,177.7289,3.79216,86.66502,166.6446,7.55328,94.84704,313.1896,-0.11664,1.37578
177.6149,3.14152,78.41878,177.8122,3.79007,86.61721,166.7283,7.55149,94.82501,313.3562,-0.11699,1.36752
177.6975,3.13796,78.32994,177.8954,3.78824,86.57537,166.8099,7.54974,94.80347,313.5228,-0.11727,1.36097
177.78,3.13436,78.2401,177.9782,3.78601,86.52461,166.8946,7.54827,94.78544,313.6892,-0.1175,1.35562
177.864,3.13053,78.14437,178.0604,3.78319,86.46009,166.9761,7.54657,94.76446,313.8572,-0.11771,1.35086
177.9468,3.12655,78.04505,178.1445,3.78045,86.39736,167.0601,7.54483,94.74301,314.0236,-0.11795,1.3454
178.031,3.12266,77.94807,178.2256,3.77834,86.34911,167.1426,7.54321,94.72301,314.1905,-0.11818,1.34004
178.1144,3.11892,77.85474,178.3118,3.77658,86.30889,167.225,7.54142,94.70096,314.358,-0.11844,1.33387
178.1961,3.11527,77.76355,178.3941,3.77445,86.26026,167.3096,7.53976,94.68051,314.5252,-0.1186,1.33024
178.2788,3.11162,77.67241,178.4763,3.77181,86.19997,167.3916,7.53803,94.65922,314.6919,-0.11863,1.32962
178.3632,3.10792,77.58005,178.5596,3.76903,86.13635,167.4753,7.53593,94.63339,314.8591,-0.11868,1.32833
178.4445,3.1041,77.4848,178.6445,3.76673,86.0838,167.558,7.53378,94.60692,315.0265,-0.11867,1.32872
178.528,3.10019,77.38715,178.7269,3.76488,86.04162,167.6419,7.53173,94.58165,315.1921,-0.11874,1.32702
178.613,3.0964,77.29262,178.8094,3.76269,85.99154,167.7254,7.52995,94.55971,315.3598,-0.11903,1.32021
178.6947,3.09263,77.19846,178.8926,3.75991,85.92803,167.8076,7.52841,94.5408,315.5254,-0.11931,1.31377
178.7796,3.08885,77.10405,178.9761,3.7571,85.86377,167.8902,7.52679,94.52077,315.6944,-0.11945,1.31046
178.8637,3.08513,77.01127,179.0611,3.75482,85.81171,167.9731,7.52515,94.50052,315.8579,-0.11972,1.3043
178.9472,3.08138,76.91749,179.1433,3.75295,85.76902,168.0558,7.52349,94.48018,316.0273,-0.11978,1.30301
179.0305,3.07738,76.81761,179.2268,3.75085,85.72098,168.14,7.52175,94.45864,316.1942,-0.11967,1.30538
179.1116,3.07334,76.71694,179.3093,3.74804,85.65676,168.2223,7.5196,94.43221,316.3618,-0.11971,1.30447
179.1978,3.06941,76.61876,179.3932,3.74494,85.58584,168.3048,7.51752,94.40656,316.5279,-0.1201,1.29538
179.2785,3.06537,76.51804,179.475,3.74232,85.52608,168.3904,7.516,94.38786,316.693,-0.12039,1.28867
179.3623,3.0614,76.41884,179.5584,3.74038,85.48161,168.4698,7.51447,94.36899,316.8612,-0.1204,1.28863
179.4447,3.05759,76.32379,179.6419,3.73827,85.43348,168.5546,7.51255,94.34532,317.0284,-0.12044,1.28764
179.5295,3.05374,76.22768,179.7249,3.73555,85.3712,168.6397,7.5107,94.32264,317.1963,-0.12036,1.28935
179.6125,3.04977,76.12853,179.8059,3.73265,85.30499,168.7215,7.50883,94.29949,317.3634,-0.12055,1.28509
179.6954,3.04581,76.02968,179.8909,3.73009,85.24656,168.804,7.50697,94.27669,317.5312,-0.12076,1.28029
179.7786,3.04196,75.93353,179.972,3.72812,85.20156,168.8877,7.50499,94.25221,317.6966,-0.12094,1.27612
179.8618,3.03823,75.8404,180.0562,3.72599,85.1529,168.9712,7.50293,94.22686,317.8635,-0.12109,1.27257
179.9454,3.03452,75.74796,180.1397,3.72318,85.08868,169.0539,7.50123,94.20587,318.0311,-0.12114,1.27147
180.0276,3.03074,75.65351,180.2224,3.72019,85.02031,169.1385,7.49955,94.18518,318.1994,-0.12091,1.27673
180.1123,3.0267,75.55256,180.3054,3.71781,84.96589,169.2197,7.49758,94.16094,318.3667,-0.12079,1.27951
180.1968,3.0227,75.45281,180.3886,3.71586,84.92126,169.3038,7.49561,94.13664,318.5337,-0.12094,1.27595
180.2792,3.01859,75.35034,180.4722,3.71371,84.87214,169.3853,7.49371,94.1133,318.7007,-0.12122,1.26955
180.3623,3.01458,75.25024,180.5562,3.71084,84.80671,169.4689,7.49175,94.08917,318.8664,-0.12144,1.26439
180.4446,3.01067,75.15262,180.6393,3.70754,84.73123,169.5523,7.48989,94.06617,319.0365,-0.12152,1.26263
180.5284,3.00673,75.05407,180.7202,3.70475,84.66731,169.6366,7.48793,94.04207,319.203,-0.12163,1.26004
180.6102,3.00275,74.95487,180.8058,3.70263,84.61893,169.7186,7.48598,94.01807,319.3706,-0.12162,1.26016
180.6953,2.99861,74.85158,180.8882,3.70044,84.56892,169.8008,7.48418,93.99588,319.5393,-0.12198,1.25203
180.7794,2.99457,74.75063,180.9718,3.69746,84.50077,169.8829,7.48231,93.97285,319.7049,-0.12237,1.24282
180.8606,2.99061,74.6518,181.0548,3.69412,84.42449,169.9693,7.48033,93.94843,319.8728,-0.12266,1.23612
180.9451,2.98668,74.55368,181.138,3.6913,84.36008,170.0496,7.47827,93.92303,320.039,-0.12271,1.23489
181.0281,2.98274,74.45543,181.2215,3.68918,84.31166,170.1353,7.47623,93.898,320.2063,-0.12257,1.23819
181.1105,2.97891,74.3596,181.3058,3.68699,84.26163,170.2179,7.47418,93.87267,320.3712,-0.12252,1.23946
181.1939,2.97498,74.2616,181.3885,3.68414,84.19636,170.3011,7.47211,93.84723,320.54,-0.12255,1.23878
181.2775,2.97088,74.15938,181.4719,3.68088,84.12197,170.3834,7.47015,93.82305,320.7081,-0.12265,1.23632
181.3602,2.96683,74.05823,181.5539,3.67803,84.05679,170.4679,7.46813,93.79816,320.8728,-0.12284,1.23188
181.4434,2.96282,73.95808,181.6391,3.67606,84.01177,170.5503,7.4664,93.77686,321.0402,-0.12309,1.22622
181.5287,2.95884,73.85873,181.7211,3.67396,83.96387,170.6339,7.46458,93.7545,321.2072,-0.12327,1.2221
181.6114,2.95495,73.76158,181.8063,3.67104,83.89714,170.7162,7.46255,93.72948,321.3762,-0.12317,1.22436
181.6925,2.95104,73.66403,181.8866,3.66764,83.81923,170.7991,7.46058,93.70511,321.5434,-0.12316,1.22465
181.7765,2.94699,73.56298,181.9714,3.66473,83.75281,170.8844,7.4586,93.68077,321.7102,-0.12333,1.2206
181.8586,2.94279,73.45807,182.0537,3.66269,83.70615,170.9666,7.45663,93.65645,321.8767,-0.12368,1.21253
181.944,2.93866,73.3549,182.1372,3.66068,83.66035,171.0504,7.45478,93.63369,322.0449,-0.12399,1.20523
182.0271,2.93451,73.25131,182.2212,3.65791,83.59686,171.1317,7.45269,93.60792,322.2104,-0.12423,1.19985
182.1129,2.93038,73.14826,182.3028,3.65456,83.52032,171.2156,7.45061,93.58236,322.3779,-0.12419,1.2007
182.1952,2.9262,73.044,182.3874,3.6515,83.45046,171.2975,7.44858,93.55736,322.545,-0.12433,1.19736
182.2766,2.92192,72.93714,182.4697,3.64917,83.3973,171.3808,7.44642,93.53073,322.7116,-0.12453,1.1927
182.3607,2.91768,72.83117,182.5521,3.6468,83.34295,171.4659,7.44409,93.50201,322.8789,-0.12478,1.18698
182.4439,2.91342,72.72506,182.6356,3.64371,83.27245,171.5472,7.44168,93.47239,323.045,-0.1249,1.18418
182.5269,2.90907,72.61642,182.7191,3.6403,83.1945,171.6317,7.43953,93.44585,323.2132,-0.12568,1.16608
182.6106,2.90486,72.51128,182.803,3.63727,83.12516,171.715,7.43748,93.42065,323.3804,-0.12655,1.14592
182.6934,2.9008,72.41004,182.8842,3.63506,83.07465,171.7962,7.43547,93.39583,323.5482,-0.12701,1.13534
182.7765,2.89667,72.30687,182.9679,3.63285,83.02412,171.8828,7.43338,93.37014,323.7134,-0.12711,1.13314
182.8596,2.89253,72.2035,183.0514,3.62984,82.95554,171.9642,7.43131,93.34453,323.8802,-0.12706,1.13419
182.9431,2.88826,72.09679,183.1353,3.62628,82.87409,172.0481,7.42916,93.31816,324.0483,-0.12686,1.13892
183.0258,2.88383,71.98646,183.2191,3.62328,82.80562,172.1301,7.42711,93.29292,324.2167,-0.12647,1.14787
