P-4_normalized_wavelength_nm,P-4_normalized_abs_au,D-4_normalized_wavelength_nm,D-4_normalized_abs_au,P-4_raw_wavelength_nm,P-4_raw_abs_au,D-4_raw_wavelength_nm,D-4_raw_abs_au
367.9866,0.07109,367.9866,0.15799,367.9866,0.06667,367.9866,0.14817
367.0155,0.07205,367.0155,0.15919,367.0155,0.06757,367.0155,0.1493
366.00543,0.07333,366.00543,0.16005,366.00543,0.06877,366.00543,0.1501
364.99524,0.07472,364.99524,0.161,364.99524,0.07008,364.99524,0.151
363.98486,0.07623,363.98486,0.16214,363.98486,0.0715,363.98486,0.15206
363.01324,0.07725,363.01324,0.16254,363.01324,0.07245,363.01324,0.15244
362.00256,0.07828,362.00256,0.16277,362.00256,0.07341,362.00256,0.15265
360.99179,0.07902,360.99179,0.16365,360.99179,0.07411,360.99179,0.15348
359.98087,0.0801,359.98087,0.16381,359.98087,0.07512,359.98087,0.15363
359.00864,0.08124,359.00864,0.16439,359.00864,0.07619,359.00864,0.15418
357.99744,0.08283,357.99744,0.16478,357.99744,0.07768,357.99744,0.15454
356.98605,0.08427,356.98605,0.16682,356.98605,0.07903,356.98605,0.15646
356.01343,0.08582,356.01343,0.16683,356.01343,0.08048,356.01343,0.15646
355.00177,0.08738,355.00177,0.16719,355.00177,0.08195,355.00177,0.1568
353.98999,0.08919,353.98999,0.16695,353.98999,0.08365,353.98999,0.15657
353.01694,0.09085,353.01694,0.16747,353.01694,0.08521,353.01694,0.15707
352.00488,0.09387,352.00488,0.16778,352.00488,0.08803,352.00488,0.15735
350.99265,0.09744,350.99265,0.16832,350.99265,0.09138,350.99265,0.15786
350.0192,0.10167,350.0192,0.17002,350.0192,0.09535,350.0192,0.15945
349.00668,0.10676,349.00668,0.1708,349.00668,0.10013,349.00668,0.16019
347.99405,0.11283,347.99405,0.1712,347.99405,0.10582,347.99405,0.16056
346.98126,0.12128,346.98126,0.1716,346.98126,0.11375,346.98126,0.16094
346.00726,0.13222,346.00726,0.17232,346.00726,0.124,346.00726,0.16161
344.9942,0.14696,344.9942,0.17302,344.9942,0.13782,344.9942,0.16227
343.98099,0.16652,343.98099,0.17442,343.98099,0.15617,343.98099,0.16358
343.00662,0.18823,343.00662,0.17548,343.00662,0.17653,343.00662,0.16458
341.99313,0.2194,341.99313,0.17667,341.99313,0.20577,341.99313,0.16569
341.01852,0.26162,341.01852,0.17826,341.01852,0.24536,341.01852,0.16718
340.00473,0.32146,340.00473,0.18025,340.00473,0.30148,340.00473,0.16905
338.99088,0.39203,338.99088,0.18188,338.99088,0.36767,338.99088,0.17058
338.01584,0.45921,338.01584,0.18412,338.01584,0.43067,338.01584,0.17268
337.00165,0.54914,337.00165,0.1868,337.00165,0.51502,337.00165,0.17519
335.9873,0.65827,335.9873,0.18993,335.9873,0.61736,335.9873,0.17813
335.0119,0.75016,335.0119,0.19401,335.0119,0.70354,335.0119,0.18196
333.99735,0.84021,333.99735,0.19891,333.99735,0.788,333.99735,0.18655
332.98264,0.88913,332.98264,0.20363,332.98264,0.83388,332.98264,0.19098
332.00681,0.92446,332.00681,0.2091,332.00681,0.86701,332.00681,0.1961
330.99185,0.94892,330.99185,0.21462,330.99185,0.88995,330.99185,0.20129
330.01581,0.96055,330.01581,0.22106,330.01581,0.90086,330.01581,0.20732
329.00055,0.96537,329.00055,0.22778,329.00055,0.90538,329.00055,0.21363
327.9852,0.96726,327.9852,0.23463,327.9852,0.90715,327.9852,0.22005
327.00873,0.96998,327.00873,0.24063,327.00873,0.90971,327.00873,0.22568
325.9931,0.96697,325.9931,0.24748,325.9931,0.90689,325.9931,0.2321
325.01642,0.96983,325.01642,0.25415,325.01642,0.90957,325.01642,0.23836
324.00055,0.96848,324.00055,0.25937,324.00055,0.9083,324.00055,0.24326
322.98453,0.96734,322.98453,0.26469,322.98453,0.90723,322.98453,0.24824
322.00745,0.97145,322.00745,0.26938,322.00745,0.91109,322.00745,0.25264
320.99115,0.97515,320.99115,0.27492,320.99115,0.91456,320.99115,0.25784
320.01382,0.97908,320.01382,0.27969,320.01382,0.91824,320.01382,0.26231
318.99731,0.97882,318.99731,0.28435,318.99731,0.91799,318.99731,0.26668
317.98062,0.98245,317.98062,0.28845,317.98062,0.9214,317.98062,0.27052
317.00296,0.98533,317.00296,0.29144,317.00296,0.92411,317.00296,0.27333
315.98602,0.99018,315.98602,0.2941,315.98602,0.92865,315.98602,0.27583
315.00812,0.98962,315.00812,0.29625,315.00812,0.92812,315.00812,0.27784
313.99094,0.98883,313.99094,0.30052,313.99094,0.92738,313.99094,0.28184
313.01273,0.99233,313.01273,0.30237,313.01273,0.93066,313.01273,0.28358
311.99533,0.99203,311.99533,0.30396,311.99533,0.93038,311.99533,0.28507
311.01694,0.99008,311.01694,0.30573,311.01694,0.92856,311.01694,0.28673
309.99924,0.98887,309.99924,0.30663,309.99924,0.92742,309.99924,0.28758
308.98148,0.98612,308.98148,0.30748,308.98148,0.92484,308.98148,0.28837
308.00269,0.98346,308.00269,0.30913,308.00269,0.92235,308.00269,0.28992
306.98465,0.98239,306.98465,0.31018,306.98465,0.92134,306.98465,0.2909
306.00565,0.97982,306.00565,0.31062,306.00565,0.91893,306.00565,0.29132
304.98734,0.97883,304.98734,0.31133,304.98734,0.91801,304.98734,0.29198
304.00809,0.97801,304.00809,0.31118,304.00809,0.91724,304.00809,0.29184
302.98956,0.97834,302.98956,0.31148,302.98956,0.91755,302.98956,0.29212
302.0101,0.9776,302.0101,0.31085,302.0101,0.91685,302.0101,0.29153
300.99133,0.97582,300.99133,0.31123,300.99133,0.91518,300.99133,0.29189
300.0116,0.97712,300.0116,0.31056,300.0116,0.9164,300.0116,0.29126
298.99261,0.978,298.99261,0.31016,298.99261,0.91722,298.99261,0.29089
298.0127,0.98092,298.0127,0.30962,298.0127,0.91996,298.0127,0.29038
296.99341,0.97935,296.99341,0.30796,296.99341,0.9185,296.99341,0.28882
296.01324,0.97789,296.01324,0.30795,296.01324,0.91712,296.01324,0.28881
294.99377,0.9802,294.99377,0.30714,294.99377,0.91929,294.99377,0.28805
294.01337,0.97917,294.01337,0.3083,294.01337,0.91832,294.01337,0.28914
292.99365,0.97877,292.99365,0.30864,292.99365,0.91795,292.99365,0.28946
292.01303,0.97808,292.01303,0.30768,292.01303,0.9173,292.01303,0.28856
290.99307,0.97562,290.99307,0.30844,290.99307,0.91499,290.99307,0.28927
290.01227,0.97101,290.01227,0.31164,290.01227,0.91068,290.01227,0.29228
288.99207,0.96982,288.99207,0.31406,288.99207,0.90955,288.99207,0.29455
288.01099,0.96844,288.01099,0.31647,288.01099,0.90826,288.01099,0.2968
286.99054,0.96616,286.99054,0.31791,286.99054,0.90613,286.99054,0.29816
286.00928,0.96229,286.00928,0.3224,286.00928,0.9025,286.00928,0.30237
284.98865,0.96174,284.98865,0.32708,284.98865,0.90197,284.98865,0.30675
284.00714,0.95864,284.00714,0.33166,284.00714,0.89907,284.00714,0.31105
282.98627,0.9601,282.98627,0.33546,282.98627,0.90044,282.98627,0.31462
282.00452,0.95731,282.00452,0.34041,282.00452,0.89782,282.00452,0.31925
280.98346,0.95508,280.98346,0.34692,280.98346,0.89573,280.98346,0.32537
280.0015,0.95384,280.0015,0.35324,280.0015,0.89457,280.0015,0.33129
279.01947,0.95174,279.01947,0.36001,279.01947,0.8926,279.01947,0.33764
277.99802,0.95007,277.99802,0.36769,277.99802,0.89104,277.99802,0.34484
277.01578,0.94745,277.01578,0.37638,277.01578,0.88858,277.01578,0.35299
275.99414,0.94206,275.99414,0.38541,275.99414,0.88352,275.99414,0.36146
275.01169,0.93674,275.01169,0.39431,275.01169,0.87853,275.01169,0.3698
273.98978,0.93317,273.98978,0.40395,273.98978,0.87518,273.98978,0.37885
273.00708,0.92766,273.00708,0.41334,273.00708,0.87002,273.00708,0.38766
271.98502,0.92238,271.98502,0.42249,271.98502,0.86507,271.98502,0.39624
271.00214,0.91014,271.00214,0.42986,271.00214,0.85359,271.00214,0.40315
270.01913,0.90505,270.01913,0.43924,270.01913,0.84881,270.01913,0.41195
268.9967,0.9015,268.9967,0.44643,268.9967,0.84548,268.9967,0.41869
268.01352,0.89625,268.01352,0.45303,268.01352,0.84056,268.01352,0.42488
266.99088,0.89107,266.99088,0.45797,266.99088,0.8357,266.99088,0.42951
266.00745,0.88347,266.00745,0.46442,266.00745,0.82857,266.00745,0.43556
264.98465,0.87923,264.98465,0.46909,264.98465,0.82459,264.98465,0.43994
264.00104,0.87328,264.00104,0.47179,264.00104,0.81901,264.00104,0.44247
263.01733,0.86589,263.01733,0.47452,263.01733,0.81209,263.01733,0.44503
261.99414,0.85761,261.99414,0.47849,261.99414,0.80432,261.99414,0.44876
261.01028,0.85008,261.01028,0.47927,261.01028,0.79726,261.01028,0.44949
259.98691,0.83704,259.98691,0.48291,259.98691,0.78502,259.98691,0.4529
259.00278,0.82555,259.00278,0.48963,259.00278,0.77425,259.00278,0.45921
258.01859,0.81613,258.01859,0.49166,258.01859,0.76542,258.01859,0.46111
256.9949,0.80436,256.9949,0.49446,256.9949,0.75437,256.9949,0.46373
256.0105,0.79464,256.0105,0.49737,256.0105,0.74526,256.0105,0.46646
254.98663,0.7857,254.98663,0.50059,254.98663,0.73687,254.98663,0.46949
254.00204,0.77671,254.00204,0.50253,254.00204,0.72844,254.00204,0.4713
253.01735,0.768,253.01735,0.50431,253.01735,0.72028,253.01735,0.47297
251.99315,0.75815,251.99315,0.50757,251.99315,0.71104,251.99315,0.47603
251.00829,0.74998,251.00829,0.51253,251.00829,0.70338,251.00829,0.48068
249.98392,0.74421,249.98392,0.51308,249.98392,0.69797,249.98392,0.4812
248.99881,0.73897,248.99881,0.51306,248.99881,0.69305,248.99881,0.48117
248.01367,0.73367,248.01367,0.51558,248.01367,0.68808,248.01367,0.48354
246.98897,0.72983,246.98897,0.51672,246.98897,0.68448,246.98897,0.48461
246.0036,0.72501,246.0036,0.52278,246.0036,0.67996,246.0036,0.49029
245.01814,0.72721,245.01814,0.52525,245.01814,0.68203,245.01814,0.49262
243.99318,0.73747,243.99318,0.52533,243.99318,0.69165,243.99318,0.49268
243.00751,0.75347,243.00751,0.52512,243.00751,0.70665,243.00751,0.49249
241.98238,0.76595,241.98238,0.52956,241.98238,0.71836,241.98238,0.49665
240.99655,0.78821,240.99655,0.53394,240.99655,0.73923,240.99655,0.50076
240.01062,0.82298,240.01062,0.53587,240.01062,0.77184,240.01062,0.50257
238.98515,0.86093,238.98515,0.53657,238.98515,0.80744,238.98515,0.50323
237.99907,0.89819,237.99907,0.53768,237.99907,0.84238,237.99907,0.50427
237.01286,0.93269,237.01286,0.54084,237.01286,0.87473,237.01286,0.50724
235.98712,0.95239,235.98712,0.54176,235.98712,0.89321,235.98712,0.50809
235.00078,0.96471,235.00078,0.54379,235.00078,0.90476,235.00078,0.51
234.01431,0.97048,234.01431,0.54574,234.01431,0.91017,234.01431,0.51183
232.98828,0.97075,232.98828,0.55029,232.98828,0.91042,232.98828,0.51609
232.00163,0.97868,232.00163,0.54992,232.00163,0.91786,232.00163,0.51575
231.01491,0.97942,231.01491,0.55315,231.01491,0.91856,231.01491,0.51878
229.9886,0.98624,229.9886,0.557,229.9886,0.92495,229.9886,0.52239
229.00172,0.98557,229.00172,0.55952,229.00172,0.92433,229.00172,0.52475
228.01472,0.98282,228.01472,0.57001,228.01472,0.92175,228.01472,0.53459
226.98814,0.98759,226.98814,0.57292,226.98814,0.92622,226.98814,0.53732
226.00099,0.99088,226.00099,0.57445,226.00099,0.9293,226.00099,0.53875
225.01372,0.9906,225.01372,0.57806,225.01372,0.92905,225.01372,0.54214
223.98689,0.99061,223.98689,0.57939,223.98689,0.92905,223.98689,0.54339
222.99948,0.98876,222.99948,0.58476,222.99948,0.92732,222.99948,0.54842
222.01196,0.98751,222.01196,0.5847,222.01196,0.92615,222.01196,0.54837
220.98485,0.98597,220.98485,0.58872,220.98485,0.9247,220.98485,0.55214
219.99719,0.98923,219.99719,0.59102,219.99719,0.92776,219.99719,0.55429
219.00941,0.99193,219.00941,0.59289,219.00941,0.93029,219.00941,0.55605
217.98209,0.99637,217.98209,0.59698,217.98209,0.93445,217.98209,0.55989
216.99414,0.99809,216.99414,0.59953,216.99414,0.93607,216.99414,0.56228
216.00613,1,216.00613,0.60263,216.00613,0.93786,216.00613,0.56518
215.01802,0.99821,215.01802,0.60727,215.01802,0.93618,215.01802,0.56953
213.99034,0.99772,213.99034,0.61038,213.99034,0.93573,213.99034,0.57245
213.00206,0.99248,213.00206,0.61634,213.00206,0.93081,213.00206,0.57804
212.01375,0.99192,212.01375,0.61747,212.01375,0.93028,212.01375,0.5791
210.98579,0.98982,210.98579,0.62009,210.98579,0.92831,210.98579,0.58156
209.99728,0.99382,209.99728,0.62165,209.99728,0.93206,209.99728,0.58302
209.00873,0.99762,209.00873,0.62339,209.00873,0.93562,209.00873,0.58465
207.9805,1.00441,207.9805,0.62752,207.9805,0.942,207.9805,0.58852
206.99178,1.01079,206.99178,0.62891,206.99178,0.94798,206.99178,0.58983
206.00296,1.01035,206.00296,0.63208,206.00296,0.94757,206.00296,0.5928
205.01407,1.0103,205.01407,0.63751,205.01407,0.94752,205.01407,0.59789
203.9855,1.00978,203.9855,0.64161,203.9855,0.94703,203.9855,0.60174
202.99646,1.01019,202.99646,0.64491,202.99646,0.94742,202.99646,0.60483
202.00734,1.00978,202.00734,0.64755,202.00734,0.94703,202.00734,0.60732
201.01814,1.01339,201.01814,0.64921,201.01814,0.95041,201.01814,0.60887
199.98929,1.02065,199.98929,0.65058,199.98929,0.95723,199.98929,0.61016
