P-3_conc_1_wavelength_nm,P-3_conc_1_abs_au,P-3_conc_2_wavelength_nm,P-3_conc_2_abs_au,P-3_conc_3_wavelength_nm,P-3_conc_3_abs_au,P-3_conc_4_wavelength_nm,P-3_conc_4_abs_au,P-3_conc_5_wavelength_nm,P-3_conc_5_abs_au,P-3_conc_1_em_wavelength_nm,P-3_conc_1_em_intensity,P-3_conc_2_em_wavelength_nm,P-3_conc_2_em_intensity,P-3_conc_3_em_wavelength_nm,P-3_conc_3_em_intensity,P-3_conc_4_em_wavelength_nm,P-3_conc_4_em_intensity,P-3_conc_5_em_wavelength_nm,P-3_conc_5_em_intensity,2-AP_conc_1_wavelength_nm,2-AP_conc_1_abs_au,2-AP_conc_2_wavelength_nm,2-AP_conc_2_abs_au,2-AP_conc_3_wavelength_nm,2-AP_conc_3_abs_au,2-AP_conc_4_wavelength_nm,2-AP_conc_4_abs_au,2-AP_conc_5_wavelength_nm,2-AP_conc_5_abs_au,2-AP_conc_1_em_wavelength_nm,2-AP_conc_1_em_intensity,2-AP_conc_2_em_wavelength_nm,2-AP_conc_2_em_intensity,2-AP_conc_3_em_wavelength_nm,2-AP_conc_3_em_intensity,2-AP_conc_4_em_wavelength_nm,2-AP_conc_4_em_intensity,2-AP_conc_5_em_wavelength_nm,2-AP_conc_5_em_intensity,ACN_em_background_wavelength_nm,ACN_em_background_intensity
440.5032043,-0.002656508,440.5032043,-0.004174076,440.5032043,-0.000553969,440.5032043,-0.003273802,440.5032043,0.004189675,,,,,,,,,,,240.5162506,0.291257262,240.5162506,0.2702564,240.5162506,0.204850495,240.5162506,0.150537044,240.5162506,0.085098632,,,,,,,,,,,,
440.004303,-0.002694996,440.004303,-0.004032273,440.004303,-0.000486746,440.004303,-0.003066524,440.004303,0.004325817,,,,,,,,,,,240.0031738,0.303576797,240.0031738,0.281796366,240.0031738,0.213503495,240.0031738,0.157396272,240.0031738,0.08898706,,,,,,,,,,,,
439.5053406,-0.002797167,439.5053406,-0.004029606,439.5053406,-0.000722859,439.5053406,-0.003265683,439.5053406,0.004435405,,,,,,,,,,,239.4900665,0.314591646,239.4900665,0.292448461,239.4900665,0.222457215,239.4900665,0.163218141,239.4900665,0.092043184,,,,,,,,,,,,
439.0064087,-0.002720258,439.0064087,-0.004260623,439.0064087,-0.00071154,439.0064087,-0.003251038,439.0064087,0.00439984,,,,,,,,,,,239.0163879,0.326072514,239.0163879,0.302923441,239.0163879,0.231176451,239.0163879,0.169902071,239.0163879,0.094840318,,,,,,,,,,,,
438.5074158,-0.00267565,438.5074158,-0.003978976,438.5074158,-0.000575736,438.5074158,-0.003174724,438.5074158,0.004420316,,,,,,,,,,,238.5032654,0.33608371,238.5032654,0.309858501,238.5032654,0.237260059,238.5032654,0.173540235,238.5032654,0.097622648,,,,,,,,,,,,
438.0083618,-0.002805603,438.0083618,-0.00429374,438.0083618,-0.00051679,438.0083618,-0.00319266,438.0083618,0.004510101,,,,,,,,,,,237.990097,0.344593167,237.990097,0.320284665,237.990097,0.244159982,237.990097,0.178447902,237.990097,0.100820191,,,,,,,,,,,,
437.5092773,-0.002851124,437.5092773,-0.004293894,437.5092773,-0.000581062,437.5092773,-0.003273956,437.5092773,0.004343204,,,,,,,,,,,237.5163879,0.352349371,237.5163879,0.326981843,237.5163879,0.250266194,237.5163879,0.182561114,237.5163879,0.10247609,,,,,,,,,,,,
437.0101624,-0.002829933,437.0101624,-0.004419777,437.0101624,-0.001028628,437.0101624,-0.00340409,437.0101624,0.004263492,,,,,,,,,,,237.0031586,0.360051006,237.0031586,0.334522635,237.0031586,0.255364627,237.0031586,0.185815603,237.0031586,0.104639828,,,,,,,,,,,,
436.5110168,-0.002536444,436.5110168,-0.003845987,436.5110168,-0.000488607,436.5110168,-0.002936392,436.5110168,0.004488365,,,,,,,,,,,236.4899139,0.366590798,236.4899139,0.339811176,236.4899139,0.258819431,236.4899139,0.189591825,236.4899139,0.107176207,,,,,,,,,,,,
436.0117798,-0.002574325,436.0117798,-0.004188844,436.0117798,-0.000530028,436.0117798,-0.002878794,436.0117798,0.004481984,,,,,,,,,,,236.0161133,0.370329678,236.0161133,0.343830437,236.0161133,0.261505336,236.0161133,0.191533506,236.0161133,0.107638702,,,,,,,,,,,,
435.5124512,-0.002538092,435.5124512,-0.00395153,435.5124512,-0.000363856,435.5124512,-0.002980151,435.5124512,0.00455381,,,,,,,,,,,235.5028381,0.374089807,235.5028381,0.34736231,235.5028381,0.264390886,235.5028381,0.193455473,235.5028381,0.109247915,,,,,,,,,,,,
435.0131531,-0.002532893,435.0131531,-0.004352278,435.0131531,-0.000368822,435.0131531,-0.00310004,435.0131531,0.004510545,,,,,,,,,,,234.989502,0.377814323,234.989502,0.350625902,234.989502,0.266434103,234.989502,0.195142359,234.989502,0.110298678,,,,,,,,,,,,
434.5137939,-0.002873959,434.5137939,-0.004368474,434.5137939,-0.000717277,434.5137939,-0.003209671,434.5137939,0.004499089,,,,,,,,,,,234.5157013,0.379025906,234.5157013,0.352006346,234.5157013,0.268238843,234.5157013,0.196126312,234.5157013,0.110742837,,,,,,,,,,,,
434.0144043,-0.002760438,434.0144043,-0.004624668,434.0144043,-0.000730612,434.0144043,-0.00336474,434.0144043,0.00423045,,,,,,,,,,,234.0023041,0.380377322,234.0023041,0.352799952,234.0023041,0.268808335,234.0023041,0.19623071,234.0023041,0.110818937,,,,,,,,,,,,
433.5149841,-0.00239771,433.5149841,-0.004090847,433.5149841,-0.000367839,433.5149841,-0.002950738,433.5149841,0.004629886,,,,,,,,,,,233.4889374,0.380204022,233.4889374,0.353240013,233.4889374,0.269302487,233.4889374,0.196680695,233.4889374,0.110941775,,,,,,,,,,,,
433.0155029,-0.003065753,433.0155029,-0.004811133,433.0155029,-0.000790717,433.0155029,-0.003364586,433.0155029,0.004184552,,,,,,,,,,,233.0150146,0.379694402,233.0150146,0.352448463,233.0150146,0.268662363,233.0150146,0.196638033,233.0150146,0.110612877,,,,,,,,,,,,
432.5159607,-0.003020409,432.5159607,-0.00432629,432.5159607,-0.000657006,432.5159607,-0.003358421,432.5159607,0.004416916,,,,,,,,,,,232.5015717,0.377319843,232.5015717,0.350181609,232.5015717,0.266865313,232.5015717,0.195233196,232.5015717,0.110077128,,,,,,,,,,,,
432.0163574,-0.002720721,432.0163574,-0.004443708,432.0163574,-0.000638706,432.0163574,-0.003065136,432.0163574,0.00438538,,,,,,,,,,,231.9881287,0.37356168,231.9881287,0.347077966,231.9881287,0.26434806,231.9881287,0.19348903,231.9881287,0.108938731,,,,,,,,,,,,
431.5167236,-0.00285241,431.5167236,-0.004352996,431.5167236,-0.000700944,431.5167236,-0.003232745,431.5167236,0.004012529,,,,,,,,,,,231.5141602,0.370592237,231.5141602,0.344187498,231.5141602,0.262233794,231.5141602,0.191890478,231.5141602,0.108103983,,,,,,,,,,,,
431.0170593,-0.002526768,431.0170593,-0.004354072,431.0170593,-0.00070389,431.0170593,-0.002991051,431.0170593,0.004575391,,,,,,,,,,,231.0006714,0.366385549,231.0006714,0.340346515,231.0006714,0.259118855,231.0006714,0.189734682,231.0006714,0.106697291,,,,,,,,,,,,
430.517334,-0.002497171,430.517334,-0.004003138,430.517334,-0.000384237,430.517334,-0.002770315,430.517334,0.00461513,,,,,,,,,,,230.4871368,0.359682083,230.4871368,0.334199369,230.4871368,0.254469454,230.4871368,0.186188504,230.4871368,0.104739018,,,,,,,,,,,,
430.0176392,-0.002805346,430.0176392,-0.004592652,430.0176392,-0.000697119,430.0176392,-0.00317313,430.0176392,0.004293634,,,,,,,,,,,230.013092,0.353818595,230.013092,0.328776419,230.013092,0.25041309,230.013092,0.183120385,230.013092,0.102957234,,,,,,,,,,,,
429.5178223,-0.002756682,429.5178223,-0.004333825,429.5178223,-0.001098814,429.5178223,-0.003118854,429.5178223,0.004429469,,,,,,,,,,,229.4995117,0.348221958,229.4995117,0.323856145,229.4995117,0.24640286,229.4995117,0.180357382,229.4995117,0.101610392,,,,,,,,,,,,
429.0180054,-0.002522547,429.0180054,-0.004182588,429.0180054,-0.000494813,429.0180054,-0.002968119,429.0180054,0.004667956,,,,,,,,,,,228.9859161,0.341710657,228.9859161,0.318035334,228.9859161,0.241738588,228.9859161,0.176725045,228.9859161,0.099493653,,,,,,,,,,,,
428.5180969,-0.002845621,428.5180969,-0.004545981,428.5180969,-0.000594866,428.5180969,-0.003101428,428.5180969,0.004373613,,,,,,,,,,,228.5118256,0.336203039,228.5118256,0.313030094,228.5118256,0.23761496,228.5118256,0.173621506,228.5118256,0.097683102,,,,,,,,,,,,
428.0181274,-0.002878485,428.0181274,-0.004448321,428.0181274,-0.00056038,428.0181274,-0.003070996,428.0181274,0.004547035,,,,,,,,,,,227.9982147,0.326684237,227.9982147,0.304556638,227.9982147,0.230703458,227.9982147,0.168705732,227.9982147,0.094781257,,,,,,,,,,,,
427.518158,-0.002699369,427.518158,-0.004439865,427.518158,-0.000700272,427.518158,-0.003366846,427.518158,0.004424213,,,,,,,,,,,227.4845581,0.317311168,227.4845581,0.295453042,227.4845581,0.224630788,227.4845581,0.163792238,227.4845581,0.092264853,,,,,,,,,,,,
427.018158,-0.002715731,427.018158,-0.00428277,427.018158,-0.00073821,427.018158,-0.003075726,427.018158,0.004581068,,,,,,,,,,,227.0103607,0.305159092,227.0103607,0.284341246,227.0103607,0.215842754,227.0103607,0.157751948,227.0103607,0.088527463,,,,,,,,,,,,
426.5180359,-0.002542312,426.5180359,-0.004335876,426.5180359,-0.000599881,426.5180359,-0.003310076,426.5180359,0.004404652,,,,,,,,,,,226.4966583,0.295418561,226.4966583,0.275934666,226.4966583,0.209019795,226.4966583,0.152571693,226.4966583,0.085687943,,,,,,,,,,,,
426.0180054,-0.002924821,426.0180054,-0.004435612,426.0180054,-0.000610893,426.0180054,-0.003236085,426.0180054,0.004210141,,,,,,,,,,,225.9829559,0.287397236,225.9829559,0.268442124,225.9829559,0.202324435,225.9829559,0.148110256,225.9829559,0.083123237,,,,,,,,,,,,
425.5178833,-0.002952744,425.5178833,-0.004649357,425.5178833,-0.000695155,425.5178833,-0.003279557,425.5178833,0.004372332,,,,,,,,,,,225.5087433,0.277638853,225.5087433,0.258242071,225.5087433,0.19547914,225.5087433,0.142548859,225.5087433,0.080098338,,,,,,,,,,,,
425.0176392,-0.002809564,425.0176392,-0.004291741,425.0176392,-0.000646823,425.0176392,-0.003171434,425.0176392,0.004532387,,,,,,,,,,,224.9949341,0.266578138,224.9949341,0.249373674,224.9949341,0.188556999,224.9949341,0.13771157,224.9949341,0.077281959,,,,,,,,,,,,
424.5174255,-0.002812959,424.5174255,-0.004725208,424.5174255,-0.000936218,424.5174255,-0.003316447,424.5174255,0.004351493,,,,,,,,,,,224.4811554,0.257501036,224.4811554,0.240467608,224.4811554,0.181870461,224.4811554,0.132694885,224.4811554,0.07442937,,,,,,,,,,,,
424.0171204,-0.002900651,424.0171204,-0.004718755,424.0171204,-0.001103152,424.0171204,-0.003379843,424.0171204,0.004212414,,,,,,,,,,,224.0068665,0.247413233,224.0068665,0.231743202,224.0068665,0.174673125,224.0068665,0.127576813,224.0068665,0.071546584,,,,,,,,,,,,
423.5168457,-0.002930992,423.5168457,-0.004625744,423.5168457,-0.000932808,423.5168457,-0.003390169,423.5168457,0.004356225,,,,,,,,,,,223.493042,0.239817813,223.493042,0.22362408,223.493042,0.168713093,223.493042,0.123490162,223.493042,0.068916321,,,,,,,,,,,,
423.016449,-0.002866759,423.016449,-0.004551617,423.016449,-0.000819759,423.016449,-0.003233464,423.016449,0.004488889,,,,,,,,,,,223.0186768,0.229282379,223.0186768,0.214550883,223.0186768,0.161872938,223.0186768,0.118218303,223.0186768,0.066429943,,,,,,,,,,,,
422.5160522,-0.002984161,422.5160522,-0.00433644,422.5160522,-0.000845751,422.5160522,-0.003114639,422.5160522,0.004503065,,,,,,,,,,,222.5048065,0.21977517,222.5048065,0.206271723,222.5048065,0.15544121,222.5048065,0.113128394,222.5048065,0.063528851,,,,,,,,,,,,
422.0155945,-0.002957423,422.0155945,-0.004499767,422.0155945,-0.000769116,422.0155945,-0.003204429,422.0155945,0.004713879,,,,,,,,,,,221.990921,0.211606249,221.990921,0.197676688,221.990921,0.148422509,221.990921,0.108520538,221.990921,0.061295338,,,,,,,,,,,,
421.5151062,-0.002907594,421.5151062,-0.004402506,421.5151062,-0.000826374,421.5151062,-0.003323075,421.5151062,0.004400912,,,,,,,,,,,221.5165405,0.202607527,221.5165405,0.189364538,221.5165405,0.142462611,221.5165405,0.103663445,221.5165405,0.058571793,,,,,,,,,,,,
421.0145569,-0.002964776,421.0145569,-0.004333928,421.0145569,-0.000860218,421.0145569,-0.003328675,421.0145569,0.004750072,,,,,,,,,,,221.0025635,0.195197403,221.0025635,0.182930484,221.0025635,0.137695953,221.0025635,0.100107603,221.0025635,0.057097215,,,,,,,,,,,,
420.5140076,-0.00305069,420.5140076,-0.004703801,420.5140076,-0.001001098,420.5140076,-0.003353181,420.5140076,0.004615,,,,,,,,,,,220.4886017,0.186385557,220.4886017,0.174865052,220.4886017,0.131426767,220.4886017,0.095710263,220.4886017,0.055123042,,,,,,,,,,,,
420.0133972,-0.00300046,420.0133972,-0.004410244,420.0133972,-0.000938026,420.0133972,-0.003273596,420.0133972,0.00460014,,,,,,,,,,,220.0141602,0.18010442,220.0141602,0.168765515,220.0141602,0.126741335,220.0141602,0.092401057,220.0141602,0.053816576,,,,,,,,,,,,
419.5126953,-0.003054803,419.5126953,-0.004716758,419.5126953,-0.00124798,419.5126953,-0.003528536,419.5126953,0.004386949,,,,,,,,,,,219.5001373,0.17368038,219.5001373,0.163536862,219.5001373,0.121897936,219.5001373,0.088945188,219.5001373,0.052627355,,,,,,,,,,,,
419.0120239,-0.003051718,419.0120239,-0.004567037,419.0120239,-0.001061838,419.0120239,-0.003290912,419.0120239,0.004774673,,,,,,,,,,,218.9860992,0.167231038,218.9860992,0.157186002,218.9860992,0.117117845,218.9860992,0.08565966,218.9860992,0.052037846,,,,,,,,,,,,
418.511261,-0.003078502,418.511261,-0.004646591,418.511261,-0.001210861,418.511261,-0.003456738,418.511261,0.004667014,,,,,,,,,,,218.5116119,0.16296269,218.5116119,0.152755052,218.5116119,0.113861278,218.5116119,0.083285429,218.5116119,0.051793233,,,,,,,,,,,,
418.010498,-0.002607211,418.010498,-0.004533634,418.010498,-0.000886362,418.010498,-0.003518779,418.010498,0.004716208,,,,,,,,,,,217.9975281,0.157850385,217.9975281,0.148060456,217.9975281,0.110302523,217.9975281,0.080598995,217.9975281,0.051742665,,,,,,,,,,,,
417.5096741,-0.002674003,417.5096741,-0.004725669,417.5096741,-0.000836501,417.5096741,-0.003167734,417.5096741,0.004710713,,,,,,,,,,,217.483429,0.153399527,217.483429,0.143430859,217.483429,0.106841937,217.483429,0.078417994,217.483429,0.051937506,,,,,,,,,,,,
417.0087891,-0.002925695,417.0087891,-0.004569753,417.0087891,-0.000615649,417.0087891,-0.003099938,417.0087891,0.004723509,,,,,,,,,,,217.0088501,0.149025515,217.0088501,0.1395583,217.0088501,0.10378138,217.0088501,0.076034002,217.0088501,0.051634576,,,,,,,,,,,,
416.507843,-0.002868816,416.507843,-0.004700216,416.507843,-0.000737538,416.507843,-0.003217225,416.507843,0.004768915,,,,,,,,,,,216.4947357,0.144156724,216.4947357,0.134936154,216.4947357,0.100353383,216.4947357,0.073517635,216.4947357,0.05100577,,,,,,,,,,,,
416.0068665,-0.003032079,416.0068665,-0.004478861,416.0068665,-0.000899175,416.0068665,-0.003129442,416.0068665,0.004872201,,,,,,,,,,,215.980545,0.140629083,215.980545,0.131692648,215.980545,0.09750618,215.980545,0.071643107,215.980545,0.050594673,,,,,,,,,,,,
415.5058594,-0.003107494,415.5058594,-0.004836989,415.5058594,-0.00135044,415.5058594,-0.003604532,415.5058594,0.004791999,,,,,,,,,,,215.5059052,0.136698872,215.5059052,0.127882332,215.5059052,0.094789118,215.5059052,0.069653966,215.5059052,0.050211307,,,,,,,,,,,,
415.0048218,-0.003136792,415.0048218,-0.004842774,415.0048218,-0.001199245,415.0048218,-0.003261058,415.0048218,0.004790821,,,,,,,,,,,214.9917145,0.132936448,214.9917145,0.124164917,214.9917145,0.092107885,214.9917145,0.067632087,214.9917145,0.050361335,,,,,,,,,,,,
414.5037537,-0.003092484,414.5037537,-0.00499153,414.5037537,-0.000884451,414.5037537,-0.003543787,414.5037537,0.004868039,,,,,,,,,,,214.5170441,0.131111428,214.5170441,0.122456476,214.5170441,0.090615653,214.5170441,0.066721007,214.5170441,0.050717019,,,,,,,,,,,,
414.0026245,-0.003075469,414.0026245,-0.004777338,414.0026245,-0.001048048,414.0026245,-0.003341211,414.0026245,0.004940924,,,,,,,,,,,214.0027771,0.128981277,214.0027771,0.120210081,214.0027771,0.088971809,214.0027771,0.065476738,214.0027771,0.051364198,,,,,,,,,,,,
413.5014648,-0.002999432,413.5014648,-0.004479937,413.5014648,-0.000867762,413.5014648,-0.003218767,413.5014648,0.004934902,,,,,,,,,,,213.4884949,0.127596676,213.4884949,0.119030275,213.4884949,0.08801876,213.4884949,0.064836994,213.4884949,0.052444998,,,,,,,,,,,,
413.0002441,-0.003122195,413.0002441,-0.004681573,413.0002441,-0.001134135,413.0002441,-0.00352263,413.0002441,0.004526082,,,,,,,,,,,213.0137939,0.12580049,213.0137939,0.117138729,213.0137939,0.086647928,213.0137939,0.063947767,213.0137939,0.053275224,,,,,,,,,,,,
412.4989624,-0.0028952,412.4989624,-0.004714914,412.4989624,-0.001098711,412.4989624,-0.003301804,412.4989624,0.004855814,,,,,,,,,,,212.4994507,0.123788402,212.4994507,0.114957005,212.4994507,0.085106343,212.4994507,0.0627691,212.4994507,0.053611603,,,,,,,,,,,,
411.9976501,-0.00305763,411.9976501,-0.004883526,411.9976501,-0.001122,411.9976501,-0.003441175,411.9976501,0.004791109,,,,,,,,,,,211.9851379,0.122006185,211.9851379,0.113415532,211.9851379,0.083773002,211.9851379,0.061932396,211.9851379,0.053870138,,,,,,,,,,,,
411.4963379,-0.002955726,411.4963379,-0.004859106,411.4963379,-0.001051663,411.4963379,-0.003395511,411.4963379,0.004964907,,,,,,,,,,,211.5103455,0.120114736,211.5103455,0.111589,211.5103455,0.082478888,211.5103455,0.060743969,211.5103455,0.053785633,,,,,,,,,,,,
410.9949646,-0.00309819,410.9949646,-0.004843644,410.9949646,-0.001073768,410.9949646,-0.003370699,410.9949646,0.004761116,,,,,,,,,,,210.9959869,0.118569434,210.9959869,0.109929226,210.9959869,0.081203319,210.9959869,0.05997448,210.9959869,0.053533737,,,,,,,,,,,,
410.4935608,-0.003163673,410.4935608,-0.004953603,410.4935608,-0.001533879,410.4935608,-0.003810116,410.4935608,0.004383628,,,,,,,,,,,210.4815826,0.11646542,210.4815826,0.107996158,210.4815826,0.079728402,210.4815826,0.058673177,210.4815826,0.053185362,,,,,,,,,,,,
409.9920959,-0.003389398,409.9920959,-0.004935688,409.9920959,-0.001204614,409.9920959,-0.003312645,409.9920959,0.005052474,,,,,,,,,,,210.0067291,0.115591534,210.0067291,0.107112072,210.0067291,0.079219654,210.0067291,0.058295202,210.0067291,0.053621855,,,,,,,,,,,,
409.4906006,-0.003056037,409.4906006,-0.004857109,409.4906006,-0.001189745,409.4906006,-0.00351313,409.4906006,0.004792784,,,,,,,,,,,209.4922943,0.114153452,209.4922943,0.10570059,209.4922943,0.078066312,209.4922943,0.05719867,209.4922943,0.053009734,,,,,,,,,,,,
408.9889832,-0.003141624,408.9889832,-0.004697911,408.9889832,-0.001588199,408.9889832,-0.003500907,408.9889832,0.004652885,,,,,,,,,,,209.0174103,0.11294651,209.0174103,0.104916006,209.0174103,0.077151373,209.0174103,0.056473959,209.0174103,0.053031024,,,,,,,,,,,,
408.4874268,-0.003019072,408.4874268,-0.004770374,408.4874268,-0.000964165,408.4874268,-0.003558268,408.4874268,0.004875212,,,,,,,,,,,208.5029297,0.11253532,208.5029297,0.104233228,208.5029297,0.076613881,208.5029297,0.056543272,208.5029297,0.05312261,,,,,,,,,,,,
407.9857788,-0.002820366,407.9857788,-0.004655862,407.9857788,-0.001184995,407.9857788,-0.003423044,407.9857788,0.004869583,,,,,,,,,,,207.9884186,0.11099916,207.9884186,0.103123844,207.9884186,0.075683348,207.9884186,0.055436593,207.9884186,0.052738674,,,,,,,,,,,,
407.4841309,-0.002994239,407.4841309,-0.004499101,407.4841309,-0.001110072,407.4841309,-0.003477591,407.4841309,0.004889165,,,,,,,,,,,207.513504,0.109394945,207.513504,0.101656646,207.513504,0.074621163,207.513504,0.054518811,207.513504,0.051710702,,,,,,,,,,,,
406.9824219,-0.003130779,406.9824219,-0.004628254,406.9824219,-0.001166717,406.9824219,-0.003632051,406.9824219,0.004835893,,,,,,,,,,,206.9989471,0.108329885,206.9989471,0.100532837,206.9989471,0.073735721,206.9989471,0.053992298,206.9989471,0.051188834,,,,,,,,,,,,
406.5192871,-0.002909188,406.5192871,-0.004857826,406.5192871,-0.001265738,406.5192871,-0.003318451,406.5192871,0.004871756,,,,,,,,,,,206.4843597,0.107623816,206.4843597,0.100195356,206.4843597,0.07331609,206.4843597,0.053251114,206.4843597,0.050812218,,,,,,,,,,,,
406.0174561,-0.00313191,406.0174561,-0.005029146,406.0174561,-0.001412627,406.0174561,-0.003669785,406.0174561,0.004768549,,,,,,,,,,,206.0093842,0.107014522,206.0093842,0.099742018,206.0093842,0.072888196,206.0093842,0.052920599,206.0093842,0.050041694,,,,,,,,,,,,
405.515625,-0.002928112,405.515625,-0.004818045,405.515625,-0.001411389,405.515625,-0.003568641,405.515625,0.00488474,,,,,,,,,,,205.4947968,0.105988711,205.4947968,0.098824278,205.4947968,0.071984857,205.4947968,0.052000441,205.4947968,0.049111087,,,,,,,,,,,,
405.0137634,-0.002963285,405.0137634,-0.004862485,405.0137634,-0.00160878,405.0137634,-0.00361403,405.0137634,0.004628343,,,,,,,,,,,205.0197601,0.106439658,205.0197601,0.099102966,205.0197601,0.072501473,205.0197601,0.052270073,205.0197601,0.048919015,,,,,,,,,,,,
404.5118408,-0.003249086,404.5118408,-0.005063227,404.5118408,-0.001664742,404.5118408,-0.003851939,404.5118408,0.004394009,,,,,,,,,,,204.5051117,0.106394082,204.5051117,0.098966233,204.5051117,0.07171391,204.5051117,0.051526923,204.5051117,0.04807321,,,,,,,,,,,,
404.0098877,-0.003324411,404.0098877,-0.004976943,404.0098877,-0.00150731,404.0098877,-0.003421503,404.0098877,0.00470595,,,,,,,,,,,203.9904327,0.1068189,203.9904327,0.100192033,203.9904327,0.072434425,203.9904327,0.05207558,203.9904327,0.047606297,,,,,,,,,,,,
403.5079041,-0.003492895,403.5079041,-0.005265002,403.5079041,-0.001660925,403.5079041,-0.003732,403.5079041,0.004997114,,,,,,,,,,,203.5153503,0.107910886,203.5153503,0.101100124,203.5153503,0.073326536,203.5153503,0.051354993,203.5153503,0.047273293,,,,,,,,,,,,
403.0058594,-0.00323886,403.0058594,-0.005069163,403.0058594,-0.001349717,403.0058594,-0.003778502,403.0058594,0.004999785,,,,,,,,,,,203.0006561,0.110380784,203.0006561,0.102955423,203.0006561,0.075238407,203.0006561,0.053220857,203.0006561,0.047347765,,,,,,,,,,,,
402.5037231,-0.003125022,402.5037231,-0.005413715,402.5037231,-0.001429501,402.5037231,-0.003367977,402.5037231,0.005186058,,,,,,,,,,,202.4859161,0.114273086,202.4859161,0.107750759,202.4859161,0.077042215,202.4859161,0.054961931,202.4859161,0.047210667,,,,,,,,,,,,
402.0016174,-0.003280019,402.0016174,-0.005128364,402.0016174,-0.001370362,402.0016174,-0.003706746,402.0016174,0.004756195,,,,,,,,,,,202.0107727,0.119073242,202.0107727,0.111803725,202.0107727,0.080236353,202.0107727,0.057041951,202.0107727,0.047840703,,,,,,,,,,,,
401.4994507,-0.003448469,401.4994507,-0.004844924,401.4994507,-0.00124163,401.4994507,-0.003540604,401.4994507,0.004921156,,,,,,,,,,,201.4960022,0.128173903,201.4960022,0.12084683,201.4960022,0.086018682,201.4960022,0.061813474,201.4960022,0.050184865,,,,,,,,,,,,
400.9972534,-0.002976346,400.9972534,-0.004981652,400.9972534,-0.001350698,400.9972534,-0.003839367,400.9972534,0.005022515,,,,,,,,,,,200.9812317,0.136714652,200.9812317,0.127001315,200.9812317,0.09294419,200.9812317,0.066421561,200.9812317,0.05174908,,,,,,,,,,,,
400.4949951,-0.003315523,400.4949951,-0.005282239,400.4949951,-0.001589953,400.4949951,-0.0037262,400.4949951,0.00479268,,,,,,,,,,,200.506012,0.14815627,200.506012,0.140136212,200.506012,0.100350678,200.506012,0.071696959,200.506012,0.055036031,,,,,,,,,,,,
399.9927063,-0.003022157,399.9927063,-0.004823677,399.9927063,-0.001293561,399.9927063,-0.003691192,399.9927063,0.004835632,,,,,,,,,,,199.9911957,0.164183006,199.9911957,0.152265877,199.9911957,0.113273785,199.9911957,0.08024352,199.9911957,0.061152097,,,,,,,,,,,,
399.490387,-0.003385494,399.490387,-0.005001817,399.490387,-0.001397301,399.490387,-0.003677896,399.490387,0.004748397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398.9880066,-0.003335817,398.9880066,-0.005213391,398.9880066,-0.001535272,398.9880066,-0.003867385,398.9880066,0.004722463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398.4855957,-0.003005036,398.4855957,-0.004725976,398.4855957,-0.001134961,398.4855957,-0.003492844,398.4855957,0.005189385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397.9831543,-0.002857604,397.9831543,-0.00509132,397.9831543,-0.001736836,397.9831543,-0.003359397,397.9831543,0.005167694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397.4806824,-0.00297578,397.4806824,-0.005259836,397.4806824,-0.001682689,397.4806824,-0.003662444,397.4806824,0.005263372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397.0167847,-0.003607099,397.0167847,-0.005308936,397.0167847,-0.001668043,397.0167847,-0.003935523,397.0167847,0.004737798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396.5142212,-0.003670863,396.5142212,-0.005643129,396.5142212,-0.001928874,396.5142212,-0.003909511,396.5142212,0.004737641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396.0115967,-0.003085698,396.0115967,-0.005178655,396.0115967,-0.001278178,396.0115967,-0.003691448,396.0115967,0.005011936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395.5089722,-0.003308381,395.5089722,-0.005291189,395.5089722,-0.001688981,395.5089722,-0.00389186,395.5089722,0.004615392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395.0062561,-0.003451962,395.0062561,-0.005641187,395.0062561,-0.002056578,395.0062561,-0.004201919,395.0062561,0.004839349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394.5035095,-0.003292659,394.5035095,-0.005413971,394.5035095,-0.001969952,394.5035095,-0.004076229,394.5035095,0.004763445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394.0007629,-0.003316961,394.0007629,-0.005204081,394.0007629,-0.001751944,394.0007629,-0.00410854,394.0007629,0.004892175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393.4979553,-0.003517752,393.4979553,-0.005157425,393.4979553,-0.00191805,393.4979553,-0.004003343,393.4979553,0.004867463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392.9951172,-0.003494898,392.9951172,-0.005527262,392.9951172,-0.001840521,392.9951172,-0.003874312,392.9951172,0.004459884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
