P-3_conc_1_wavelength_nm,P-3_conc_1_abs_au,P-3_conc_2_wavelength_nm,P-3_conc_2_abs_au,P-3_conc_3_wavelength_nm,P-3_conc_3_abs_au,P-3_conc_4_wavelength_nm,P-3_conc_4_abs_au,P-3_conc_5_wavelength_nm,P-3_conc_5_abs_au,P-3_conc_1_em_wavelength_nm,P-3_conc_1_em_intensity,P-3_conc_2_em_wavelength_nm,P-3_conc_2_em_intensity,P-3_conc_3_em_wavelength_nm,P-3_conc_3_em_intensity,P-3_conc_4_em_wavelength_nm,P-3_conc_4_em_intensity,P-3_conc_5_em_wavelength_nm,P-3_conc_5_em_intensity,2-AP_conc_1_wavelength_nm,2-AP_conc_1_abs_au,2-AP_conc_2_wavelength_nm,2-AP_conc_2_abs_au,2-AP_conc_3_wavelength_nm,2-AP_conc_3_abs_au,2-AP_conc_4_wavelength_nm,2-AP_conc_4_abs_au,2-AP_conc_5_wavelength_nm,2-AP_conc_5_abs_au,2-AP_conc_1_em_wavelength_nm,2-AP_conc_1_em_intensity,2-AP_conc_2_em_wavelength_nm,2-AP_conc_2_em_intensity,2-AP_conc_3_em_wavelength_nm,2-AP_conc_3_em_intensity,2-AP_conc_4_em_wavelength_nm,2-AP_conc_4_em_intensity,2-AP_conc_5_em_wavelength_nm,2-AP_conc_5_em_intensity,ACN_em_background_wavelength_nm,ACN_em_background_intensity
687.5045776,-0.000133862,687.5045776,-0.00228463,687.5045776,0.000121293,687.5045776,-0.00132675,687.5045776,0.002675827,422.5,2.47E+03,422.5,2.17E+03,422.5,1.74E+03,422.5,1.49E+03,422.5,9.99E+02,487.503418,-2.69E-05,487.503418,0.000468841,487.503418,-0.001305691,487.503418,-0.001250509,487.503418,-0.000616735,422.5,1.16E+04,422.5,9.31E+03,422.5,7.64E+03,422.5,5.56E+03,422.5,3.23E+03,422.5,9.48E+01
686.9989014,-0.000885639,686.9989014,-0.002143496,686.9989014,0.000541302,686.9989014,-0.000923664,686.9989014,0.003343664,423,2.51E+03,423,2.23E+03,423,1.71E+03,423,1.55E+03,423,9.66E+02,487.0085449,0.000970617,487.0085449,0.001527054,487.0085449,-0.000530804,487.0085449,-0.00049895,487.0085449,5.15E-05,423,1.12E+04,423,9.29E+03,423,7.43E+03,423,5.40E+03,423,3.26E+03,423,8.15E+01
686.493103,-0.000999135,686.493103,-0.001942481,686.493103,0.001057771,686.493103,-0.001293561,686.493103,0.003205769,423.5,2.57E+03,423.5,2.12E+03,423.5,1.67E+03,423.5,1.49E+03,423.5,9.83E+02,486.5134888,-0.000205641,486.5134888,0.000763063,486.5134888,-0.001237448,486.5134888,-0.00057858,486.5134888,-0.000269958,423.5,1.08E+04,423.5,8.84E+03,423.5,7.13E+03,423.5,5.19E+03,423.5,3.09E+03,423.5,7.41E+01
685.9871826,-0.000862078,685.9871826,-0.002910474,685.9871826,-0.000526564,685.9871826,-0.001349872,685.9871826,0.002398943,424,2.40E+03,424,2.14E+03,424,1.68E+03,424,1.50E+03,424,9.60E+02,486.0184631,3.11E-05,486.0184631,0.000488588,486.0184631,-0.001762876,486.0184631,-0.001431669,486.0184631,-0.000557071,424,1.03E+04,424,8.60E+03,424,6.82E+03,424,5.06E+03,424,3.01E+03,424,1.08E+02
685.5174561,-0.000888842,685.5174561,-0.002933872,685.5174561,0.000111609,685.5174561,-0.001932121,685.5174561,0.002286797,424.5,2.31E+03,424.5,2.10E+03,424.5,1.70E+03,424.5,1.44E+03,424.5,9.92E+02,485.4853516,0.000298801,485.4853516,0.00057015,485.4853516,-0.001078261,485.4853516,-0.000816245,485.4853516,2.20E-05,424.5,1.02E+04,424.5,8.29E+03,424.5,6.88E+03,424.5,5.05E+03,424.5,2.85E+03,424.5,9.81E+01
685.0113525,-0.000600398,685.0113525,-0.00182655,685.0113525,0.001202617,685.0113525,-0.000745239,685.0113525,0.002863425,425,2.38E+03,425,1.98E+03,425,1.57E+03,425,1.42E+03,425,9.58E+02,484.9902344,-0.00033618,484.9902344,0.000212964,484.9902344,-0.001472741,484.9902344,-0.00102837,484.9902344,-0.000137277,425,9.89E+03,425,8.07E+03,425,6.45E+03,425,4.80E+03,425,2.80E+03,425,8.41E+01
684.505249,-0.001412318,684.505249,-0.001817889,684.505249,2.44E-05,684.505249,-0.000989425,684.505249,0.001824231,425.5,2.38E+03,425.5,1.97E+03,425.5,1.62E+03,425.5,1.42E+03,425.5,8.86E+02,484.4950256,-0.000272235,484.4950256,0.000412274,484.4950256,-0.001349924,484.4950256,-0.001809846,484.4950256,-0.00074436,425.5,9.61E+03,425.5,7.76E+03,425.5,6.35E+03,425.5,4.66E+03,425.5,2.75E+03,425.5,7.90E+01
683.9990234,-0.001102171,683.9990234,-0.002649047,683.9990234,-0.000470611,683.9990234,-0.002135717,683.9990234,0.00201843,426,2.35E+03,426,2.03E+03,426,1.59E+03,426,1.42E+03,426,8.95E+02,483.9998474,0.000276887,483.9998474,0.000527825,483.9998474,-0.001275391,483.9998474,-0.001126441,483.9998474,3.09E-05,426,9.48E+03,426,7.72E+03,426,6.35E+03,426,4.45E+03,426,2.71E+03,426,7.31E+01
683.4927979,0.000220604,683.4927979,-0.001496269,683.4927979,0.000559342,683.4927979,-0.001169402,683.4927979,0.003361898,426.5,2.24E+03,426.5,2.03E+03,426.5,1.58E+03,426.5,1.46E+03,426.5,9.21E+02,483.5045776,0.000373488,483.5045776,0.00066845,483.5045776,-0.001630856,483.5045776,-0.001068345,483.5045776,0.000106922,426.5,9.06E+03,426.5,7.47E+03,426.5,6.07E+03,426.5,4.44E+03,426.5,2.58E+03,426.5,1.01E+02
682.9863892,-0.000960859,682.9863892,-0.002161475,682.9863892,0.000215658,682.9863892,-0.001542804,682.9863892,0.002868923,427,2.35E+03,427,1.91E+03,427,1.55E+03,427,1.44E+03,427,9.03E+02,483.0092468,0.000581762,483.0092468,0.001493286,483.0092468,-0.001001305,483.0092468,-0.00115102,483.0092468,0.000722975,427,8.87E+03,427,7.07E+03,427,5.97E+03,427,4.36E+03,427,2.51E+03,427,7.81E+01
682.5161133,-0.001200174,682.5161133,-0.001741013,682.5161133,1.13E-05,682.5161133,-0.000895817,682.5161133,0.002451551,427.5,2.24E+03,427.5,1.94E+03,427.5,1.44E+03,427.5,1.32E+03,427.5,8.58E+02,482.5138855,0.000154877,482.5138855,0.000420203,482.5138855,-0.001761999,482.5138855,-0.002079095,482.5138855,-0.000266233,427.5,8.58E+03,427.5,7.01E+03,427.5,5.85E+03,427.5,4.18E+03,427.5,2.55E+03,427.5,9.05E+01
682.0095825,-0.000749942,682.0095825,-0.001885319,682.0095825,0.000398801,682.0095825,-0.001176785,682.0095825,0.00291463,428,2.19E+03,428,1.91E+03,428,1.47E+03,428,1.36E+03,428,9.03E+02,482.0184937,0.000540965,482.0184937,0.000404942,482.0184937,-0.001489407,482.0184937,-0.001362259,482.0184937,0.00013411,428,8.40E+03,428,6.71E+03,428,5.64E+03,428,4.01E+03,428,2.44E+03,428,8.01E+01
681.5030518,7.22E-05,681.5030518,-0.001713322,681.5030518,0.00063314,681.5030518,-0.001169092,681.5030518,0.002882942,428.5,2.12E+03,428.5,1.87E+03,428.5,1.54E+03,428.5,1.29E+03,428.5,9.06E+02,481.4848938,2.82E-05,481.4848938,0.000647502,481.4848938,-0.00163751,481.4848938,-0.001861142,481.4848938,-0.000278702,428.5,8.17E+03,428.5,6.60E+03,428.5,5.33E+03,428.5,4.01E+03,428.5,2.36E+03,428.5,7.94E+01
680.9963989,-0.00070787,680.9963989,-0.001447303,680.9963989,0.000525907,680.9963989,-0.001047273,680.9963989,0.003185898,429,2.12E+03,429,1.88E+03,429,1.44E+03,429,1.31E+03,429,8.40E+02,480.9893188,0.000391728,480.9893188,0.000219802,480.9893188,-0.001099486,480.9893188,-0.001411956,480.9893188,-0.000336542,429,7.92E+03,429,6.51E+03,429,5.29E+03,429,3.85E+03,429,2.28E+03,429,7.21E+01
680.489624,-0.001851966,680.489624,-0.002387412,680.489624,-0.000647908,680.489624,-0.002390192,680.489624,0.001784226,429.5,2.11E+03,429.5,1.87E+03,429.5,1.51E+03,429.5,1.25E+03,429.5,8.52E+02,480.4937744,-0.000135207,480.4937744,0.000301858,480.4937744,-0.001510612,480.4937744,-0.001058326,480.4937744,-3.58E-05,429.5,7.60E+03,429.5,6.22E+03,429.5,5.11E+03,429.5,3.67E+03,429.5,2.24E+03,429.5,7.49E+01
679.9827881,-0.000624697,679.9827881,-0.001830881,679.9827881,-0.000724616,679.9827881,-0.001162173,679.9827881,0.002835649,430,2.05E+03,430,1.76E+03,430,1.40E+03,430,1.22E+03,430,8.41E+02,479.9981079,-0.000551332,479.9981079,0.000984782,479.9981079,-0.00126104,479.9981079,-0.001056415,479.9981079,-0.000230634,430,7.40E+03,430,6.03E+03,430,5.02E+03,430,3.72E+03,430,2.18E+03,430,7.63E+01
679.5120239,-0.001008381,679.5120239,-0.00237557,679.5120239,-0.00043477,679.5120239,-0.001509838,679.5120239,0.002518772,430.5,2.05E+03,430.5,1.75E+03,430.5,1.37E+03,430.5,1.32E+03,430.5,8.41E+02,479.5025024,5.98E-06,479.5025024,0.000263314,479.5025024,-0.001006005,479.5025024,-0.001061166,479.5025024,0.000112567,430.5,7.11E+03,430.5,5.93E+03,430.5,4.89E+03,430.5,3.50E+03,430.5,2.11E+03,430.5,6.91E+01
679.0050659,-0.001778189,679.0050659,-0.002806632,679.0050659,-0.000872206,679.0050659,-0.001636117,679.0050659,0.001608682,431,2.05E+03,431,1.74E+03,431,1.40E+03,431,1.23E+03,431,8.42E+02,479.0067444,0.000194318,479.0067444,0.000706381,479.0067444,-0.000974909,479.0067444,-0.000944741,479.0067444,-0.000105912,431,7.03E+03,431,5.81E+03,431,4.63E+03,431,3.34E+03,431,2.03E+03,431,9.09E+01
678.4979858,-0.001555237,678.4979858,-0.002108102,678.4979858,-0.00025961,678.4979858,-0.001209622,678.4979858,0.002807405,431.5,1.99E+03,431.5,1.84E+03,431.5,1.39E+03,431.5,1.24E+03,431.5,8.37E+02,478.5109863,0.000401729,478.5109863,0.000826419,478.5109863,-0.001049856,478.5109863,-0.000313521,478.5109863,0.000251166,431.5,6.96E+03,431.5,5.53E+03,431.5,4.48E+03,431.5,3.34E+03,431.5,1.96E+03,431.5,8.29E+01
677.9908447,-0.000159325,677.9908447,-0.001639625,677.9908447,0.000643406,677.9908447,-0.001914494,677.9908447,0.002664523,432,2.01E+03,432,1.72E+03,432,1.39E+03,432,1.27E+03,432,7.66E+02,478.0151978,-0.000243415,478.0151978,0.000202553,478.0151978,-0.001779478,478.0151978,-0.001435281,478.0151978,-0.0004492,432,6.49E+03,432,5.51E+03,432,4.42E+03,432,3.28E+03,432,1.87E+03,432,7.11E+01
677.4836426,-0.001250767,677.4836426,-0.00344133,677.4836426,-0.000480592,677.4836426,-0.001859286,677.4836426,0.001674838,432.5,2.02E+03,432.5,1.67E+03,432.5,1.40E+03,432.5,1.22E+03,432.5,7.66E+02,477.4812012,0.000108295,477.4812012,0.001305292,477.4812012,-0.000793405,477.4812012,-0.000647598,477.4812012,-0.000203675,432.5,6.43E+03,432.5,5.35E+03,432.5,4.35E+03,432.5,3.19E+03,432.5,1.78E+03,432.5,7.54E+01
677.0125122,-0.000653439,677.0125122,-0.000934771,677.0125122,0.000981098,677.0125122,-0.001397197,677.0125122,0.003423807,433,1.92E+03,433,1.69E+03,433,1.38E+03,433,1.22E+03,433,7.92E+02,476.98526,-8.36E-05,476.98526,0.001162203,476.98526,-0.000989425,476.98526,-0.001108677,476.98526,1.11E-05,433,6.33E+03,433,5.17E+03,433,4.23E+03,433,3.06E+03,433,1.86E+03,433,9.21E+01
676.505188,-0.000844201,676.505188,-0.001834851,676.505188,-1.92E-06,676.505188,-0.001706979,676.505188,0.002606603,433.5,1.91E+03,433.5,1.63E+03,433.5,1.28E+03,433.5,1.18E+03,433.5,7.64E+02,476.4892578,-0.000766997,476.4892578,0.000152521,476.4892578,-0.001632404,476.4892578,-0.001152724,476.4892578,-0.000925782,433.5,6.09E+03,433.5,4.85E+03,433.5,4.12E+03,433.5,3.01E+03,433.5,1.77E+03,433.5,7.54E+01
675.9976807,-0.000803327,675.9976807,-0.002030659,675.9976807,-0.000224477,675.9976807,-0.001172035,675.9976807,0.001934697,434,1.92E+03,434,1.61E+03,434,1.37E+03,434,1.20E+03,434,7.76E+02,475.9932556,-0.000279789,475.9932556,0.00036968,475.9932556,-0.001558383,475.9932556,-0.000636535,475.9932556,-1.00E-05,434,5.89E+03,434,4.86E+03,434,4.02E+03,434,2.97E+03,434,1.61E+03,434,9.07E+01
675.4901123,-0.000173815,675.4901123,-0.002080743,675.4901123,-0.00013469,675.4901123,-0.002357702,675.4901123,0.002325026,434.5,1.95E+03,434.5,1.64E+03,434.5,1.28E+03,434.5,1.16E+03,434.5,7.19E+02,475.4971619,0.000298205,475.4971619,0.001158647,475.4971619,-0.000701667,475.4971619,-0.000622577,475.4971619,0.000122717,434.5,5.84E+03,434.5,4.70E+03,434.5,3.95E+03,434.5,2.84E+03,434.5,1.74E+03,434.5,8.91E+01
674.9825439,-0.000267578,674.9825439,-0.001747922,674.9825439,0.000609732,674.9825439,-0.002046839,674.9825439,0.002348813,435,1.81E+03,435,1.60E+03,435,1.26E+03,435,1.09E+03,435,7.85E+02,475.0011292,-0.000525478,475.0011292,0.000145762,475.0011292,-0.001462422,475.0011292,-0.001193359,475.0011292,-8.20E-05,435,5.61E+03,435,4.54E+03,435,3.78E+03,435,2.75E+03,435,1.64E+03,435,7.77E+01
674.5111084,-0.001078932,674.5111084,-0.002015509,674.5111084,0.000538814,674.5111084,-0.00153424,674.5111084,0.002993756,435.5,1.79E+03,435.5,1.58E+03,435.5,1.24E+03,435.5,1.10E+03,435.5,7.91E+02,474.5049438,-0.000339802,474.5049438,0.000889783,474.5049438,-0.001183652,474.5049438,-0.001023825,474.5049438,0.000268339,435.5,5.47E+03,435.5,4.49E+03,435.5,3.74E+03,435.5,2.66E+03,435.5,1.62E+03,435.5,8.06E+01
674.0033569,-0.001110278,674.0033569,-0.003127489,674.0033569,0.000174947,674.0033569,-0.001778653,674.0033569,0.001963066,436,1.84E+03,436,1.59E+03,436,1.28E+03,436,1.06E+03,436,7.28E+02,474.0086975,-0.00039753,474.0086975,0.000573857,474.0086975,-0.000979558,474.0086975,-0.001242198,474.0086975,0.000263029,436,5.23E+03,436,4.34E+03,436,3.52E+03,436,2.58E+03,436,1.48E+03,436,8.05E+01
673.4954834,-0.001365355,673.4954834,-0.002493619,673.4954834,-0.000616839,673.4954834,-0.001923308,673.4954834,0.001797327,436.5,1.82E+03,436.5,1.58E+03,436.5,1.19E+03,436.5,1.11E+03,436.5,7.61E+02,473.5124512,-0.000264371,473.5124512,0.000470707,473.5124512,-0.001472535,473.5124512,-0.001350182,473.5124512,-0.000220389,436.5,5.11E+03,436.5,4.22E+03,436.5,3.41E+03,436.5,2.58E+03,436.5,1.48E+03,436.5,9.14E+01
672.9875488,-0.001634776,672.9875488,-0.002405124,672.9875488,-0.00035051,672.9875488,-0.001952583,672.9875488,0.002386892,437,1.75E+03,437,1.55E+03,437,1.21E+03,437,1.05E+03,437,7.32E+02,473.0161743,-2.52E-05,473.0161743,0.000508983,473.0161743,-0.00101866,473.0161743,-0.000697998,473.0161743,-0.000353303,437,5.07E+03,437,4.15E+03,437,3.43E+03,437,2.48E+03,437,1.46E+03,437,7.17E+01
672.5158081,-0.000740742,672.5158081,-0.002400696,672.5158081,0.000137968,672.5158081,-0.002155448,672.5158081,0.003087418,437.5,1.74E+03,437.5,1.50E+03,437.5,1.22E+03,437.5,1.16E+03,437.5,6.85E+02,472.4815979,-0.000133913,472.4815979,0.000396184,472.4815979,-0.000966851,472.4815979,-0.001292116,472.4815979,-0.000167191,437.5,4.90E+03,437.5,4.04E+03,437.5,3.28E+03,437.5,2.43E+03,437.5,1.42E+03,437.5,8.84E+01
672.0076904,-0.000195343,672.0076904,-0.002245024,672.0076904,-4.09E-05,672.0076904,-0.00159212,672.0076904,0.002772416,438,1.68E+03,438,1.51E+03,438,1.20E+03,438,1.07E+03,438,7.11E+02,471.9852295,-0.0004462,471.9852295,0.000537181,471.9852295,-0.001421503,471.9852295,-0.000522323,471.9852295,-0.000178318,438,4.80E+03,438,3.93E+03,438,3.16E+03,438,2.40E+03,438,1.34E+03,438,7.98E+01
671.4995117,-0.001570093,671.4995117,-0.002772012,671.4995117,-0.000893544,671.4995117,-0.002409654,671.4995117,0.002117344,438.5,1.72E+03,438.5,1.53E+03,438.5,1.16E+03,438.5,1.10E+03,438.5,6.93E+02,471.4888,-0.000558105,471.4888,-0.000165535,471.4888,-0.001837686,471.4888,-0.000864249,471.4888,-0.000981211,438.5,4.63E+03,438.5,3.77E+03,438.5,3.08E+03,438.5,2.31E+03,438.5,1.32E+03,438.5,7.90E+01
670.991272,-0.001366646,670.991272,-0.002071675,670.991272,-0.000501277,670.991272,-0.001749624,670.991272,0.002272068,439,1.65E+03,439,1.37E+03,439,1.15E+03,439,1.02E+03,439,7.04E+02,470.9923096,0.000251736,470.9923096,0.000791926,470.9923096,-0.001301458,470.9923096,-0.000551228,470.9923096,0.000105835,439,4.58E+03,439,3.63E+03,439,2.98E+03,439,2.24E+03,439,1.35E+03,439,8.33E+01
670.4829102,-0.00172477,670.4829102,-0.002090533,670.4829102,5.16E-05,670.4829102,-0.001942275,670.4829102,0.002139898,439.5,1.64E+03,439.5,1.49E+03,439.5,1.12E+03,439.5,1.02E+03,439.5,7.18E+02,470.495697,0.000462414,470.495697,0.000859695,470.495697,-0.001402771,470.495697,-0.000772216,470.495697,6.25E-05,439.5,4.38E+03,439.5,3.61E+03,439.5,3.08E+03,439.5,2.14E+03,439.5,1.28E+03,439.5,6.88E+01
670.0108643,-0.000390806,670.0108643,-0.001509116,670.0108643,-0.000251384,670.0108643,-0.00162575,670.0108643,0.003563207,440,1.59E+03,440,1.39E+03,440,1.15E+03,440,1.02E+03,440,6.76E+02,469.9991455,0.000287041,469.9991455,0.00045959,469.9991455,-0.001526657,469.9991455,-0.000891632,469.9991455,-0.000669309,440,4.36E+03,440,3.60E+03,440,2.87E+03,440,2.03E+03,440,1.27E+03,440,7.25E+01
669.5023804,-0.00119341,669.5023804,-0.003039688,669.5023804,0.000385017,669.5023804,-0.001820364,669.5023804,0.001895281,440.5,1.62E+03,440.5,1.40E+03,440.5,1.05E+03,440.5,9.66E+02,440.5,6.66E+02,469.5024719,0.000630729,469.5024719,0.000544542,469.5024719,-0.001275649,469.5024719,-0.000989683,469.5024719,-5.94E-05,440.5,4.13E+03,440.5,3.32E+03,440.5,2.82E+03,440.5,2.06E+03,440.5,1.21E+03,440.5,6.81E+01
668.9938354,-0.001100002,668.9938354,-0.001665206,668.9938354,-6.60E-05,668.9938354,-0.001584227,668.9938354,0.002433199,441,1.54E+03,441,1.38E+03,441,1.12E+03,441,9.96E+02,441,6.31E+02,469.0058594,-5.17E-05,469.0058594,0.000230265,469.0058594,-0.001396423,469.0058594,-0.000600295,469.0058594,-0.000167295,441,4.08E+03,441,3.23E+03,441,2.70E+03,441,2.04E+03,441,1.18E+03,441,6.67E+01
668.4851685,-0.000996243,668.4851685,-0.003082409,668.4851685,-0.000782449,668.4851685,-0.002553996,668.4851685,0.002058794,441.5,1.65E+03,441.5,1.36E+03,441.5,1.07E+03,441.5,1.03E+03,441.5,6.63E+02,468.5090332,-0.000560018,468.5090332,-0.000472059,468.5090332,-0.001520569,468.5090332,-0.001336453,468.5090332,-0.000588403,441.5,3.84E+03,441.5,3.28E+03,441.5,2.63E+03,441.5,1.89E+03,441.5,1.19E+03,441.5,7.48E+01
668.0127563,-0.001374026,668.0127563,-0.002444869,668.0127563,-0.000770873,668.0127563,-0.001515822,668.0127563,0.002486462,442,1.58E+03,442,1.40E+03,442,1.08E+03,442,9.56E+02,442,6.82E+02,468.0122681,0.000124711,468.0122681,0.000600322,468.0122681,-0.001198625,468.0122681,-0.001368297,468.0122681,5.45E-05,442,3.87E+03,442,3.20E+03,442,2.62E+03,442,1.88E+03,442,1.11E+03,442,7.85E+01
667.5040894,-0.000683938,667.5040894,-0.001241785,667.5040894,-0.000100374,667.5040894,-0.000712315,667.5040894,0.002982522,442.5,1.47E+03,442.5,1.30E+03,442.5,1.11E+03,442.5,9.76E+02,442.5,6.43E+02,467.5154419,0.000536378,467.5154419,0.000976947,467.5154419,-0.000735729,467.5154419,-0.000793921,467.5154419,0.000278648,442.5,3.82E+03,442.5,3.16E+03,442.5,2.57E+03,442.5,1.82E+03,442.5,1.12E+03,442.5,7.99E+01
666.9951782,-0.001673819,666.9951782,-0.003349071,666.9951782,-0.000538663,666.9951782,-0.002670299,666.9951782,0.002224061,443,1.47E+03,443,1.33E+03,443,1.06E+03,443,9.57E+02,443,6.33E+02,467.0185852,0.0008536,467.0185852,0.001041994,467.0185852,-0.000538767,467.0185852,-0.000503501,467.0185852,0.000287222,443,3.66E+03,443,3.05E+03,443,2.52E+03,443,1.80E+03,443,1.07E+03,443,7.27E+01
666.4862061,-0.000231048,666.4862061,-0.002227615,666.4862061,-0.000201967,666.4862061,-0.001573808,666.4862061,0.002220965,443.5,1.48E+03,443.5,1.30E+03,443.5,1.00E+03,443.5,9.14E+02,443.5,6.37E+02,466.483429,0.00035714,466.483429,0.000842343,466.483429,-0.000775524,466.483429,-0.000397737,466.483429,-0.000219716,443.5,3.53E+03,443.5,3.00E+03,443.5,2.36E+03,443.5,1.77E+03,443.5,1.03E+03,443.5,5.81E+01
666.0135498,-0.000326455,666.0135498,-0.001956449,666.0135498,0.000409346,666.0135498,-0.00165716,666.0135498,0.002835727,444,1.44E+03,444,1.23E+03,444,1.06E+03,444,8.81E+02,444,6.28E+02,465.9863586,0.000399967,465.9863586,0.00091881,465.9863586,-0.001241682,465.9863586,-0.00138316,465.9863586,-0.000347923,444,3.53E+03,444,2.92E+03,444,2.38E+03,444,1.72E+03,444,1.04E+03,444,6.68E+01
665.5044556,-0.000989734,665.5044556,-0.002430814,665.5044556,2.48E-05,665.5044556,-0.002010974,665.5044556,0.002584181,444.5,1.45E+03,444.5,1.28E+03,444.5,1.01E+03,444.5,9.28E+02,444.5,6.19E+02,465.4894104,0.000162983,465.4894104,0.000663446,465.4894104,-0.001124066,465.4894104,-0.001409995,465.4894104,-0.000457475,444.5,3.41E+03,444.5,2.74E+03,444.5,2.23E+03,444.5,1.66E+03,444.5,9.47E+02,444.5,7.78E+01
664.9953003,-0.001866349,664.9953003,-0.002326446,664.9953003,0.000135534,664.9953003,-0.001865008,664.9953003,0.002781378,445,1.41E+03,445,1.18E+03,445,9.58E+02,445,9.24E+02,445,6.03E+02,464.9922791,0.000263599,464.9922791,0.000501986,464.9922791,-0.001498178,464.9922791,-0.001300994,464.9922791,0.000237931,445,3.26E+03,445,2.70E+03,445,2.20E+03,445,1.59E+03,445,9.69E+02,445,7.13E+01
664.4859619,-0.001691817,664.4859619,-0.002933306,664.4859619,3.45E-05,664.4859619,-0.00180732,664.4859619,0.002490472,445.5,1.39E+03,445.5,1.23E+03,445.5,9.94E+02,445.5,9.06E+02,445.5,6.03E+02,464.4952393,0.000775329,464.4952393,0.000743356,464.4952393,-0.000469318,464.4952393,-0.000720171,464.4952393,0.000539255,445.5,3.22E+03,445.5,2.68E+03,445.5,2.14E+03,445.5,1.58E+03,445.5,9.28E+02,445.5,7.41E+01
664.0130615,-0.000568188,664.0130615,-0.001256859,664.0130615,0.001564697,664.0130615,-0.000881764,664.0130615,0.002857822,446,1.39E+03,446,1.20E+03,446,1.02E+03,446,8.75E+02,446,5.71E+02,463.9980164,-0.000626609,463.9980164,9.89E-06,463.9980164,-0.002255943,463.9980164,-0.00208502,463.9980164,-0.001208125,446,3.06E+03,446,2.58E+03,446,2.12E+03,446,1.58E+03,446,9.35E+02,446,6.89E+01
663.5036621,-0.000608722,663.5036621,-0.001433268,663.5036621,0.000866491,663.5036621,-0.00114818,663.5036621,0.003002592,446.5,1.35E+03,446.5,1.21E+03,446.5,9.27E+02,446.5,8.98E+02,446.5,5.64E+02,463.500824,-0.000195913,463.500824,-1.56E-05,463.500824,-0.001248238,463.500824,-0.001206576,463.500824,-0.000405185,446.5,3.03E+03,446.5,2.55E+03,446.5,2.11E+03,446.5,1.46E+03,446.5,8.78E+02,446.5,7.48E+01
662.9942017,-0.000170452,662.9942017,-0.001768135,662.9942017,0.000232026,662.9942017,-0.00105657,662.9942017,0.004046651,447,1.35E+03,447,1.19E+03,447,9.63E+02,447,8.71E+02,447,5.81E+02,463.0035706,-0.000836088,463.0035706,0.000101045,463.0035706,-0.001171106,463.0035706,-0.001316427,463.0035706,-0.000575271,447,3.03E+03,447,2.46E+03,447,1.99E+03,447,1.44E+03,447,9.02E+02,447,7.63E+01
662.4845581,-0.002025712,662.4845581,-0.002915976,662.4845581,-0.0002697,662.4845581,-0.00177556,662.4845581,0.002846436,447.5,1.33E+03,447.5,1.16E+03,447.5,9.32E+02,447.5,8.81E+02,447.5,5.87E+02,462.5062561,0.000339731,462.5062561,0.00011948,462.5062561,-0.001943615,462.5062561,-0.001225936,462.5062561,-0.00073852,447.5,2.94E+03,447.5,2.34E+03,447.5,1.91E+03,447.5,1.44E+03,447.5,8.39E+02,447.5,6.39E+01
662.0113525,-0.000879026,662.0113525,-0.002847575,662.0113525,-0.000409013,662.0113525,-0.0022579,662.0113525,0.002526636,448,1.36E+03,448,1.18E+03,448,9.50E+02,448,8.85E+02,448,5.25E+02,462.0088501,0.000103142,462.0088501,0.000243629,462.0088501,-0.001167646,462.0088501,-0.00099991,462.0088501,-0.000307313,448,2.72E+03,448,2.34E+03,448,1.87E+03,448,1.34E+03,448,8.19E+02,448,7.70E+01
661.5015869,-0.000508672,661.5015869,-0.001618787,661.5015869,0.00030994,661.5015869,-0.001141623,661.5015869,0.003245305,448.5,1.26E+03,448.5,1.12E+03,448.5,9.03E+02,448.5,8.14E+02,448.5,5.74E+02,461.5115051,-6.70E-05,461.5115051,0.000319524,461.5115051,-0.001850935,461.5115051,-0.00141851,461.5115051,-0.001046137,448.5,2.64E+03,448.5,2.21E+03,448.5,1.82E+03,448.5,1.36E+03,448.5,8.17E+02,448.5,7.56E+01
660.9918213,-0.001220567,660.9918213,-0.002369494,660.9918213,-0.000459388,660.9918213,-0.001741477,660.9918213,0.002391446,449,1.34E+03,449,1.08E+03,449,9.28E+02,449,8.00E+02,449,5.43E+02,461.0140076,0.000435154,461.0140076,0.000404113,461.0140076,-0.002105062,461.0140076,-0.001278695,461.0140076,-0.000581579,449,2.66E+03,449,2.24E+03,449,1.80E+03,449,1.31E+03,449,7.80E+02,449,7.92E+01
660.4819946,-0.001105941,660.4819946,-0.002645034,660.4819946,-0.000645995,660.4819946,-0.002543496,660.4819946,0.002345013,449.5,1.23E+03,449.5,1.10E+03,449.5,9.26E+02,449.5,8.33E+02,449.5,5.69E+02,460.51651,0.000459719,460.51651,0.00010032,460.51651,-0.001975054,460.51651,-0.001023102,460.51651,-0.00055583,449.5,2.58E+03,449.5,2.11E+03,449.5,1.74E+03,449.5,1.34E+03,449.5,7.67E+02,449.5,6.40E+01
660.0084839,-0.00200412,660.0084839,-0.002261505,660.0084839,-0.000468801,660.0084839,-0.001725182,660.0084839,0.002432106,450,1.23E+03,450,1.07E+03,450,8.84E+02,450,8.47E+02,450,5.38E+02,460.0189514,-2.83E-05,460.0189514,0.000149025,460.0189514,-0.001899288,460.0189514,-0.001545074,460.0189514,-0.000328369,450,2.59E+03,450,2.09E+03,450,1.79E+03,450,1.25E+03,450,7.30E+02,450,7.43E+01
